selection_hash,arm,symbol,trade_date,field,expected_value,observed_value,exact_match
0000557cebbb969baca12b444e1963e3199651eac1a5f00479f9ea14be510e25,crossing,002104.SZ,2022-02-16,adverse_log_excursion_h5,-0.17877754835922521,-0.17877754835922521,True
0000557cebbb969baca12b444e1963e3199651eac1a5f00479f9ea14be510e25,crossing,002104.SZ,2022-02-16,coordinate_close_t,1.7825006153088852,1.7825006153088852,True
0000557cebbb969baca12b444e1963e3199651eac1a5f00479f9ea14be510e25,crossing,002104.SZ,2022-02-16,coordinate_close_t1,1.6196027944489673,1.6196027944489673,True
0000557cebbb969baca12b444e1963e3199651eac1a5f00479f9ea14be510e25,crossing,002104.SZ,2022-02-16,coordinate_close_t3,1.7742971279274506,1.7742971279274506,True
0000557cebbb969baca12b444e1963e3199651eac1a5f00479f9ea14be510e25,crossing,002104.SZ,2022-02-16,coordinate_close_t5,1.7625778602396867,1.7625778602396867,True
0000557cebbb969baca12b444e1963e3199651eac1a5f00479f9ea14be510e25,crossing,002104.SZ,2022-02-16,cross20,true,true,True
0000557cebbb969baca12b444e1963e3199651eac1a5f00479f9ea14be510e25,crossing,002104.SZ,2022-02-16,mapped_low_t1,1.6043677464548742,1.6043677464548742,True
0000557cebbb969baca12b444e1963e3199651eac1a5f00479f9ea14be510e25,crossing,002104.SZ,2022-02-16,mapped_low_t2,1.4906908498835649,1.4906908498835649,True
0000557cebbb969baca12b444e1963e3199651eac1a5f00479f9ea14be510e25,crossing,002104.SZ,2022-02-16,mapped_low_t3,1.5645222363164772,1.5645222363164772,True
0000557cebbb969baca12b444e1963e3199651eac1a5f00479f9ea14be510e25,crossing,002104.SZ,2022-02-16,mapped_low_t4,1.7895321759215435,1.7895321759215435,True
0000557cebbb969baca12b444e1963e3199651eac1a5f00479f9ea14be510e25,crossing,002104.SZ,2022-02-16,mapped_low_t5,1.7567182263958048,1.7567182263958048,True
0000557cebbb969baca12b444e1963e3199651eac1a5f00479f9ea14be510e25,crossing,002104.SZ,2022-02-16,terminal_log_return_h1,-0.095836287931677713,-0.095836287931677713,True
0000557cebbb969baca12b444e1963e3199651eac1a5f00479f9ea14be510e25,crossing,002104.SZ,2022-02-16,terminal_log_return_h3,-0.004612858261898607,-0.004612858261898607,True
0000557cebbb969baca12b444e1963e3199651eac1a5f00479f9ea14be510e25,crossing,002104.SZ,2022-02-16,terminal_log_return_h5,-0.011239787749507629,-0.011239787749507629,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,adverse_log_excursion_h1,-0.023834972393516746,-0.023834972393516746,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,adverse_log_excursion_h3,-0.025904652332042897,-0.025904652332042897,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,adverse_log_excursion_h5,-0.025904652332042897,-0.025904652332042897,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,coordinate_close_t,1.002486885285619,1.002486885285619,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,coordinate_close_t1,0.98157363263161213,0.98157363263161213,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,coordinate_close_t3,0.99439143264535812,0.99439143264535812,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,coordinate_close_t5,0.98427211684503224,0.98427211684503224,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,cross20,false,false,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,mapped_low_t1,0.97887514841819179,0.97887514841819179,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,mapped_low_t2,0.9768512852581267,0.9768512852581267,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,mapped_low_t3,0.99169294843193778,0.99169294843193778,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,mapped_low_t4,0.98022439052490185,0.98022439052490185,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,mapped_low_t5,0.9768512852581267,0.9768512852581267,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,terminal_log_return_h1,-0.021082045672111659,-0.021082045672111659,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,terminal_log_return_h3,-0.0081081525284226984,-0.0081081525284226984,True
00000337d97484ba14809f440b0da0cf7fcab92258daf453cc1dc62d10e5a40a,noncrossing,603053.SH,2020-11-12,terminal_log_return_h5,-0.018336676754918967,-0.018336676754918967,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,adverse_log_excursion_h1,-0.036394659150682657,-0.036394659150682657,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,adverse_log_excursion_h3,-0.10204322631777303,-0.10204322631777303,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,adverse_log_excursion_h5,-0.14664186411836355,-0.14664186411836355,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,coordinate_close_t,1.4462025316455689,1.4462025316455689,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,coordinate_close_t1,1.4314345991561175,1.4314345991561175,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,coordinate_close_t3,1.3122362869198305,1.3122362869198305,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,coordinate_close_t5,1.2573839662447248,1.2573839662447248,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,cross20,false,false,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,mapped_low_t1,1.394514767932489,1.394514767932489,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,mapped_low_t2,1.3586497890295353,1.3586497890295353,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,mapped_low_t3,1.3059071729957799,1.3059071729957799,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,mapped_low_t4,1.2658227848101258,1.2658227848101258,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,mapped_low_t5,1.2489451476793241,1.2489451476793241,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,terminal_log_return_h1,-0.010264019727445242,-0.010264019727445242,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,terminal_log_return_h3,-0.097208406263189648,-0.097208406263189648,True
000009bf7fd0dbce97239eeb3f84837a0ba627cc846f25a11f167c342285f85e,noncrossing,002208.SZ,2018-06-08,terminal_log_return_h5,-0.13990783193701953,-0.13990783193701953,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,adverse_log_excursion_h1,-0.0058309203107929867,-0.0058309203107929867,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,adverse_log_excursion_h3,-0.01316771037464722,-0.01316771037464722,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,adverse_log_excursion_h5,-0.01316771037464722,-0.01316771037464722,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,coordinate_close_t,0.75347487826423709,0.75347487826423709,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,coordinate_close_t1,0.76880721590333501,0.76880721590333501,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,coordinate_close_t3,0.80713806000107979,0.80713806000107979,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,coordinate_close_t5,0.79290088933620329,0.79290088933620329,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,cross20,false,false,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,mapped_low_t1,0.74909421036735213,0.74909421036735213,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,mapped_low_t2,0.74471354247046695,0.74471354247046695,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,mapped_low_t3,0.74361837549624588,0.74361837549624588,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,mapped_low_t4,0.7885202214393181,0.7885202214393181,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,mapped_low_t5,0.78085405261976926,0.78085405261976926,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,terminal_log_return_h1,0.020144566092467495,0.020144566092467495,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,terminal_log_return_h3,0.068799054255993169,0.068799054255993169,True
000012c9d8b689a34be71310874d07eb3e475a74209826b4bca02ab01cefcac7,noncrossing,300241.SZ,2021-06-25,terminal_log_return_h5,0.051002554452373006,0.051002554452373006,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,adverse_log_excursion_h1,-0.025548770372923947,-0.025548770372923947,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,adverse_log_excursion_h3,-0.025548770372923947,-0.025548770372923947,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,adverse_log_excursion_h5,-0.025548770372923947,-0.025548770372923947,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,coordinate_close_t,0.81344180456688542,0.81344180456688542,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,coordinate_close_t1,0.86458485335097646,0.86458485335097646,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,coordinate_close_t3,0.88897096359430738,0.88897096359430738,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,coordinate_close_t5,0.85635641124433104,0.85635641124433104,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,cross20,false,false,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,mapped_low_t1,0.7929226030040103,0.7929226030040103,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,mapped_low_t2,0.83795462253310593,0.83795462253310593,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,mapped_low_t3,0.83376559746063184,0.83376559746063184,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,mapped_low_t4,0.87086839095968749,0.87086839095968749,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,mapped_low_t5,0.85306503440167292,0.85306503440167292,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,terminal_log_return_h1,0.060975066404640815,0.060975066404640815,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,terminal_log_return_h3,0.088790186109415734,0.088790186109415734,True
000012de62ee1430a4563498d6a15745942e77335548cf815c8a1cc3215ad026,noncrossing,003021.SZ,2021-05-14,terminal_log_return_h5,0.051412270763204398,0.051412270763204398,True
000019ef8d677235336c0534d99211ac47febdb8fdf547e107487bcd1931cfaf,noncrossing,301106.SZ,2023-12-20,adverse_log_excursion_h1,-0.051607000196817659,-0.051607000196817659,True
000019ef8d677235336c0534d99211ac47febdb8fdf547e107487bcd1931cfaf,noncrossing,301106.SZ,2023-12-20,adverse_log_excursion_h3,-0.051607000196817659,-0.051607000196817659,True
000019ef8d677235336c0534d99211ac47febdb8fdf547e107487bcd1931cfaf,noncrossing,301106.SZ,2023-12-20,adverse_log_excursion_h5,-0.075484182288814872,-0.075484182288814872,True
000019ef8d677235336c0534d99211ac47febdb8fdf547e107487bcd1931cfaf,noncrossing,301106.SZ,2023-12-20,coordinate_close_t,0.99016142826726883,0.99016142826726883,True
000019ef8d677235336c0534d99211ac47febdb8fdf547e107487bcd1931cfaf,noncrossing,301106.SZ,2023-12-20,coordinate_close_t1,0.96443375349226701,0.96443375349226701,True
000019ef8d677235336c0534d99211ac47febdb8fdf547e107487bcd1931cfaf,noncrossing,301106.SZ,2023-12-20,coordinate_close_t3,0.94885552839914666,0.94885552839914666,True
000019ef8d677235336c0534d99211ac47febdb8fdf547e107487bcd1931cfaf,noncrossing,301106.SZ,2023-12-20,coordinate_close_t5,0.94460692155556836,0.94460692155556836,True
000019ef8d677235336c0534d99211ac47febdb8fdf547e107487bcd1931cfaf,noncrossing,301106.SZ,2023-12-20,cross20,false,false,True
000019ef8d677235336c0534d99211ac47febdb8fdf547e107487bcd1931cfaf,noncrossing,301106.SZ,2023-12-20,mapped_low_t1,0.94035831471199027,0.94035831471199027,True
000019ef8d677235336c0534d99211ac47febdb8fdf547e107487bcd1931cfaf,noncrossing,301106.SZ,2023-12-20,mapped_low_t2,0.94413485412850406,0.94413485412850406,True
000019ef8d677235336c0534d99211ac47febdb8fdf547e107487bcd1931cfaf,noncrossing,301106.SZ,2023-12-20,mapped_low_t3,0.9429546855608435,0.9429546855608435,True
000019ef8d677235336c0534d99211ac47febdb8fdf547e107487bcd1931cfaf,noncrossing,301106.SZ,2023-12-20,mapped_low_t4,0.91817114563997015,0.91817114563997015,True
000019ef8d677235336c0534d99211ac47febdb8fdf547e107487bcd1931cfaf,noncrossing,301106.SZ,2023-12-20,mapped_low_t5,0.92194768505648417,0.92194768505648417,True
