role,market_view,denominator,event_year,coordinate,horizon,outcome,n,spearman,tail_effect,low_mean,low_median,low_positive,low_p10,low_p90,low_n,high_mean,high_median,high_positive,high_p10,high_p90,high_n
closing_acceptance,ALL_A,ALL_STATUS,2021,pit,3,terminal,243,-0.057080133101776717,-0.00016530912083673307,-0.00088936956414362373,0.00040809136662530002,0.56000000000000005,-0.018465171924873038,0.019977719259284665,25,-0.0010546786849803568,0.0027994543421503001,0.57894736842105265,-0.027757346834055428,0.018469938569154541,38
closing_acceptance,ALL_A,ALL_STATUS,2021,absolute,5,downside,243,-0.027431549187761049,,,,,,,,,,,,,
closing_acceptance,ALL_A,ALL_STATUS,2021,pit,5,downside,243,-0.023116318601051393,0.0015056804267485485,-0.050223068632316042,-0.048622308217773101,0,-0.071552385382533085,-0.027254162876505034,25,-0.048717388205567494,-0.043272743758019955,0,-0.078061173801859826,-0.032653261896876257,38
closing_acceptance,ALL_A,ALL_STATUS,2021,absolute,5,terminal,243,-0.088168923915620256,,,,,,,,,,,,,
closing_acceptance,ALL_A,ALL_STATUS,2021,pit,5,terminal,243,-0.083668854692338618,-0.0022359900966879855,-0.00027852579586816419,-0.0018507650594519001,0.47999999999999998,-0.034142715724564995,0.029526519763894841,25,-0.0025145158925561498,0.0024600300811767001,0.52631578947368418,-0.046003203599453729,0.028937827270014479,38
closing_acceptance,ALL_A,ALL_STATUS,2022,absolute,1,downside,242,0.06629354286972873,,,,,,,,,,,,,
closing_acceptance,ALL_A,ALL_STATUS,2022,pit,1,downside,242,0.067852078339724869,-0.00047840443058011495,-0.022257411525808141,-0.0195841714672732,0,-0.038876842519216852,-0.011056457996482749,66,-0.022735815956388256,-0.018697302314612349,0,-0.034940021150582444,-0.01082929152720463,42
closing_acceptance,ALL_A,ALL_STATUS,2022,absolute,1,terminal,242,-0.026035122182522529,,,,,,,,,,,,,
closing_acceptance,ALL_A,ALL_STATUS,2022,pit,1,terminal,242,-0.02510139094992318,-0.0020969262632310184,-0.00093088650963031757,0.00073425452662630002,0.51515151515151514,-0.021273311498323299,0.015178047125998202,66,-0.0030278127728613361,-0.00128174972271435,0.47619047619047616,-0.026612154927958379,0.016786509335094679,42
closing_acceptance,ALL_A,ALL_STATUS,2022,absolute,3,downside,242,0.015865523022473526,,,,,,,,,,,,,
closing_acceptance,ALL_A,ALL_STATUS,2022,pit,3,downside,242,0.018070545959108973,0.001238450004908645,-0.040794792986549533,-0.032288772656292902,0,-0.073807362800644011,-0.0176642449433966,66,-0.039556342981640888,-0.032401930852091101,0,-0.060290285398895124,-0.01787735591921644,42
closing_acceptance,ALL_A,ALL_STATUS,2022,absolute,3,terminal,242,-0.039230919036090967,,,,,,,,,,,,,
closing_acceptance,ALL_A,ALL_STATUS,2022,pit,3,terminal,242,-0.036696548570710766,2.27363229154062e-05,-0.0015687716267920226,0.0012749771249058002,0.54545454545454541,-0.036071835126009449,0.032883469347624851,66,-0.0015460353038766164,-0.0033154850545385499,0.47619047619047616,-0.037209727612906335,0.034577800466200619,42
closing_acceptance,ALL_A,ALL_STATUS,2022,absolute,5,downside,242,0.011699209158186346,,,,,,,,,,,,,
closing_acceptance,ALL_A,ALL_STATUS,2022,pit,5,downside,242,0.014205211174612454,0.0036271241096954912,-0.052130610340418042,-0.0438066025816507,0,-0.091736138710198811,-0.023419994819350851,66,-0.048503486230722551,-0.041512373510680545,0,-0.080951862416742917,-0.0233061521823461,42
closing_acceptance,ALL_A,ALL_STATUS,2022,absolute,5,terminal,242,-0.0015092885810571879,,,,,,,,,,,,,
closing_acceptance,ALL_A,ALL_STATUS,2022,pit,5,terminal,242,1.9898218496312858e-05,0.0034058207949456605,-0.0020309337062238224,0.0029848640635748002,0.5757575757575758,-0.053096758114516848,0.042701191819984094,66,0.001374887088721838,-8.6993754783500077e-05,0.5,-0.040395899884697738,0.042939797129502626,42
closing_acceptance,ALL_A,ALL_STATUS,2023,absolute,1,downside,237,-0.066046886465377833,,,,,,,,,,,,,
closing_acceptance,ALL_A,ALL_STATUS,2023,pit,1,downside,237,-0.068638224338309642,-0.00064605997280435534,-0.014672803021611783,-0.0147181749456511,0,-0.020543169376604279,-0.0097447929560528796,55,-0.015318862994416139,-0.0147136228450715,0,-0.02235437648397846,-0.0098003071037018191,39
closing_acceptance,ALL_A,ALL_STATUS,2023,absolute,1,terminal,237,-0.11126656197771964,,,,,,,,,,,,,
closing_acceptance,ALL_A,ALL_STATUS,2023,pit,1,terminal,237,-0.1146231573025954,-0.0027678790960035814,0.0023107797874720175,0.0021647739886520999,0.58181818181818179,-0.0072386707031537002,0.011473654694177503,55,-0.00045709930853156405,0.00061457107896400001,0.53846153846153844,-0.01179154988751112,0.0088223841863761428,39
closing_acceptance,ALL_A,ALL_STATUS,2023,absolute,3,downside,237,-0.087880120939171635,,,,,,,,,,,,,
closing_acceptance,ALL_A,ALL_STATUS,2023,pit,3,downside,237,-0.091429439410784574,-0.00087713883106234347,-0.025736616937110251,-0.024726516098484499,0,-0.035880000448222218,-0.015562040307032799,55,-0.026613755768172594,-0.027059845052954001,0,-0.036370936966139619,-0.018658963870686298,39
closing_acceptance,ALL_A,ALL_STATUS,2023,absolute,3,terminal,237,-0.079438898494390245,,,,,,,,,,,,,
closing_acceptance,ALL_A,ALL_STATUS,2023,pit,3,terminal,237,-0.083095873199472606,-0.0033760066107087149,0.0024902599014469148,0.0003774969518474,0.52727272727272723,-0.01573853971362326,0.017577105556837468,55,-0.0008857467092618002,0.00081647100885559999,0.53846153846153844,-0.018511095664328261,0.011862987557891206,39
closing_acceptance,ALL_A,ALL_STATUS,2023,absolute,5,downside,237,-0.090795425657926754,,,,,,,,,,,,,
closing_acceptance,ALL_A,ALL_STATUS,2023,pit,5,downside,237,-0.094020692163709688,-0.0013316977512032174,-0.033193889965222746,-0.032189147794991602,0,-0.049644969768322215,-0.020673521800675318,55,-0.034525587716425964,-0.033981067794670201,0,-0.04695279210926092,-0.023896182812770617,39
closing_acceptance,ALL_A,ALL_STATUS,2023,absolute,5,terminal,237,-0.076796734570249464,,,,,,,,,,,,,
closing_acceptance,ALL_A,ALL_STATUS,2023,pit,5,terminal,237,-0.081108149310031019,-0.0038934846197226061,0.0025177967664303438,0.0028746511689248999,0.58181818181818179,-0.021063504134706777,0.02526008621632948,55,-0.0013756878532922624,-0.0046361680881947002,0.41025641025641024,-0.016371094471658697,0.019743518849803684,39
closing_acceptance,ALL_A,NON_ST,2018,absolute,1,downside,203,0.14956650845205102,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2018,pit,1,downside,0,,,,,,,,0,,,,,,0
closing_acceptance,ALL_A,NON_ST,2018,absolute,1,terminal,203,-0.021447386588402551,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2018,pit,1,terminal,0,,,,,,,,0,,,,,,0
closing_acceptance,ALL_A,NON_ST,2018,absolute,3,downside,203,0.051818871361973461,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2018,pit,3,downside,0,,,,,,,,0,,,,,,0
closing_acceptance,ALL_A,NON_ST,2018,absolute,3,terminal,203,-0.008294347485395195,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2018,pit,3,terminal,0,,,,,,,,0,,,,,,0
closing_acceptance,ALL_A,NON_ST,2018,absolute,5,downside,203,-0.0029493563524684401,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2018,pit,5,downside,0,,,,,,,,0,,,,,,0
closing_acceptance,ALL_A,NON_ST,2018,absolute,5,terminal,203,-0.051609432632663939,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2018,pit,5,terminal,0,,,,,,,,0,,,,,,0
closing_acceptance,ALL_A,NON_ST,2019,absolute,1,downside,244,0.12103870785231619,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2019,pit,1,downside,0,,,,,,,,0,,,,,,0
closing_acceptance,ALL_A,NON_ST,2019,absolute,1,terminal,244,0.036391122162248699,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2019,pit,1,terminal,0,,,,,,,,0,,,,,,0
closing_acceptance,ALL_A,NON_ST,2019,absolute,3,downside,244,0.023018192256826522,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2019,pit,3,downside,0,,,,,,,,0,,,,,,0
closing_acceptance,ALL_A,NON_ST,2019,absolute,3,terminal,244,-0.014007356206028419,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2019,pit,3,terminal,0,,,,,,,,0,,,,,,0
closing_acceptance,ALL_A,NON_ST,2019,absolute,5,downside,244,-0.033667549879567972,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2019,pit,5,downside,0,,,,,,,,0,,,,,,0
closing_acceptance,ALL_A,NON_ST,2019,absolute,5,terminal,244,-0.050974666317069893,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2019,pit,5,terminal,0,,,,,,,,0,,,,,,0
closing_acceptance,ALL_A,NON_ST,2020,absolute,1,downside,243,0.071102647605379835,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2020,pit,1,downside,187,0.10992296088585805,0.0038252591008123005,-0.021434368971508373,-0.020052188306618351,0,-0.027895182846682725,-0.01082887460002532,30,-0.017609109870696072,-0.016343304548815302,0,-0.027907876300331379,-0.0076248381889857577,33
closing_acceptance,ALL_A,NON_ST,2020,absolute,1,terminal,243,-0.03169214917848797,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2020,pit,1,terminal,187,-0.015653731387107787,0.0041231856711711071,-0.00050085619317304672,0.0013050859117235501,0.59999999999999998,-0.01463377871484523,0.013209695506260721,30,0.0036223294779980605,-0.00057106323616189995,0.48484848484848486,-0.010879357920007859,0.028715970009013263,33
closing_acceptance,ALL_A,NON_ST,2020,absolute,3,downside,243,0.011512709475948422,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2020,pit,3,downside,187,0.078532916879236886,0.0044310673191861744,-0.035685769816018016,-0.030805638876768252,0,-0.065368629203382322,-0.019534840963372956,30,-0.031254702496831842,-0.027633431680480599,0,-0.052516649102805041,-0.01234445047321598,33
closing_acceptance,ALL_A,NON_ST,2020,absolute,3,terminal,243,0.04976992979973606,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2020,pit,3,terminal,187,0.044687457562422241,0.006229682472569659,0.0033545079593288573,0.00329495848946395,0.53333333333333333,-0.026681697364430858,0.03502328111977919,30,0.0095841904318985163,0.0082158223497545008,0.66666666666666663,-0.029294985828547362,0.049944316232494124,33
closing_acceptance,ALL_A,NON_ST,2020,absolute,5,downside,243,0.014019981233095988,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2020,pit,5,downside,187,0.049469828487955989,0.0005060578085644557,-0.044691978216675296,-0.041471002020114001,0,-0.072975567644323724,-0.025414568709664097,30,-0.04418592040811084,-0.030900665261761801,0,-0.089917668770747056,-0.018311177841758917,33
closing_acceptance,ALL_A,NON_ST,2020,absolute,5,terminal,243,0.016383406845403865,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2020,pit,5,terminal,187,0.0096087851750171604,0.00024345007079564027,0.0065674232326617286,0.0071366646698440995,0.59999999999999998,-0.028031331253661317,0.047695885773968966,30,0.0068108733034573689,0.0086131593474965008,0.5757575757575758,-0.043439130852004654,0.073572646036038011,33
closing_acceptance,ALL_A,NON_ST,2021,absolute,1,downside,243,0.047018931263655875,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2021,pit,1,downside,243,0.051346619370602899,0.00403580859087984,-0.023963439375008243,-0.0205741147647777,0,-0.042027140365080436,-0.01368854097152916,25,-0.019927630784128403,-0.019905478480339599,0,-0.027226674677016789,-0.014013677427514099,38
closing_acceptance,ALL_A,NON_ST,2021,absolute,1,terminal,243,-0.0075648949733713835,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2021,pit,1,terminal,243,-0.0044115808388157261,0.0025748217093547231,-0.0020674516623130478,-0.0030593099805896998,0.47999999999999998,-0.020896849790110014,0.012330802816440362,25,0.00050737004704167529,0.00079031546516254996,0.52631578947368418,-0.012346480663118,0.0089654597489350826,38
closing_acceptance,ALL_A,NON_ST,2021,absolute,3,downside,243,-0.0044094752912609159,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2021,pit,3,downside,243,-5.9796782933710778e-05,0.0018203690327636968,-0.038859443914875794,-0.036900563949282303,0,-0.059133358777294337,-0.022862553394834478,25,-0.037039074882112097,-0.0313365305491781,0,-0.056925958867318417,-0.025106150365527886,38
closing_acceptance,ALL_A,NON_ST,2021,absolute,3,terminal,243,-0.059476692086533556,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2021,pit,3,terminal,243,-0.056854195790322512,0.001051168262705559,-0.0010756172477210245,0.00025135337426900002,0.56000000000000005,-0.01912937447419356,0.019706049480508345,25,-2.4448985015465407e-05,0.00223555406033545,0.60526315789473684,-0.028560817868015068,0.023988158061850385,38
closing_acceptance,ALL_A,NON_ST,2021,absolute,5,downside,243,-0.028821952956420097,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2021,pit,5,downside,243,-0.023606348160536885,0.0028396461489477512,-0.050375640436184178,-0.048678494292778103,0,-0.071948095914484422,-0.027475480380240336,25,-0.047535994287236427,-0.0423615823337673,0,-0.077284280957759507,-0.031682626946337784,38
closing_acceptance,ALL_A,NON_ST,2021,absolute,5,terminal,243,-0.087014482063393461,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2021,pit,5,terminal,243,-0.082550922397611984,-4.2965367990935148e-05,-0.00048258987965182492,-0.0018945421165873001,0.47999999999999998,-0.034764262302391456,0.029855663846381122,25,-0.00052555524764276006,0.0039666729280599493,0.55263157894736847,-0.033554641715277958,0.029049598109561703,38
closing_acceptance,ALL_A,NON_ST,2022,absolute,1,downside,242,0.066158504123250902,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2022,pit,1,downside,242,0.06760861406445369,-0.00066012782981587567,-0.022650968934843561,-0.019815396965808647,0,-0.034313954321101098,-0.011161269962768519,60,-0.023311096764659436,-0.019938681192509099,0,-0.039252970151614774,-0.010786231399952977,43
closing_acceptance,ALL_A,NON_ST,2022,absolute,1,terminal,242,-0.02204450856982303,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2022,pit,1,terminal,242,-0.021102686830623097,-0.0030016260878213217,-0.0011133492644884828,-0.00056645677447634993,0.48333333333333334,-0.018532405592490576,0.016087961559460403,60,-0.0041149753523098045,-0.0015256492803707,0.46511627906976744,-0.02790640042280744,0.016885733049997846,43
closing_acceptance,ALL_A,NON_ST,2022,absolute,3,downside,242,0.018728306618076843,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2022,pit,3,downside,242,0.02023647964323309,0.0014566084521449932,-0.041708178746511601,-0.034793991365236351,0,-0.070034841005561066,-0.019583230342061098,60,-0.040251570294366608,-0.032925866998356798,0,-0.061590247704912858,-0.018061855639141595,43
closing_acceptance,ALL_A,NON_ST,2022,absolute,3,terminal,242,-0.033986730535207468,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2022,pit,3,terminal,242,-0.032392169166371824,1.1776957212386845e-05,-0.0021429596481308644,0.00082450767906544996,0.51666666666666672,-0.03616922408904405,0.028701355764988733,60,-0.0021311826909184775,-0.0048718453037682003,0.46511627906976744,-0.041230233772502338,0.03499746612769792,43
closing_acceptance,ALL_A,NON_ST,2022,absolute,5,downside,242,0.015497623981312497,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2022,pit,5,downside,242,0.017552761480542352,0.0028631816516221514,-0.053086326165824253,-0.047235264664499746,0,-0.091276553842322347,-0.024619177592420285,60,-0.050223144514202102,-0.046191535193534902,0,-0.081428732778011548,-0.02336746200027548,43
closing_acceptance,ALL_A,NON_ST,2022,absolute,5,terminal,242,0.0017023424036731016,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2022,pit,5,terminal,242,0.0029250368805853141,0.0021703443923612054,-0.0031200618111118733,0.0028444187857864503,0.58333333333333337,-0.05638252581140861,0.041194552602953793,60,-0.00094971741875066813,-0.0067100462761094997,0.46511627906976744,-0.041528753706644717,0.043186308104199045,43
closing_acceptance,ALL_A,NON_ST,2023,absolute,1,downside,237,-0.068611105477023232,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2023,pit,1,downside,237,-0.071185804309172082,-0.0008392124829603078,-0.01473902972189213,-0.0148257299313495,0.018867924528301886,-0.020807645311758258,-0.0095851240824623568,53,-0.015578242204852438,-0.015109242391742651,0,-0.023186939631443648,-0.0097636254971061199,40
closing_acceptance,ALL_A,NON_ST,2023,absolute,1,terminal,237,-0.11354188498785316,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2023,pit,1,terminal,237,-0.11755118561953976,-0.0033776857122640299,0.0024924726396015925,0.0023980440223613998,0.58490566037735847,-0.0075460950803516603,0.012047291394521129,53,-0.00088521307266243752,0.00054482010879805,0.52500000000000002,-0.01212005312941678,0.0087950666545353919,40
closing_acceptance,ALL_A,NON_ST,2023,absolute,3,downside,237,-0.091838900945861154,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2023,pit,3,downside,237,-0.095370245379574517,-0.0016909144111320953,-0.025606508395386595,-0.024783187366968999,0,-0.035578700300915964,-0.014972799166328935,53,-0.02729742280651869,-0.027095237229557902,0,-0.03777575480102241,-0.018712698050706661,40
closing_acceptance,ALL_A,NON_ST,2023,absolute,3,terminal,237,-0.080993043019702754,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2023,pit,3,terminal,237,-0.085202647689360228,-0.0048435579519542889,0.0029998432186479941,0.0019195604506975,0.52830188679245282,-0.014900012455128999,0.018514697312178956,53,-0.0018437147333062946,0.00066934019947689999,0.52500000000000002,-0.019508092006366169,0.010930749361156684,40
closing_acceptance,ALL_A,NON_ST,2023,absolute,5,downside,237,-0.095598419749089655,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2023,pit,5,downside,237,-0.098549704290239099,-0.0022097684179670091,-0.03294316483905449,-0.032076509549149,0,-0.046038574008195998,-0.020544134374462297,53,-0.035152933257021499,-0.034743362523671606,0,-0.04749421783975246,-0.024075507934583289,40
closing_acceptance,ALL_A,NON_ST,2023,absolute,5,terminal,237,-0.075863312351971857,,,,,,,,,,,,,
closing_acceptance,ALL_A,NON_ST,2023,pit,5,terminal,237,-0.079628903871770476,-0.0041131185578712195,0.0028697356828731617,0.0028800844593919002,0.58490566037735847,-0.021239109804676259,0.025720220914732764,53,-0.0012433828749980579,-0.0045994695336133498,0.42499999999999999,-0.016574662539125082,0.019547561500119534,40
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2018,absolute,1,downside,203,0.12420057275654509,,,,,,,,,,,,,
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2018,pit,1,downside,0,,,,,,,,0,,,,,,0
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2018,absolute,1,terminal,203,0.0073254529486940605,,,,,,,,,,,,,
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2018,pit,1,terminal,0,,,,,,,,0,,,,,,0
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2018,absolute,3,downside,203,0.090352274398037627,,,,,,,,,,,,,
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2018,pit,3,downside,0,,,,,,,,0,,,,,,0
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2018,absolute,3,terminal,203,0.03511798614926228,,,,,,,,,,,,,
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2018,pit,3,terminal,0,,,,,,,,0,,,,,,0
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2018,absolute,5,downside,203,0.031834731336671925,,,,,,,,,,,,,
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2018,pit,5,downside,0,,,,,,,,0,,,,,,0
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2018,absolute,5,terminal,203,-0.020429778689659894,,,,,,,,,,,,,
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2018,pit,5,terminal,0,,,,,,,,0,,,,,,0
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2019,absolute,1,downside,244,0.12591427502144725,,,,,,,,,,,,,
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2019,pit,1,downside,0,,,,,,,,0,,,,,,0
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2019,absolute,1,terminal,244,0.051445574728291511,,,,,,,,,,,,,
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2019,pit,1,terminal,0,,,,,,,,0,,,,,,0
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2019,absolute,3,downside,244,-0.0039350792475145585,,,,,,,,,,,,,
closing_acceptance,CHINEXT_BOARD,ALL_STATUS,2019,pit,3,downside,0,,,,,,,,0,,,,,,0
