role,challenge,scope,n,spearman,sign_agreement,within_one,exact_agreement
reacquisition_bars,L40_CONTINUOUS,VIEW_SH_A,99,0.96642980304062354,1,0.95959595959595956,0.93939393939393945
reacquisition_bars,L40_CONTINUOUS,VIEW_SZ_A,76,0.90811835433048882,1,0.94736842105263153,0.93421052631578949
rejection_depth,L10_CONTINUOUS,BLOCK_A,432,0.95190479911586423,0.97685185185185186,1,0.87962962962962965
rejection_depth,L10_CONTINUOUS,BLOCK_B,467,0.9286347798449619,0.9593147751605996,1,0.82441113490364026
rejection_depth,L10_CONTINUOUS,GLOBAL,899,0.93975698130562324,0.967741935483871,1,0.85094549499443828
rejection_depth,L10_CONTINUOUS,VIEW_ALL_A,232,0.96716440286071748,0.98706896551724133,1,0.875
rejection_depth,L10_CONTINUOUS,VIEW_CHINEXT_BOARD,242,0.9081794092481883,0.93801652892561982,1,0.82644628099173556
rejection_depth,L10_CONTINUOUS,VIEW_SH_A,221,0.9538606068017832,0.98642533936651589,1,0.86877828054298645
rejection_depth,L10_CONTINUOUS,VIEW_SZ_A,204,0.93842717911386597,0.96078431372549022,1,0.83333333333333337
rejection_depth,L20_AUCTION,BLOCK_A,432,0.99776897115023244,1,1,0.96527777777777779
rejection_depth,L20_AUCTION,BLOCK_B,467,0.99617426477280802,0.99571734475374729,1,0.95289079229122053
rejection_depth,L20_AUCTION,GLOBAL,899,0.99715509999220175,0.99777530589543939,1,0.95884315906562845
rejection_depth,L20_AUCTION,VIEW_ALL_A,232,0.98982584678899599,0.99137931034482762,1,0.93965517241379315
rejection_depth,L20_AUCTION,VIEW_CHINEXT_BOARD,242,0.99988569207731803,1,1,0.97107438016528924
rejection_depth,L20_AUCTION,VIEW_SH_A,221,0.99907167554226362,1,1,0.95927601809954754
rejection_depth,L20_AUCTION,VIEW_SZ_A,204,0.99959714752175066,1,1,0.96568627450980393
rejection_depth,L40_CONTINUOUS,BLOCK_A,249,0.95683088631661839,0.97590361445783136,1,0.88353413654618473
rejection_depth,L40_CONTINUOUS,BLOCK_B,295,0.91666448530855327,0.96271186440677969,1,0.87457627118644066
rejection_depth,L40_CONTINUOUS,GLOBAL,544,0.93660399180260101,0.96875,1,0.87867647058823528
rejection_depth,L40_CONTINUOUS,VIEW_ALL_A,144,0.99105377381239457,0.98611111111111116,1,0.92361111111111116
rejection_depth,L40_CONTINUOUS,VIEW_CHINEXT_BOARD,145,0.85075578649031647,0.95862068965517244,1,0.8413793103448276
rejection_depth,L40_CONTINUOUS,VIEW_SH_A,144,0.93654448999276585,0.97222222222222221,1,0.88888888888888884
rejection_depth,L40_CONTINUOUS,VIEW_SZ_A,111,0.96937521937521942,0.95495495495495497,1,0.85585585585585588
