selection_hash,stratum,symbol,trade_date,market_view,denominator,field,expected_value,observed_value,exact_match
0000157d3c797afb8e44870d7ddc4e31420fe8110530bb7529aac6518940a146,2,300371.SZ,2023-02-02,SZ_A,ALL_STATUS,own_depth,0.0046985121378229078,0.0046985121378229078,True
0000157d3c797afb8e44870d7ddc4e31420fe8110530bb7529aac6518940a146,2,300371.SZ,2023-02-02,SZ_A,ALL_STATUS,resistance_high20,0.93231054613641651,0.93231054613641651,True
0000157d3c797afb8e44870d7ddc4e31420fe8110530bb7529aac6518940a146,2,300371.SZ,2023-02-02,SZ_A,ALL_STATUS,stratum,2,2,True
0000157d3c797afb8e44870d7ddc4e31420fe8110530bb7529aac6518940a146,2,300371.SZ,2023-02-02,SZ_A,ALL_STATUS,terminal_log_return_h1,0.00078462146041792578,0.00078462146041792578,True
0000157d3c797afb8e44870d7ddc4e31420fe8110530bb7529aac6518940a146,2,300371.SZ,2023-02-02,SZ_A,ALL_STATUS,terminal_log_return_h3,0.03091436291244758,0.03091436291244758,True
0000157d3c797afb8e44870d7ddc4e31420fe8110530bb7529aac6518940a146,2,300371.SZ,2023-02-02,SZ_A,ALL_STATUS,terminal_log_return_h5,0.047518517964482788,0.047518517964482788,True
0000ab13f215e191c9bf8915df2a9849b2b7278e9a285a7e00558b8b02e05173,2,300304.SZ,2023-05-31,ALL_A,ALL_STATUS,adverse_log_excursion_h1,-0.019724505347778701,-0.019724505347778701,True
0000ab13f215e191c9bf8915df2a9849b2b7278e9a285a7e00558b8b02e05173,2,300304.SZ,2023-05-31,ALL_A,ALL_STATUS,adverse_log_excursion_h3,-0.019724505347778701,-0.019724505347778701,True
0000ab13f215e191c9bf8915df2a9849b2b7278e9a285a7e00558b8b02e05173,2,300304.SZ,2023-05-31,ALL_A,ALL_STATUS,adverse_log_excursion_h5,-0.031748698314580416,-0.031748698314580416,True
0000ab13f215e191c9bf8915df2a9849b2b7278e9a285a7e00558b8b02e05173,2,300304.SZ,2023-05-31,ALL_A,ALL_STATUS,coordinate_high,0.73210981447208023,0.73210981447208023,True
0000ab13f215e191c9bf8915df2a9849b2b7278e9a285a7e00558b8b02e05173,2,300304.SZ,2023-05-31,ALL_A,ALL_STATUS,own_depth,0.0078277886497066795,0.0078277886497066795,True
0000ab13f215e191c9bf8915df2a9849b2b7278e9a285a7e00558b8b02e05173,2,300304.SZ,2023-05-31,ALL_A,ALL_STATUS,resistance_high20,0.72642352465093774,0.72642352465093774,True
0000ab13f215e191c9bf8915df2a9849b2b7278e9a285a7e00558b8b02e05173,2,300304.SZ,2023-05-31,ALL_A,ALL_STATUS,stratum,2,2,True
0000ab13f215e191c9bf8915df2a9849b2b7278e9a285a7e00558b8b02e05173,2,300304.SZ,2023-05-31,ALL_A,ALL_STATUS,terminal_log_return_h1,-0.015748356968139168,-0.015748356968139168,True
0000ab13f215e191c9bf8915df2a9849b2b7278e9a285a7e00558b8b02e05173,2,300304.SZ,2023-05-31,ALL_A,ALL_STATUS,terminal_log_return_h3,0.0038986404156571017,0.0038986404156571017,True
0000ab13f215e191c9bf8915df2a9849b2b7278e9a285a7e00558b8b02e05173,2,300304.SZ,2023-05-31,ALL_A,ALL_STATUS,terminal_log_return_h5,-0.025718529287989234,-0.025718529287989234,True
0000b9fff3bb19ce3da63f7810a0942a5588efb82680075f62d1e025e31d1c8e,2,601186.SH,2022-02-10,ALL_A,ALL_STATUS,adverse_log_excursion_h1,-0.01737160071076058,-0.01737160071076058,True
0000b9fff3bb19ce3da63f7810a0942a5588efb82680075f62d1e025e31d1c8e,2,601186.SH,2022-02-10,ALL_A,ALL_STATUS,adverse_log_excursion_h3,-0.041013363767801285,-0.041013363767801285,True
0000b9fff3bb19ce3da63f7810a0942a5588efb82680075f62d1e025e31d1c8e,2,601186.SH,2022-02-10,ALL_A,ALL_STATUS,adverse_log_excursion_h5,-0.041013363767801285,-0.041013363767801285,True
0000b9fff3bb19ce3da63f7810a0942a5588efb82680075f62d1e025e31d1c8e,2,601186.SH,2022-02-10,ALL_A,ALL_STATUS,coordinate_high,0.85223570086038702,0.85223570086038702,True
0000b9fff3bb19ce3da63f7810a0942a5588efb82680075f62d1e025e31d1c8e,2,601186.SH,2022-02-10,ALL_A,ALL_STATUS,own_depth,0.0056947608200454969,0.0056947608200454969,True
0000b9fff3bb19ce3da63f7810a0942a5588efb82680075f62d1e025e31d1c8e,2,601186.SH,2022-02-10,ALL_A,ALL_STATUS,resistance_high20,0.84740990413977324,0.84740990413977324,True
0000b9fff3bb19ce3da63f7810a0942a5588efb82680075f62d1e025e31d1c8e,2,601186.SH,2022-02-10,ALL_A,ALL_STATUS,stratum,2,2,True
0000b9fff3bb19ce3da63f7810a0942a5588efb82680075f62d1e025e31d1c8e,2,601186.SH,2022-02-10,ALL_A,ALL_STATUS,terminal_log_return_h1,-0.013873054868247491,-0.013873054868247491,True
0000b9fff3bb19ce3da63f7810a0942a5588efb82680075f62d1e025e31d1c8e,2,601186.SH,2022-02-10,ALL_A,ALL_STATUS,terminal_log_return_h3,-0.027941282200448309,-0.027941282200448309,True
0000b9fff3bb19ce3da63f7810a0942a5588efb82680075f62d1e025e31d1c8e,2,601186.SH,2022-02-10,ALL_A,ALL_STATUS,terminal_log_return_h5,-0.02558279054115566,-0.02558279054115566,True
0000e8f5587934d6cf6f8cca902fe76e6baae4b31b2ec74509e4866e7d849eff,2,688200.SH,2022-05-20,SH_A,ALL_STATUS,adverse_log_excursion_h1,-0.012461056638251986,-0.012461056638251986,True
0000e8f5587934d6cf6f8cca902fe76e6baae4b31b2ec74509e4866e7d849eff,2,688200.SH,2022-05-20,SH_A,ALL_STATUS,adverse_log_excursion_h3,-0.059333849515616127,-0.059333849515616127,True
0000e8f5587934d6cf6f8cca902fe76e6baae4b31b2ec74509e4866e7d849eff,2,688200.SH,2022-05-20,SH_A,ALL_STATUS,adverse_log_excursion_h5,-0.083634949945920051,-0.083634949945920051,True
0000e8f5587934d6cf6f8cca902fe76e6baae4b31b2ec74509e4866e7d849eff,2,688200.SH,2022-05-20,SH_A,ALL_STATUS,coordinate_high,1.172809921480602,1.172809921480602,True
0000e8f5587934d6cf6f8cca902fe76e6baae4b31b2ec74509e4866e7d849eff,2,688200.SH,2022-05-20,SH_A,ALL_STATUS,own_depth,0.0063950673902519739,0.0063950673902519739,True
0000e8f5587934d6cf6f8cca902fe76e6baae4b31b2ec74509e4866e7d849eff,2,688200.SH,2022-05-20,SH_A,ALL_STATUS,resistance_high20,1.1653573824858772,1.1653573824858772,True
0000e8f5587934d6cf6f8cca902fe76e6baae4b31b2ec74509e4866e7d849eff,2,688200.SH,2022-05-20,SH_A,ALL_STATUS,stratum,2,2,True
0000e8f5587934d6cf6f8cca902fe76e6baae4b31b2ec74509e4866e7d849eff,2,688200.SH,2022-05-20,SH_A,ALL_STATUS,terminal_log_return_h1,0.0084292085537687276,0.0084292085537687276,True
0000e8f5587934d6cf6f8cca902fe76e6baae4b31b2ec74509e4866e7d849eff,2,688200.SH,2022-05-20,SH_A,ALL_STATUS,terminal_log_return_h3,-0.040303962421153597,-0.040303962421153597,True
0000e8f5587934d6cf6f8cca902fe76e6baae4b31b2ec74509e4866e7d849eff,2,688200.SH,2022-05-20,SH_A,ALL_STATUS,terminal_log_return_h5,-0.064085772422783391,-0.064085772422783391,True
00011a4f5b22fb3d381469876f530c65a928dd6a5667b732ffb9e4ecd33bcf3c,2,600328.SH,2020-01-10,SH_A,NON_ST,adverse_log_excursion_h1,-0.0168071183163814,-0.0168071183163814,True
00011a4f5b22fb3d381469876f530c65a928dd6a5667b732ffb9e4ecd33bcf3c,2,600328.SH,2020-01-10,SH_A,NON_ST,adverse_log_excursion_h3,-0.021661496781179304,-0.021661496781179304,True
00011a4f5b22fb3d381469876f530c65a928dd6a5667b732ffb9e4ecd33bcf3c,2,600328.SH,2020-01-10,SH_A,NON_ST,adverse_log_excursion_h5,-0.028987536873252298,-0.028987536873252298,True
00011a4f5b22fb3d381469876f530c65a928dd6a5667b732ffb9e4ecd33bcf3c,2,600328.SH,2020-01-10,SH_A,NON_ST,coordinate_high,0.69754498786977315,0.69754498786977315,True
00011a4f5b22fb3d381469876f530c65a928dd6a5667b732ffb9e4ecd33bcf3c,2,600328.SH,2020-01-10,SH_A,NON_ST,own_depth,0.0059523809523809312,0.0059523809523809312,True
00011a4f5b22fb3d381469876f530c65a928dd6a5667b732ffb9e4ecd33bcf3c,2,600328.SH,2020-01-10,SH_A,NON_ST,resistance_high20,0.69341750273444913,0.69341750273444913,True
00011a4f5b22fb3d381469876f530c65a928dd6a5667b732ffb9e4ecd33bcf3c,2,600328.SH,2020-01-10,SH_A,NON_ST,stratum,2,2,True
00011a4f5b22fb3d381469876f530c65a928dd6a5667b732ffb9e4ecd33bcf3c,2,600328.SH,2020-01-10,SH_A,NON_ST,terminal_log_return_h1,-0.003577821347884078,-0.003577821347884078,True
00011a4f5b22fb3d381469876f530c65a928dd6a5667b732ffb9e4ecd33bcf3c,2,600328.SH,2020-01-10,SH_A,NON_ST,terminal_log_return_h3,-0.015597196813667929,-0.015597196813667929,True
00011a4f5b22fb3d381469876f530c65a928dd6a5667b732ffb9e4ecd33bcf3c,2,600328.SH,2020-01-10,SH_A,NON_ST,terminal_log_return_h5,-0.027762796977356546,-0.027762796977356546,True
00001b94298887ab4d16aa360f8cdc2ed03bc8e1b682d9432c6ccbd43311953c,3,002225.SZ,2019-12-17,ALL_A,NON_ST,adverse_log_excursion_h1,-0.0047732787526577709,-0.0047732787526577709,True
00001b94298887ab4d16aa360f8cdc2ed03bc8e1b682d9432c6ccbd43311953c,3,002225.SZ,2019-12-17,ALL_A,NON_ST,adverse_log_excursion_h3,-0.0047732787526579938,-0.0047732787526579938,True
00001b94298887ab4d16aa360f8cdc2ed03bc8e1b682d9432c6ccbd43311953c,3,002225.SZ,2019-12-17,ALL_A,NON_ST,adverse_log_excursion_h5,-0.019231361927887759,-0.019231361927887759,True
00001b94298887ab4d16aa360f8cdc2ed03bc8e1b682d9432c6ccbd43311953c,3,002225.SZ,2019-12-17,ALL_A,NON_ST,coordinate_high,0.82571255695045953,0.82571255695045953,True
00001b94298887ab4d16aa360f8cdc2ed03bc8e1b682d9432c6ccbd43311953c,3,002225.SZ,2019-12-17,ALL_A,NON_ST,own_depth,0.011933174224343146,0.011933174224343146,True
00001b94298887ab4d16aa360f8cdc2ed03bc8e1b682d9432c6ccbd43311953c,3,002225.SZ,2019-12-17,ALL_A,NON_ST,resistance_high20,0.81597538057132712,0.81597538057132712,True
00001b94298887ab4d16aa360f8cdc2ed03bc8e1b682d9432c6ccbd43311953c,3,002225.SZ,2019-12-17,ALL_A,NON_ST,stratum,3,3,True
00001b94298887ab4d16aa360f8cdc2ed03bc8e1b682d9432c6ccbd43311953c,3,002225.SZ,2019-12-17,ALL_A,NON_ST,terminal_log_return_h1,-0.0023837913552762504,-0.0023837913552762504,True
00001b94298887ab4d16aa360f8cdc2ed03bc8e1b682d9432c6ccbd43311953c,3,002225.SZ,2019-12-17,ALL_A,NON_ST,terminal_log_return_h3,0.0071174677688639549,0.0071174677688639549,True
00001b94298887ab4d16aa360f8cdc2ed03bc8e1b682d9432c6ccbd43311953c,3,002225.SZ,2019-12-17,ALL_A,NON_ST,terminal_log_return_h5,0.0047506027585975776,0.0047506027585975776,True
00002f4ab745665575b619675b56c71540d5c3dfd25898b651be22e6a73296d6,3,000799.SZ,2020-10-29,SZ_A,ALL_STATUS,adverse_log_excursion_h1,-0.043388395464011915,-0.043388395464011915,True
00002f4ab745665575b619675b56c71540d5c3dfd25898b651be22e6a73296d6,3,000799.SZ,2020-10-29,SZ_A,ALL_STATUS,adverse_log_excursion_h3,-0.043388395464011915,-0.043388395464011915,True
00002f4ab745665575b619675b56c71540d5c3dfd25898b651be22e6a73296d6,3,000799.SZ,2020-10-29,SZ_A,ALL_STATUS,adverse_log_excursion_h5,-0.045613090486122908,-0.045613090486122908,True
00002f4ab745665575b619675b56c71540d5c3dfd25898b651be22e6a73296d6,3,000799.SZ,2020-10-29,SZ_A,ALL_STATUS,coordinate_high,3.9860653412240183,3.9860653412240183,True
00002f4ab745665575b619675b56c71540d5c3dfd25898b651be22e6a73296d6,3,000799.SZ,2020-10-29,SZ_A,ALL_STATUS,own_depth,0.017882486517172724,0.017882486517172724,True
00002f4ab745665575b619675b56c71540d5c3dfd25898b651be22e6a73296d6,3,000799.SZ,2020-10-29,SZ_A,ALL_STATUS,resistance_high20,3.916036864788683,3.916036864788683,True
00002f4ab745665575b619675b56c71540d5c3dfd25898b651be22e6a73296d6,3,000799.SZ,2020-10-29,SZ_A,ALL_STATUS,stratum,3,3,True
00002f4ab745665575b619675b56c71540d5c3dfd25898b651be22e6a73296d6,3,000799.SZ,2020-10-29,SZ_A,ALL_STATUS,terminal_log_return_h1,-0.032038903878890385,-0.032038903878890385,True
00002f4ab745665575b619675b56c71540d5c3dfd25898b651be22e6a73296d6,3,000799.SZ,2020-10-29,SZ_A,ALL_STATUS,terminal_log_return_h3,-0.033838184652192564,-0.033838184652192564,True
00002f4ab745665575b619675b56c71540d5c3dfd25898b651be22e6a73296d6,3,000799.SZ,2020-10-29,SZ_A,ALL_STATUS,terminal_log_return_h5,0.061972120193814637,0.061972120193814637,True
00005de277087a12c1f1b2ce3e48be9834fac70056444ccd82eb5b4c3f60bdd1,3,002591.SZ,2023-02-13,SZ_A,ALL_STATUS,adverse_log_excursion_h1,-0.013622501681296247,-0.013622501681296247,True
00005de277087a12c1f1b2ce3e48be9834fac70056444ccd82eb5b4c3f60bdd1,3,002591.SZ,2023-02-13,SZ_A,ALL_STATUS,adverse_log_excursion_h3,-0.046578589364592013,-0.046578589364592013,True
00005de277087a12c1f1b2ce3e48be9834fac70056444ccd82eb5b4c3f60bdd1,3,002591.SZ,2023-02-13,SZ_A,ALL_STATUS,adverse_log_excursion_h5,-0.071367856110362005,-0.071367856110362005,True
00005de277087a12c1f1b2ce3e48be9834fac70056444ccd82eb5b4c3f60bdd1,3,002591.SZ,2023-02-13,SZ_A,ALL_STATUS,coordinate_high,0.87925707829343613,0.87925707829343613,True
00005de277087a12c1f1b2ce3e48be9834fac70056444ccd82eb5b4c3f60bdd1,3,002591.SZ,2023-02-13,SZ_A,ALL_STATUS,own_depth,0.014354066985645897,0.014354066985645897,True
00005de277087a12c1f1b2ce3e48be9834fac70056444ccd82eb5b4c3f60bdd1,3,002591.SZ,2023-02-13,SZ_A,ALL_STATUS,resistance_high20,0.86681476114777434,0.86681476114777434,True
00005de277087a12c1f1b2ce3e48be9834fac70056444ccd82eb5b4c3f60bdd1,3,002591.SZ,2023-02-13,SZ_A,ALL_STATUS,stratum,3,3,True
00005de277087a12c1f1b2ce3e48be9834fac70056444ccd82eb5b4c3f60bdd1,3,002591.SZ,2023-02-13,SZ_A,ALL_STATUS,terminal_log_return_h1,0.043328076763536574,0.043328076763536574,True
00005de277087a12c1f1b2ce3e48be9834fac70056444ccd82eb5b4c3f60bdd1,3,002591.SZ,2023-02-13,SZ_A,ALL_STATUS,terminal_log_return_h3,-0.029964788701936508,-0.029964788701936508,True
00005de277087a12c1f1b2ce3e48be9834fac70056444ccd82eb5b4c3f60bdd1,3,002591.SZ,2023-02-13,SZ_A,ALL_STATUS,terminal_log_return_h5,-0.046578589364592013,-0.046578589364592013,True
00006015b98d25694137a0e757ce7816369aa6678eca710852c6b1dca2382adc,3,002765.SZ,2023-06-16,ALL_A,ALL_STATUS,adverse_log_excursion_h1,-0.0098661829210539443,-0.0098661829210539443,True
00006015b98d25694137a0e757ce7816369aa6678eca710852c6b1dca2382adc,3,002765.SZ,2023-06-16,ALL_A,ALL_STATUS,adverse_log_excursion_h3,-0.018401085370891291,-0.018401085370891291,True
00006015b98d25694137a0e757ce7816369aa6678eca710852c6b1dca2382adc,3,002765.SZ,2023-06-16,ALL_A,ALL_STATUS,adverse_log_excursion_h5,-0.018401085370891291,-0.018401085370891291,True
00006015b98d25694137a0e757ce7816369aa6678eca710852c6b1dca2382adc,3,002765.SZ,2023-06-16,ALL_A,ALL_STATUS,coordinate_high,0.83090688642344246,0.83090688642344246,True
00006015b98d25694137a0e757ce7816369aa6678eca710852c6b1dca2382adc,3,002765.SZ,2023-06-16,ALL_A,ALL_STATUS,own_depth,0.011414332221373558,0.011414332221373558,True
00006015b98d25694137a0e757ce7816369aa6678eca710852c6b1dca2382adc,3,002765.SZ,2023-06-16,ALL_A,ALL_STATUS,resistance_high20,0.8215296737970067,0.8215296737970067,True
00006015b98d25694137a0e757ce7816369aa6678eca710852c6b1dca2382adc,3,002765.SZ,2023-06-16,ALL_A,ALL_STATUS,stratum,3,3,True
