family,trade_date,decision_at,available_at,symbol,industry,signal_score,signal_rank,candidate_count,avg_amount20,industry_rank,liquidity_rank,natural_horizon,entry_status,natural_status,natural_net_return
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,000636.SZ,元件,1,2,1087,1705675333,,,20,EXECUTABLE,COMPLETE,-0.3078363699
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,000738.SZ,航空装备Ⅱ,1,3,1087,257520177.7,,,20,EXECUTABLE,COMPLETE,-0.1419504034
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,000768.SZ,航空装备Ⅱ,1,4,1087,299433666.5,,,20,EXECUTABLE,COMPLETE,-0.1466983486
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,000823.SZ,元件,1,5,1087,133044225.7,,,20,EXECUTABLE,COMPLETE,-0.08865269461
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,000928.SZ,专业工程,1,6,1087,130981667.1,,,20,EXECUTABLE,COMPLETE,-0.05040099013
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,002023.SZ,航空装备Ⅱ,1,7,1087,666046216.9,,,20,EXECUTABLE,COMPLETE,-0.1291964094
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,002095.SZ,数字媒体,1,8,1087,71881602.52,,,20,EXECUTABLE,COMPLETE,-0.08176817387
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,002134.SZ,元件,1,9,1087,76599241.85,,,20,EXECUTABLE,COMPLETE,-0.1243151281
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,002138.SZ,元件,1,10,1087,118342476.4,,,20,EXECUTABLE,COMPLETE,-0.06317127019
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,002384.SZ,元件,1,11,1087,175923361.5,,,20,EXECUTABLE,COMPLETE,-0.1693753223
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,002389.SZ,航空装备Ⅱ,1,12,1087,65953546.13,,,20,EXECUTABLE,COMPLETE,-0.09967837251
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,002463.SZ,元件,1,13,1087,63115916.81,,,20,EXECUTABLE,COMPLETE,0.1627503921
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,002584.SZ,电子化学品Ⅱ,1,14,1087,406417551.7,,,20,EXECUTABLE,COMPLETE,-0.2109896267
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,002636.SZ,元件,1,15,1087,97340486.91,,,20,EXECUTABLE,COMPLETE,-0.1393244791
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,002815.SZ,元件,1,16,1087,91892810.63,,,20,EXECUTABLE,COMPLETE,-0.01837879796
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,002913.SZ,元件,1,17,1087,213956576.5,,,20,EXECUTABLE,COMPLETE,-0.07923856767
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,002916.SZ,元件,1,18,1087,346465636.3,,,20,EXECUTABLE,COMPLETE,0.02386733779
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,300384.SZ,专业工程,1,19,1087,447708214.3,,,20,EXECUTABLE,COMPLETE,-0.2034252425
industry_diffusion_20,2018-07-23,2018-07-23 15:00:00,2018-07-23 15:00:00,300408.SZ,元件,1,20,1087,302585539.2,,,20,EXECUTABLE,COMPLETE,-0.14029558
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000001.SZ,银行Ⅱ,1,1,1175,849555975,,,20,EXECUTABLE,COMPLETE,0.1086833803
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000157.SZ,工程机械,1,2,1175,79820298.06,,,20,EXECUTABLE,COMPLETE,0.0008807325397
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000301.SZ,炼化及贸易,1,3,1175,64020061.24,,,20,EXECUTABLE,COMPLETE,0.04499198325
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000425.SZ,工程机械,1,4,1175,291160655,,,20,EXECUTABLE,COMPLETE,-0.003992015968
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000528.SZ,工程机械,1,5,1175,435496400.6,,,20,EXECUTABLE,COMPLETE,0.06639724085
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000680.SZ,工程机械,1,6,1175,63596842.43,,,20,EXECUTABLE,COMPLETE,-0.02953068223
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000709.SZ,普钢,1,7,1175,133265825.3,,,20,EXECUTABLE,COMPLETE,-0.03786983855
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000717.SZ,普钢,1,8,1175,399153014.2,,,20,EXECUTABLE,COMPLETE,0.05097820128
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000729.SZ,非白酒,1,9,1175,85232304.38,,,20,EXECUTABLE,COMPLETE,-0.1386248193
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000752.SZ,非白酒,1,10,1175,95474137.1,,,20,EXECUTABLE,COMPLETE,-0.1472283972
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000778.SZ,普钢,1,11,1175,104468804.5,,,20,EXECUTABLE,COMPLETE,0.01671501073
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000869.SZ,非白酒,1,12,1175,77782684.62,,,20,EXECUTABLE,COMPLETE,-0.1130920407
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000898.SZ,普钢,1,13,1175,147739638.3,,,20,EXECUTABLE,COMPLETE,-0.0778261933
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000932.SZ,普钢,1,14,1175,799856721.7,,,20,EXECUTABLE,COMPLETE,0.001984031936
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,000959.SZ,普钢,1,15,1175,80563351.59,,,20,EXECUTABLE,COMPLETE,-0.03127990594
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,002097.SZ,工程机械,1,16,1175,62423628.85,,,20,EXECUTABLE,COMPLETE,0.01186339333
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,002110.SZ,普钢,1,17,1175,669464822.4,,,20,EXECUTABLE,COMPLETE,-0.03751151543
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,002142.SZ,银行Ⅱ,1,18,1175,258648126.2,,,20,EXECUTABLE,COMPLETE,-0.01505230334
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,002247.SZ,装修建材,1,19,1175,84056688.43,,,20,EXECUTABLE,COMPLETE,0.004239454974
industry_diffusion_20,2018-07-30,2018-07-30 15:00:00,2018-07-30 15:00:00,002596.SZ,水泥,1,20,1175,286096549.5,,,20,EXECUTABLE,COMPLETE,-0.1165580041
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,000709.SZ,普钢,1,1,1206,144396875.6,,,20,EXECUTABLE,COMPLETE,0.03854213282
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,000717.SZ,普钢,0.9333333333,2,1206,501141493.6,,,20,EXECUTABLE,COMPLETE,-0.04631904849
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,000778.SZ,普钢,0.9333333333,3,1206,137618293.5,,,20,EXECUTABLE,COMPLETE,0.08635384099
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,000898.SZ,普钢,0.9333333333,4,1206,180370825.8,,,20,EXECUTABLE,COMPLETE,-0.05394852927
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,000932.SZ,普钢,0.9333333333,5,1206,871186754,,,20,EXECUTABLE,COMPLETE,-0.02607878225
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,000959.SZ,普钢,0.9333333333,6,1206,82709617.15,,,20,EXECUTABLE,COMPLETE,0.01497956468
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,002110.SZ,普钢,0.9333333333,7,1206,786043941.7,,,20,EXECUTABLE,COMPLETE,-0.03754818082
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,600010.SH,普钢,0.9333333333,8,1206,321411405,,,20,EXECUTABLE,COMPLETE,-0.04784142407
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,600019.SH,普钢,0.9333333333,9,1206,584652832.5,,,20,EXECUTABLE,COMPLETE,-0.07159983064
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,600282.SH,普钢,0.9333333333,10,1206,398918265.8,,,20,EXECUTABLE,COMPLETE,-0.09453819633
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,600307.SH,普钢,0.9333333333,11,1206,83733145.2,,,20,EXECUTABLE,COMPLETE,-0.008646258884
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,600569.SH,普钢,0.9333333333,12,1206,389934753.1,,,20,EXECUTABLE,COMPLETE,-0.1211694259
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,600782.SH,普钢,0.9333333333,13,1206,387234327.1,,,20,EXECUTABLE,COMPLETE,-0.1321092255
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,600808.SH,普钢,0.9333333333,14,1206,318645244.9,,,20,EXECUTABLE,COMPLETE,0.01467214824
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,601003.SH,普钢,0.9333333333,15,1206,417816498.4,,,20,EXECUTABLE,COMPLETE,-0.1228398536
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,601005.SH,普钢,0.9333333333,16,1206,51918009.9,,,20,EXECUTABLE,COMPLETE,-0.01849698661
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,002596.SZ,水泥,0.875,17,1206,267857719,,,20,EXECUTABLE,COMPLETE,-0.1373575909
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,300055.SZ,炼化及贸易,0.875,18,1206,96555474.69,,,20,EXECUTABLE,COMPLETE,-0.05160605618
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,601857.SH,炼化及贸易,0.875,19,1206,228320730.8,,,20,EXECUTABLE,COMPLETE,0.05206602502
industry_diffusion_20,2018-08-06,2018-08-06 15:00:00,2018-08-06 15:00:00,603616.SH,水泥,0.875,20,1206,80747535.15,,,20,EXECUTABLE,COMPLETE,0.0178982694
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,000157.SZ,工程机械,1,1,1173,97608720.69,,,20,EXECUTABLE,COMPLETE,-0.07077451811
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,000425.SZ,工程机械,1,2,1173,316495993.7,,,20,EXECUTABLE,COMPLETE,-0.1144091907
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,000498.SZ,基础建设,1,3,1173,120409382.2,,,20,EXECUTABLE,COMPLETE,-0.1190769721
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,000528.SZ,工程机械,1,4,1173,579706030.3,,,20,EXECUTABLE,COMPLETE,-0.1467320137
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,000680.SZ,工程机械,1,5,1173,107439524.4,,,20,EXECUTABLE,COMPLETE,-0.1434820776
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,000709.SZ,普钢,1,6,1173,151023386.9,,,20,EXECUTABLE,COMPLETE,0.009746025191
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,000717.SZ,普钢,1,7,1173,591615261,,,20,EXECUTABLE,COMPLETE,-0.1670604609
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,000778.SZ,普钢,1,8,1173,146753828.5,,,20,EXECUTABLE,COMPLETE,0.03448039543
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,000898.SZ,普钢,1,9,1173,193988268.7,,,20,EXECUTABLE,COMPLETE,-0.07469628644
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,000932.SZ,普钢,1,10,1173,878079180.7,,,20,EXECUTABLE,COMPLETE,-0.1517565807
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,000959.SZ,普钢,1,11,1173,81285513,,,20,EXECUTABLE,COMPLETE,-0.02699450983
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,002061.SZ,基础建设,1,12,1173,106292484.9,,,20,EXECUTABLE,COMPLETE,-0.2162409498
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,002097.SZ,工程机械,1,13,1173,61541535.38,,,20,EXECUTABLE,COMPLETE,-0.07564726662
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,002110.SZ,普钢,1,14,1173,748934554.8,,,20,EXECUTABLE,COMPLETE,-0.124662214
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,002307.SZ,基础建设,1,15,1173,395778534.3,,,20,EXECUTABLE,COMPLETE,-0.04926510615
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,002554.SZ,油服工程,1,16,1173,110874024.8,,,20,EXECUTABLE,COMPLETE,0.07377437318
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,002628.SZ,基础建设,1,17,1173,372799685.1,,,20,EXECUTABLE,COMPLETE,-0.01196007984
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,002629.SZ,油服工程,1,18,1173,52682997.45,,,20,EXECUTABLE,COMPLETE,-0.1399783459
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,002663.SZ,基础建设,1,19,1173,56309817.33,,,20,EXECUTABLE,COMPLETE,-0.04203398758
industry_diffusion_20,2018-08-13,2018-08-13 15:00:00,2018-08-13 15:00:00,002717.SZ,基础建设,1,20,1173,105829363.3,,,20,EXECUTABLE,COMPLETE,-0.1315876851
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,002097.SZ,工程机械,1,1,1144,61426064.15,,,20,EXECUTABLE,COMPLETE,-0.06834495473
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,000709.SZ,普钢,0.875,2,1144,155628176.2,,,20,EXECUTABLE,COMPLETE,0.08882593236
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,600282.SH,普钢,0.875,3,1144,418687740.8,,,20,EXECUTABLE,COMPLETE,-0.1665205155
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,601003.SH,普钢,0.875,4,1144,471908638.8,,,20,EXECUTABLE,COMPLETE,-0.2087269905
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,000059.SZ,炼化及贸易,0.8571428571,5,1144,118449237.7,,,20,EXECUTABLE,COMPLETE,-0.008360472038
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,002221.SZ,炼化及贸易,0.8571428571,6,1144,57471405.85,,,20,EXECUTABLE,COMPLETE,-0.04667807243
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,300055.SZ,炼化及贸易,0.8571428571,7,1144,73186619.84,,,20,EXECUTABLE,COMPLETE,-0.1003481684
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,000157.SZ,工程机械,0.8333333333,8,1144,100301262.1,,,20,EXECUTABLE,COMPLETE,-0.06932606806
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,000425.SZ,工程机械,0.8333333333,9,1144,362583440.5,,,20,EXECUTABLE,COMPLETE,-0.09582253932
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,000528.SZ,工程机械,0.8333333333,10,1144,621039050.6,,,20,EXECUTABLE,COMPLETE,-0.1307410973
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,000680.SZ,工程机械,0.8333333333,11,1144,118505858.9,,,20,EXECUTABLE,COMPLETE,-0.07250050164
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,600031.SH,工程机械,0.8333333333,12,1144,1025703347,,,20,EXECUTABLE,COMPLETE,-0.08282876833
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,600761.SH,工程机械,0.8333333333,13,1144,61343814.4,,,20,EXECUTABLE,COMPLETE,-0.07621011753
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,000717.SZ,普钢,0.8125,14,1144,681519205.8,,,20,EXECUTABLE,COMPLETE,-0.2719655926
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,000761.SZ,普钢,0.8125,15,1144,51712098.47,,,20,EXECUTABLE,COMPLETE,-0.07071025413
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,000778.SZ,普钢,0.8125,16,1144,139474083.5,,,20,EXECUTABLE,COMPLETE,0.002575069641
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,000898.SZ,普钢,0.8125,17,1144,188441458.6,,,20,EXECUTABLE,COMPLETE,-0.105013428
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,000932.SZ,普钢,0.8125,18,1144,938330187.5,,,20,EXECUTABLE,COMPLETE,-0.2285820516
industry_diffusion_20,2018-08-20,2018-08-20 15:00:00,2018-08-20 15:00:00,000959.SZ,普钢,0.8125,19,1144,83399951.86,,,20,EXECUTABLE,COMPLETE,-0.01124450129
