scope,period,cell_id,horizon,n,absolute_mean,absolute_median,absolute_positive_rate,industry_relative_mean,industry_relative_median,severe_loss_incidence,mean_mae
YEAR,2021,ABS_m06_REL_m02_W3,5,2078,0.000461250609641,-0.00898768613249,0.462463907603,-0.00353636169298,0,,
YEAR,2021,ABS_m06_REL_m02_W3,10,2078,7.13818351004e-06,-0.0145089718906,0.447064485082,-0.00511390965395,0,,
YEAR,2021,ABS_m06_REL_m02_W3,20,2076,-0.00410856722006,-0.0306470235124,0.419556840077,-0.00653932681736,0,0.577552986513,-0.131040816285
YEAR,2021,ABS_m06_REL_m02_W5,1,1940,0.000258080542186,-0.00399201596806,0.456701030928,0.000395831836701,0,,
YEAR,2021,ABS_m06_REL_m02_W5,3,1939,-0.000400884677837,-0.00630966107343,0.450232078391,-0.000613910907103,0,,
YEAR,2021,ABS_m06_REL_m02_W5,5,1939,0.00300055925362,-0.0049880239521,0.473955647241,-0.00175323943452,0,,
YEAR,2021,ABS_m06_REL_m02_W5,10,1938,-0.00116933678799,-0.0207068813264,0.428276573787,-0.00311196381433,0,,
YEAR,2021,ABS_m06_REL_m02_W5,20,1935,-0.00591534548124,-0.0366735279441,0.414470284238,-0.00688083423515,0,0.580878552972,-0.13146041648
YEAR,2021,ABS_m06_REL_m04_W2,1,1720,-0.00180955189166,-0.00515835923589,0.44476744186,-0.000206220006384,0,,
YEAR,2021,ABS_m06_REL_m04_W2,3,1720,0.00285777692927,-0.00146229953713,0.489534883721,-0.00111596896121,0,,
YEAR,2021,ABS_m06_REL_m04_W2,5,1720,0.0024872884584,-0.00940143340501,0.453488372093,-0.00258763193267,0,,
YEAR,2021,ABS_m06_REL_m04_W2,10,1719,0.00244079767982,-0.0118251096114,0.457824316463,-0.00345155681945,0,,
YEAR,2021,ABS_m06_REL_m04_W2,20,1718,0.00158244600642,-0.0282902876863,0.433061699651,-0.00303307024741,0,0.569266589057,-0.130356274214
YEAR,2021,ABS_m06_REL_m04_W3,1,1668,-0.00203370531755,-0.00620875271028,0.431055155875,-0.000271392127696,0,,
YEAR,2021,ABS_m06_REL_m04_W3,3,1667,0.00118704655904,-0.00553382399288,0.470305938812,-0.00193822928052,0,,
YEAR,2021,ABS_m06_REL_m04_W3,5,1666,-0.000253180068949,-0.00941537353785,0.459783913565,-0.00385985299453,0,,
YEAR,2021,ABS_m06_REL_m04_W3,10,1666,-0.000617783542784,-0.016270153064,0.445978391357,-0.0046272878816,0,,
YEAR,2021,ABS_m06_REL_m04_W3,20,1664,-0.00562501958512,-0.0354843050568,0.409254807692,-0.00799830090849,0,0.589543269231,-0.132257948593
YEAR,2021,ABS_m06_REL_m04_W5,1,1566,-0.000319520465358,-0.00399201596806,0.460408684547,0.000510081135301,0,,
YEAR,2021,ABS_m06_REL_m04_W5,3,1565,-0.000752717534349,-0.00802407543364,0.445367412141,-0.000264354074191,0,,
YEAR,2021,ABS_m06_REL_m04_W5,5,1565,0.00195902795836,-0.00619313858471,0.470287539936,-0.00157379265348,0,,
YEAR,2021,ABS_m06_REL_m04_W5,10,1564,0.000667486275143,-0.0177606003238,0.432864450128,-0.00177269949068,0,,
YEAR,2021,ABS_m06_REL_m04_W5,20,1561,-0.00357395530637,-0.0363057978215,0.418321588725,-0.00464686479949,0,0.582959641256,-0.132234513139
YEAR,2021,ABS_m08_REL_m02_W2,1,944,-0.00128913374871,-0.00515835923589,0.444915254237,-0.000724685460933,0,,
YEAR,2021,ABS_m08_REL_m02_W2,3,944,0.00223116571976,-0.00399201596806,0.469279661017,-0.00154904687923,0,,
YEAR,2021,ABS_m08_REL_m02_W2,5,944,0.0015059854161,-0.0164130396413,0.433262711864,-0.00379548493388,0,,
YEAR,2021,ABS_m08_REL_m02_W2,10,944,0.00140818000213,-0.0165618720499,0.448093220339,-0.00631007894005,0,,
YEAR,2021,ABS_m08_REL_m02_W2,20,942,-0.00394349984285,-0.0399532010015,0.424628450106,-0.00851880779999,0,0.590233545648,-0.135824786821
YEAR,2021,ABS_m08_REL_m02_W3,1,930,-0.00057037167564,-0.00399201596806,0.458064516129,0.00037509139675,0,,
YEAR,2021,ABS_m08_REL_m02_W3,3,929,0.00383692047472,-0.00533942936638,0.470398277718,0.000280743467574,0,,
YEAR,2021,ABS_m08_REL_m02_W3,5,929,0.00224363572904,-0.0114583426849,0.451022604952,-0.00251229148947,0,,
YEAR,2021,ABS_m08_REL_m02_W3,10,929,0.00481264472956,-0.0167205525052,0.446716899892,-0.00399064785321,0,,
YEAR,2021,ABS_m08_REL_m02_W3,20,928,-0.00282028983234,-0.0389024368874,0.413793103448,-0.00678328707497,0,0.600215517241,-0.134985309533
YEAR,2021,ABS_m08_REL_m02_W5,1,893,0.0024923330443,-0.00145764450742,0.484882418813,0.00139657021163,0,,
YEAR,2021,ABS_m08_REL_m02_W5,3,892,0.00152206178562,-0.00809309585352,0.454035874439,-0.00139802001916,0,,
YEAR,2021,ABS_m08_REL_m02_W5,5,892,0.00818858214266,0.00195571220728,0.506726457399,-0.00123701836299,0,,
YEAR,2021,ABS_m08_REL_m02_W5,10,891,0.00715675652455,-0.0126949983528,0.454545454545,-0.00157319490999,0,,
YEAR,2021,ABS_m08_REL_m02_W5,20,889,0.00165042327679,-0.0275912330867,0.444319460067,-0.00489464029468,0,0.583802024747,-0.13126401294
YEAR,2021,ABS_m08_REL_m04_W2,1,867,-0.000783425336888,-0.0046299918738,0.450980392157,-0.000320644906299,0,,
YEAR,2021,ABS_m08_REL_m04_W2,3,867,0.00414034074349,-0.00342802503713,0.476355247982,-0.000988604876126,0,,
YEAR,2021,ABS_m08_REL_m04_W2,5,867,0.00401847381817,-0.0132695354467,0.439446366782,-0.00251333307633,0,,
YEAR,2021,ABS_m08_REL_m04_W2,10,867,0.00333186281634,-0.0162775770046,0.446366782007,-0.00496375200932,0,,
YEAR,2021,ABS_m08_REL_m04_W2,20,865,-0.00452424732777,-0.0395637296835,0.423121387283,-0.00759399111724,0,0.587283236994,-0.134551635173
YEAR,2021,ABS_m08_REL_m04_W3,1,857,-0.00119441907036,-0.00489974709956,0.448074679113,-9.8695989842e-06,0,,
YEAR,2021,ABS_m08_REL_m04_W3,3,856,0.00478189011632,-0.00494010811735,0.470794392523,0.000651972588995,0,,
YEAR,2021,ABS_m08_REL_m04_W3,5,856,0.00278174937967,-0.00910877224292,0.44976635514,-0.0023212625843,0,,
YEAR,2021,ABS_m08_REL_m04_W3,10,856,0.00534937276788,-0.0157737970705,0.44976635514,-0.00406158271362,0,,
YEAR,2021,ABS_m08_REL_m04_W3,20,855,-0.00528122429102,-0.0399923045475,0.405847953216,-0.00867900232364,0,0.604678362573,-0.134690710675
YEAR,2021,ABS_m08_REL_m04_W5,1,823,0.00224652712792,-0.00275933281951,0.476306196841,0.00120905461328,0,,
YEAR,2021,ABS_m08_REL_m04_W5,3,822,0.00191001445204,-0.00648278195915,0.458637469586,-0.000917590866216,0,,
YEAR,2021,ABS_m08_REL_m04_W5,5,822,0.00840678071268,0.00448247696329,0.510948905109,-0.0012239991736,0,,
YEAR,2021,ABS_m08_REL_m04_W5,10,821,0.00776613357931,-0.0118023847749,0.457978075518,-0.00176264039741,0,,
YEAR,2021,ABS_m08_REL_m04_W5,20,820,0.00234580610806,-0.0283699218383,0.437804878049,-0.00365084747184,0,0.590243902439,-0.131564565898
YEAR,2022,ABS_m04_REL_m02_W2,1,4741,-0.0026723877252,-0.00518270094599,0.443999156296,0.000155455989887,0,,
YEAR,2022,ABS_m04_REL_m02_W2,3,4738,-0.0059843094479,-0.00937238779275,0.440481215703,-0.00109405287112,0,,
YEAR,2022,ABS_m04_REL_m02_W2,5,4732,-0.00881823107256,-0.0141544267857,0.433854606932,-0.00205541323244,0,,
YEAR,2022,ABS_m04_REL_m02_W2,10,4722,-0.0161373375253,-0.0256168643767,0.410842863194,-0.00306259062275,0,,
YEAR,2022,ABS_m04_REL_m02_W2,20,4702,-0.0314546048979,-0.0471773828229,0.370905997448,-0.00725676272142,0,0.608251807741,-0.139675072316
YEAR,2022,ABS_m04_REL_m02_W3,1,4415,-0.00253592710806,-0.00588494679819,0.436013590034,-3.65213143134e-05,0,,
YEAR,2022,ABS_m04_REL_m02_W3,3,4409,-0.00545033918161,-0.0092196821826,0.441823542753,-0.000350307243863,0,,
YEAR,2022,ABS_m04_REL_m02_W3,5,4406,-0.00833197164426,-0.0128090405147,0.432137993645,-0.0014703201066,0,,
YEAR,2022,ABS_m04_REL_m02_W3,10,4393,-0.0179181595962,-0.0259072144028,0.40519007512,-0.00307063571358,0,,
YEAR,2022,ABS_m04_REL_m02_W3,20,4374,-0.031419931505,-0.0477930453411,0.374942844079,-0.00743315735257,0,0.602423411065,-0.138629548663
YEAR,2022,ABS_m04_REL_m02_W5,1,3951,-0.00325922803059,-0.00600415330954,0.425208807897,1.27503923941e-05,0,,
YEAR,2022,ABS_m04_REL_m02_W5,3,3947,-0.00651819468967,-0.0122756467263,0.412465163415,-0.00137361245228,0,,
YEAR,2022,ABS_m04_REL_m02_W5,5,3939,-0.0122151136768,-0.0158728269108,0.408479309469,-0.00308045844318,0,,
YEAR,2022,ABS_m04_REL_m02_W5,10,3927,-0.0198076419916,-0.0270021014077,0.391647568118,-0.00401661086467,0,,
YEAR,2022,ABS_m04_REL_m02_W5,20,3907,-0.0335653805207,-0.0486846819182,0.372152546711,-0.00781627233448,0,0.608907089839,-0.140071405224
YEAR,2022,ABS_m04_REL_m04_W2,1,2345,-0.00410280626082,-0.00663394696019,0.43368869936,-0.000416834344551,0,,
YEAR,2022,ABS_m04_REL_m04_W2,3,2343,-0.0072664994019,-0.0116536158452,0.427656850192,0.000284198831156,0,,
YEAR,2022,ABS_m04_REL_m04_W2,5,2340,-0.0120314271736,-0.0194146944105,0.417521367521,-0.00107614304464,0,,
YEAR,2022,ABS_m04_REL_m04_W2,10,2337,-0.0223285799449,-0.033603064142,0.385537013265,-0.00352529271918,0,,
YEAR,2022,ABS_m04_REL_m04_W2,20,2328,-0.0421481854439,-0.0586106644762,0.346219931271,-0.00792287441088,0,0.640034364261,-0.149567801904
YEAR,2022,ABS_m04_REL_m04_W3,1,2218,-0.00225073663643,-0.00619129759795,0.433724075744,5.34084896488e-05,0,,
YEAR,2022,ABS_m04_REL_m04_W3,3,2216,-0.00730598032228,-0.0103654063694,0.435018050542,-0.000332603835402,0,,
YEAR,2022,ABS_m04_REL_m04_W3,5,2216,-0.0122597524636,-0.017284328402,0.417870036101,-0.00145975729505,0,,
YEAR,2022,ABS_m04_REL_m04_W3,10,2209,-0.0247864508773,-0.0329785053983,0.378904481666,-0.00322615795867,0,,
YEAR,2022,ABS_m04_REL_m04_W3,20,2196,-0.0424660246139,-0.0579831668615,0.350182149362,-0.00688741404579,0,0.634335154827,-0.147211706137
YEAR,2022,ABS_m04_REL_m04_W5,1,2077,-0.00335016777005,-0.00607745982073,0.432835820896,-0.000176905534234,0,,
YEAR,2022,ABS_m04_REL_m04_W5,3,2077,-0.00751707382394,-0.0130329356416,0.408762638421,-0.00117464195755,0,,
YEAR,2022,ABS_m04_REL_m04_W5,5,2069,-0.014262852485,-0.0192588458888,0.403093281779,-0.00306203566384,0,,
YEAR,2022,ABS_m04_REL_m04_W5,10,2068,-0.0237704419721,-0.0325447469054,0.379593810445,-0.00503261618784,0,,
YEAR,2022,ABS_m04_REL_m04_W5,20,2055,-0.0421693085399,-0.0575088628713,0.356204379562,-0.00705781674608,0,0.63600973236,-0.147888456789
YEAR,2022,ABS_m06_REL_m02_W2,1,2241,-0.00107351157556,-0.00267454508971,0.472556894244,-0.000174158748755,0,,
YEAR,2022,ABS_m06_REL_m02_W2,3,2238,-0.00046249388869,-0.00169553952729,0.487488829312,-0.00139284398384,0,,
YEAR,2022,ABS_m06_REL_m02_W2,5,2235,-0.0027714917656,-0.00663044771384,0.468008948546,-0.00282780753923,0,,
YEAR,2022,ABS_m06_REL_m02_W2,10,2231,-0.010720644877,-0.0201872677409,0.436127297176,-0.00468011275833,0,,
YEAR,2022,ABS_m06_REL_m02_W2,20,2217,-0.0266534194118,-0.0471832127977,0.379341452413,-0.00965012519617,0,0.592692828146,-0.139022649728
YEAR,2022,ABS_m06_REL_m02_W3,1,2149,-0.00106560061779,-0.00399201596806,0.45416472778,-0.000238712652302,0,,
YEAR,2022,ABS_m06_REL_m02_W3,3,2145,-0.00404193708632,-0.00625567047723,0.465268065268,-0.00109012943222,0,,
YEAR,2022,ABS_m06_REL_m02_W3,5,2143,-0.00647541003723,-0.0118099750264,0.442370508633,-0.00140522854885,0,,
YEAR,2022,ABS_m06_REL_m02_W3,10,2136,-0.0114103621306,-0.0219563376106,0.426498127341,-0.00169830522345,0,,
YEAR,2022,ABS_m06_REL_m02_W3,20,2119,-0.0256874044202,-0.0444683926776,0.394997640396,-0.00679123534248,0,0.596507786692,-0.139462951234
YEAR,2022,ABS_m06_REL_m02_W5,1,2007,-0.0031277497945,-0.00399201596806,0.441953163926,-0.000250654825952,0,,
YEAR,2022,ABS_m06_REL_m02_W5,3,2005,-0.00412972441334,-0.00951359541046,0.431920199501,-0.00100227287629,0,,
YEAR,2022,ABS_m06_REL_m02_W5,5,2000,-0.0108117342091,-0.0146313813566,0.4245,-0.00309565234813,0,,
YEAR,2022,ABS_m06_REL_m02_W5,10,1995,-0.0126579998202,-0.0206173389185,0.423558897243,-0.00290850957618,0,,
YEAR,2022,ABS_m06_REL_m02_W5,20,1983,-0.0298426067599,-0.0476279707622,0.386787695411,-0.0069461619262,0,0.592032274332,-0.140756272073
YEAR,2022,ABS_m06_REL_m04_W2,1,1486,-0.00216935373202,-0.00515740078615,0.450874831763,-0.000150729212519,0,,
YEAR,2022,ABS_m06_REL_m04_W2,3,1483,-0.00259769481911,-0.0053639277918,0.468644639245,0.000688775057912,0,,
YEAR,2022,ABS_m06_REL_m04_W2,5,1481,-0.0074366720021,-0.0147846721418,0.442943956786,-0.000568338808955,0,,
YEAR,2022,ABS_m06_REL_m04_W2,10,1480,-0.0158336160024,-0.0284988967145,0.415540540541,-0.00203837960628,0,,
YEAR,2022,ABS_m06_REL_m04_W2,20,1470,-0.0346975723357,-0.0562699682753,0.366666666667,-0.00578682541211,0,0.625170068027,-0.14831251013
YEAR,2022,ABS_m06_REL_m04_W3,1,1429,-0.00178750411129,-0.00499403607272,0.439468159552,8.04828831816e-05,0,,
YEAR,2022,ABS_m06_REL_m04_W3,3,1426,-0.00768844878362,-0.0117911252714,0.436886395512,-0.000903627780044,0,,
YEAR,2022,ABS_m06_REL_m04_W3,5,1426,-0.0117974194235,-0.0160430036664,0.427769985975,-0.00135373711149,0,,
YEAR,2022,ABS_m06_REL_m04_W3,10,1421,-0.0185537403033,-0.0293765644245,0.407459535538,-0.00157200310309,0,,
YEAR,2022,ABS_m06_REL_m04_W3,20,1409,-0.0341257933938,-0.0512281669723,0.383250532292,-0.00544992624785,0,0.624556422995,-0.148013333602
YEAR,2022,ABS_m06_REL_m04_W5,1,1354,-0.00425428319332,-0.00530368146424,0.426883308715,-0.000332273541961,0,,
YEAR,2022,ABS_m06_REL_m04_W5,3,1354,-0.00678222488724,-0.0108730848726,0.423929098966,-0.000607195549788,0,,
YEAR,2022,ABS_m06_REL_m04_W5,5,1348,-0.0128125279268,-0.0186249980884,0.413204747774,-0.00219883685709,0,,
YEAR,2022,ABS_m06_REL_m04_W5,10,1346,-0.0203016291284,-0.0292306643821,0.395245170877,-0.00371888959777,0,,
YEAR,2022,ABS_m06_REL_m04_W5,20,1338,-0.0366649716648,-0.0512480353728,0.374439461883,-0.00474738712866,0,0.626307922272,-0.149299972797
YEAR,2022,ABS_m08_REL_m02_W2,1,994,-0.00240581169681,-0.00399201596806,0.458752515091,0.000285013214201,0,,
YEAR,2022,ABS_m08_REL_m02_W2,3,992,0.00380791492544,0.00286202403149,0.517137096774,-0.000518868919622,0,,
YEAR,2022,ABS_m08_REL_m02_W2,5,992,-0.000111288275094,-0.00188798393185,0.494959677419,-0.00248715806281,0,,
YEAR,2022,ABS_m08_REL_m02_W2,10,990,-0.00277282258724,-0.00976890529848,0.465656565657,-0.00301582157429,0,,
YEAR,2022,ABS_m08_REL_m02_W2,20,982,-0.0158901482055,-0.0299338825893,0.423625254582,-0.00737851802702,0,0.552953156823,-0.135314144052
YEAR,2022,ABS_m08_REL_m02_W3,1,961,0.000983319225259,-0.000204913367182,0.498439125911,-0.000414018366845,0,,
YEAR,2022,ABS_m08_REL_m02_W3,3,961,0.000583553001418,-0.00365890292993,0.486992715921,-0.000926971378613,0,,
YEAR,2022,ABS_m08_REL_m02_W3,5,960,-0.000202404989579,-0.00339702911978,0.489583333333,-0.00171016235923,0,,
YEAR,2022,ABS_m08_REL_m02_W3,10,958,0.0013198953106,-0.0065898990685,0.470772442589,-0.00148024269597,0,,
YEAR,2022,ABS_m08_REL_m02_W3,20,948,-0.00820960909613,-0.0265465630973,0.440928270042,-0.00459949519345,0,0.548523206751,-0.132250745699
YEAR,2022,ABS_m08_REL_m02_W5,1,924,-0.00189461878664,-0.00328579451848,0.465367965368,0.000355449502986,0,,
YEAR,2022,ABS_m08_REL_m02_W5,3,923,-0.00439061569458,-0.00757477850055,0.442036836403,-0.00054467818126,0,,
YEAR,2022,ABS_m08_REL_m02_W5,5,921,-0.00876855112474,-0.0127136270366,0.441910966341,-0.00238382474584,0,,
YEAR,2022,ABS_m08_REL_m02_W5,10,921,-0.0050094393542,-0.0127204208914,0.448425624321,-0.00096949670843,0,,
YEAR,2022,ABS_m08_REL_m02_W5,20,912,-0.0112878285398,-0.0228011476473,0.446271929825,-0.000845132137312,0,0.549342105263,-0.133891260776
YEAR,2022,ABS_m08_REL_m04_W2,1,807,-0.00184956312143,-0.00399201596806,0.458488228005,0.000721945993346,0,,
YEAR,2022,ABS_m08_REL_m04_W2,3,805,0.001052392251,-0.00221660066676,0.483229813665,0.00114506063428,0,,
YEAR,2022,ABS_m08_REL_m04_W2,5,805,-0.00366144562061,-0.00875146881211,0.462111801242,-0.00129732393795,0,,
YEAR,2022,ABS_m08_REL_m04_W2,10,804,-0.00994524948669,-0.0242361084889,0.437810945274,-0.00168776747317,0,,
YEAR,2022,ABS_m08_REL_m04_W2,20,797,-0.0265670160847,-0.0438323353293,0.398996235885,-0.00622461258944,0,0.606022584693,-0.145077525547
YEAR,2022,ABS_m08_REL_m04_W3,1,785,-0.000808676952482,-0.00247602208065,0.468789808917,7.91292769319e-05,0,,
YEAR,2022,ABS_m08_REL_m04_W3,3,785,-0.00419717751465,-0.0111063587111,0.443312101911,-0.00116487731868,0,,
YEAR,2022,ABS_m08_REL_m04_W3,5,785,-0.00756632886718,-0.0131018450903,0.447133757962,-0.00228293074331,0,,
YEAR,2022,ABS_m08_REL_m04_W3,10,783,-0.0124684286835,-0.0163801749734,0.431673052363,-0.00346245582304,0,,
YEAR,2022,ABS_m08_REL_m04_W3,20,773,-0.025046805567,-0.0417066040037,0.406209573092,-0.00663798788469,0,0.595084087969,-0.143122657265
YEAR,2022,ABS_m08_REL_m04_W5,1,761,-0.00258602713866,-0.00399201596806,0.448094612352,-0.000109077055387,0,,
YEAR,2022,ABS_m08_REL_m04_W5,3,761,-0.00938011141467,-0.0103302485937,0.413929040736,-0.00163652417529,0,,
YEAR,2022,ABS_m08_REL_m04_W5,5,759,-0.0147514490246,-0.0204744175951,0.412384716733,-0.00276038636558,0,,
YEAR,2022,ABS_m08_REL_m04_W5,10,759,-0.0170641528266,-0.0244691537977,0.409749670619,-0.00228492909263,0,,
YEAR,2022,ABS_m08_REL_m04_W5,20,751,-0.0265974303863,-0.0416016924484,0.411451398136,-0.00189118936227,0,0.607190412783,-0.146476439882
YEAR,2023,ABS_m04_REL_m02_W2,1,2973,-0.000746833575353,-0.00459177990867,0.441305079045,0.000402491872097,0,,
YEAR,2023,ABS_m04_REL_m02_W2,3,2937,-0.00174249306132,-0.00846510571671,0.432073544433,-0.0014555365399,0,,
YEAR,2023,ABS_m04_REL_m02_W2,5,2909,-0.00640993353402,-0.0151520193747,0.418013062908,-0.00283651764898,0,,
YEAR,2023,ABS_m04_REL_m02_W2,10,2843,-0.0150307438759,-0.0269838900224,0.385156524798,-0.00473089078056,0,,
YEAR,2023,ABS_m04_REL_m02_W2,20,2728,-0.0240150870668,-0.0452283454779,0.362170087977,-0.00899772519267,0,0.534457478006,-0.117705860893
YEAR,2023,ABS_m04_REL_m02_W3,1,2787,-0.00101396736786,-0.00407938508947,0.436311445999,0.000112279170692,0,,
YEAR,2023,ABS_m04_REL_m02_W3,3,2755,-0.00370925076683,-0.00776239319468,0.437023593466,-0.000676607126757,0,,
YEAR,2023,ABS_m04_REL_m02_W3,5,2731,-0.006547837286,-0.0164083756606,0.397290369828,-0.00132448745225,0,,
YEAR,2023,ABS_m04_REL_m02_W3,10,2675,-0.016051898336,-0.0276361224139,0.379439252336,-0.00453332607225,0,,
YEAR,2023,ABS_m04_REL_m02_W3,20,2567,-0.02329424721,-0.045348748869,0.359174133229,-0.00582431705966,0,0.527853525516,-0.117404760019
YEAR,2023,ABS_m04_REL_m02_W5,1,2526,-0.00261172745162,-0.00613267360542,0.419635787807,-0.000108555829339,0,,
YEAR,2023,ABS_m04_REL_m02_W5,3,2504,-0.00805238250751,-0.0143117543971,0.391773162939,-0.00236389738111,0,,
YEAR,2023,ABS_m04_REL_m02_W5,5,2479,-0.0109828519907,-0.0176010063562,0.387252924566,-0.00392034389383,0,,
YEAR,2023,ABS_m04_REL_m02_W5,10,2443,-0.0184214505314,-0.0284840155754,0.376995497339,-0.00610138421676,0,,
YEAR,2023,ABS_m04_REL_m02_W5,20,2338,-0.0254759926168,-0.047296710926,0.348160821215,-0.00835562087763,0,0.539349871685,-0.119689774166
YEAR,2023,ABS_m04_REL_m04_W2,1,1701,-0.000395453467025,-0.00399201596806,0.43974132863,-5.45476513619e-05,0,,
YEAR,2023,ABS_m04_REL_m04_W2,3,1680,0.000633428510657,-0.00817917922963,0.431547619048,-0.000253940373787,0,,
YEAR,2023,ABS_m04_REL_m04_W2,5,1663,-0.00260732771172,-0.0159760692519,0.41731809982,-0.000742715262821,0,,
YEAR,2023,ABS_m04_REL_m04_W2,10,1628,-0.0116260505155,-0.0279426204185,0.384520884521,-0.00183706157702,0,,
YEAR,2023,ABS_m04_REL_m04_W2,20,1560,-0.0183970999356,-0.0454162882043,0.362179487179,-0.00421197688831,0,0.539743589744,-0.119151649009
YEAR,2023,ABS_m04_REL_m04_W3,1,1622,0.000212425182784,-0.00399201596806,0.437731196054,0.000635914244957,0,,
YEAR,2023,ABS_m04_REL_m04_W3,3,1604,-0.00255793017171,-0.00727015623268,0.443890274314,-0.000237830124992,0,,
YEAR,2023,ABS_m04_REL_m04_W3,5,1593,-0.0043407440795,-0.0159986875564,0.403013182674,-6.38131009444e-05,0,,
YEAR,2023,ABS_m04_REL_m04_W3,10,1562,-0.0137927975535,-0.027100960048,0.387964148528,-0.00162611243834,0,,
YEAR,2023,ABS_m04_REL_m04_W3,20,1496,-0.0221401237676,-0.046762981973,0.340240641711,-0.00282944738901,0,0.536096256684,-0.119925359664
YEAR,2023,ABS_m04_REL_m04_W5,1,1507,-0.00156308173555,-0.00463835469878,0.437292634373,1.75365227437e-05,0,,
YEAR,2023,ABS_m04_REL_m04_W5,3,1496,-0.00464462557337,-0.0129631369745,0.405748663102,-0.000129128128675,0,,
YEAR,2023,ABS_m04_REL_m04_W5,5,1485,-0.00789135252244,-0.0167286909557,0.398653198653,-0.000403823558665,0,,
YEAR,2023,ABS_m04_REL_m04_W5,10,1462,-0.0183128621217,-0.0298626773553,0.376880984952,-0.00307256453009,0,,
YEAR,2023,ABS_m04_REL_m04_W5,20,1396,-0.0272516787973,-0.0513401267728,0.343123209169,-0.00353383977412,0,0.55229226361,-0.12195745741
YEAR,2023,ABS_m06_REL_m02_W2,1,1212,0.00212904199306,-0.00231095990614,0.464521452145,0.000432407854702,0,,
YEAR,2023,ABS_m06_REL_m02_W2,3,1198,0.00169668646601,-0.00628504745512,0.449081803005,-0.00167933982672,0,,
YEAR,2023,ABS_m06_REL_m02_W2,5,1182,0.000482922206715,-0.0100074273259,0.446700507614,-0.00114107165956,0,,
YEAR,2023,ABS_m06_REL_m02_W2,10,1156,-0.00838589969659,-0.0235488199723,0.400519031142,-0.00194456979606,0,,
YEAR,2023,ABS_m06_REL_m02_W2,20,1114,-0.0217761040885,-0.0455702312979,0.362657091562,-0.00690615429968,0,0.542190305206,-0.120596813602
YEAR,2023,ABS_m06_REL_m02_W3,1,1159,-0.00145013323553,-0.00470497801819,0.436583261432,-6.38172341809e-06,0,,
YEAR,2023,ABS_m06_REL_m02_W3,3,1140,-0.00408761471716,-0.0101457866709,0.442105263158,-0.000838683267561,0,,
YEAR,2023,ABS_m06_REL_m02_W3,5,1132,-0.00551888046852,-0.0151916693062,0.408127208481,-0.00163470573099,0,,
YEAR,2023,ABS_m06_REL_m02_W3,10,1113,-0.0179151948346,-0.028648537923,0.386343216532,-0.00385291608345,0,,
YEAR,2023,ABS_m06_REL_m02_W3,20,1073,-0.026276802199,-0.0463973403142,0.345759552656,-0.00625115078791,0,0.542404473439,-0.123245123364
YEAR,2023,ABS_m06_REL_m02_W5,1,1080,-0.00223774598682,-0.00571745716697,0.422222222222,0.000530497181817,0,,
YEAR,2023,ABS_m06_REL_m02_W5,3,1072,-0.0044256302768,-0.0120965836684,0.410447761194,-0.000530050551847,0,,
YEAR,2023,ABS_m06_REL_m02_W5,5,1064,-0.0108952760329,-0.0178368561431,0.393796992481,-0.0015988628917,0,,
YEAR,2023,ABS_m06_REL_m02_W5,10,1053,-0.018618018356,-0.0311368876503,0.379867046534,-0.00600883410136,0,,
YEAR,2023,ABS_m06_REL_m02_W5,20,1007,-0.0266300176304,-0.0506798902196,0.3545183714,-0.00897450748489,0,0.552135054618,-0.123921059859
YEAR,2023,ABS_m06_REL_m04_W2,1,1029,0.00188229155957,-0.00241937178275,0.460641399417,4.55980103077e-05,0,,
YEAR,2023,ABS_m06_REL_m04_W2,3,1015,0.00178675198997,-0.0068527377987,0.441379310345,-0.00106657406388,0,,
YEAR,2023,ABS_m06_REL_m04_W2,5,1003,0.00161787276025,-0.0096753710838,0.451645064806,-0.00122296065188,0,,
YEAR,2023,ABS_m06_REL_m04_W2,10,980,-0.00675564881038,-0.0243665990899,0.398979591837,-0.000990410576801,0,,
YEAR,2023,ABS_m06_REL_m04_W2,20,941,-0.0169334628834,-0.0467619350129,0.365568544102,-0.00342893009523,0,0.541976620616,-0.119220184282
YEAR,2023,ABS_m06_REL_m04_W3,1,991,0.000137711399159,-0.0041678648353,0.442986881937,0.000874235302061,0,,
YEAR,2023,ABS_m06_REL_m04_W3,3,976,-0.00198159639232,-0.00720283117975,0.456967213115,-0.00057671986606,0,,
YEAR,2023,ABS_m06_REL_m04_W3,5,969,-0.00322350590524,-0.0138517379242,0.420020639835,-0.00155141764886,0,,
YEAR,2023,ABS_m06_REL_m04_W3,10,951,-0.0141394998638,-0.0269267992206,0.396424815983,-0.00329767755643,0,,
YEAR,2023,ABS_m06_REL_m04_W3,20,915,-0.0241785882413,-0.0511961858274,0.337704918033,-0.00472556378154,0,0.538797814208,-0.121557330907
YEAR,2023,ABS_m06_REL_m04_W5,1,929,-0.00156598536826,-0.00446994686251,0.437029063509,-0.000114820066951,0,,
YEAR,2023,ABS_m06_REL_m04_W5,3,922,-0.00315216154953,-0.0112408746164,0.415401301518,-0.0011185425169,0,,
YEAR,2023,ABS_m06_REL_m04_W5,5,915,-0.00904849504005,-0.0167812235451,0.4,-0.00179086118201,0,,
YEAR,2023,ABS_m06_REL_m04_W5,10,905,-0.0149177476203,-0.0292904313668,0.385635359116,-0.00537105537334,0,,
