role,coordinate,market_view,denominator,n,rho_discovery,rho_leadership_concentration,joint_adjusted_rank_r2,gate_pass
closing_rejection_depth,relative_to_all,CHINEXT_BOARD,ALL_STATUS,1337,-0.18173908426045227,0.1575025733672159,0.040348124881538827,True
closing_rejection_depth,relative_to_all,SH_A,NON_ST,1337,-0.15720195584900942,0.09798632884876228,0.026183723161590122,True
closing_rejection_depth,relative_to_all,SZ_A,NON_ST,1337,-0.19452525619441222,0.15826022209542651,0.047586665360131342,True
closing_rejection_depth,relative_to_all,CHINEXT_BOARD,NON_ST,1337,-0.17993428750400209,0.15404895143592764,0.039113914735771083,True
equal_industry_formation,absolute,ALL_A,ALL_STATUS,1337,0.63545170296716946,-0.74151274725244554,0.61004208444186148,True
equal_industry_formation,absolute,SH_A,ALL_STATUS,1337,0.59345489957926167,-0.72328254595109631,0.57971428138748826,True
equal_industry_formation,absolute,SZ_A,ALL_STATUS,1337,0.65196523777494075,-0.74286547374817558,0.62117555899357457,True
equal_industry_formation,absolute,CHINEXT_BOARD,ALL_STATUS,1328,0.56267946494486576,-0.71688579672911823,0.56735658447128468,True
equal_industry_formation,absolute,ALL_A,NON_ST,1337,0.63095670934292647,-0.73794540644559115,0.60827819344119205,True
equal_industry_formation,absolute,SH_A,NON_ST,1337,0.58979886780166857,-0.71924710636070732,0.57724648554613334,True
equal_industry_formation,absolute,SZ_A,NON_ST,1337,0.64188891618412991,-0.74064047218383289,0.61938209714542458,True
equal_industry_formation,absolute,CHINEXT_BOARD,NON_ST,1328,0.5653139953301245,-0.71787306636644521,0.56978257734128612,True
equal_industry_formation,pit_3y_pct,ALL_A,ALL_STATUS,834,0.58979945156589364,-0.71067234288336589,0.56405550345567157,True
equal_industry_formation,pit_3y_pct,SH_A,ALL_STATUS,834,0.53628496342536203,-0.68600379691645308,0.52369254770775386,True
equal_industry_formation,pit_3y_pct,SZ_A,ALL_STATUS,834,0.6075704043654383,-0.71333890487669926,0.57702095071123405,True
equal_industry_formation,pit_3y_pct,CHINEXT_BOARD,ALL_STATUS,831,0.53541049939486862,-0.69485241701188138,0.5343594360971079,True
equal_industry_formation,pit_3y_pct,ALL_A,NON_ST,834,0.58037563438367357,-0.7078693306915147,0.55778673914146548,True
equal_industry_formation,pit_3y_pct,SH_A,NON_ST,834,0.52476481309722633,-0.68400563294864081,0.51703120171179473,True
equal_industry_formation,pit_3y_pct,SZ_A,NON_ST,834,0.58735799916892351,-0.71060697184265953,0.56767206914847423,True
equal_industry_formation,pit_3y_pct,CHINEXT_BOARD,NON_ST,831,0.53931657267229971,-0.69548121020853093,0.53685105353856133,True
equal_industry_formation,relative_to_all,SH_A,ALL_STATUS,1337,0.24064277360725475,-0.24361222355844261,0.088834894610872128,True
equal_industry_formation,relative_to_all,SZ_A,ALL_STATUS,1337,0.33215738295851144,-0.36337554185065812,0.18503578851411751,True
equal_industry_formation,relative_to_all,CHINEXT_BOARD,ALL_STATUS,1328,0.42154820626156575,-0.57472829497565958,0.37537453317645664,True
equal_industry_formation,relative_to_all,SH_A,NON_ST,1337,0.24529352850758626,-0.26712018191822268,0.10042450840038453,True
equal_industry_formation,relative_to_all,SZ_A,NON_ST,1337,0.30968625223817725,-0.36114869830245355,0.17449287948348668,True
equal_industry_formation,relative_to_all,CHINEXT_BOARD,NON_ST,1328,0.42159052974183153,-0.57007670149375778,0.37077104704575703,True
formation_diffusion,absolute,ALL_A,ALL_STATUS,1337,0.55128199574568426,-0.67534049061094226,0.49164869027712976,True
formation_diffusion,absolute,SH_A,ALL_STATUS,1337,0.5505159977596884,-0.68781402216573639,0.5168748024726233,True
formation_diffusion,absolute,SZ_A,ALL_STATUS,1337,0.60543268128461636,-0.71886738169116537,0.56642061306300562,True
formation_diffusion,absolute,CHINEXT_BOARD,ALL_STATUS,1328,0.53360913429427814,-0.71321938080255354,0.54841239234810324,True
formation_diffusion,absolute,ALL_A,NON_ST,1337,0.54163586285663823,-0.67658398855167057,0.49216225154069282,True
formation_diffusion,absolute,SH_A,NON_ST,1337,0.5453910890306497,-0.68616340761621186,0.51606418379606578,True
formation_diffusion,absolute,SZ_A,NON_ST,1337,0.58729634368905892,-0.71619414011047167,0.55967990644188981,True
formation_diffusion,absolute,CHINEXT_BOARD,NON_ST,1328,0.53348486173908582,-0.71405443605903296,0.54921899401048313,True
formation_diffusion,pit_3y_pct,ALL_A,ALL_STATUS,834,0.49987566685853241,-0.58947309328661801,0.39264093795104282,True
formation_diffusion,pit_3y_pct,SH_A,ALL_STATUS,834,0.49179475648140131,-0.60695168281135636,0.41799582259757995,True
formation_diffusion,pit_3y_pct,SZ_A,ALL_STATUS,834,0.55632815520623968,-0.66453215763617346,0.49492406277077472,True
formation_diffusion,pit_3y_pct,CHINEXT_BOARD,ALL_STATUS,831,0.49328093470311873,-0.69276077371137057,0.51207550214797526,True
formation_diffusion,pit_3y_pct,ALL_A,NON_ST,834,0.48387197753958278,-0.59209548623878105,0.38877975956880273,True
formation_diffusion,pit_3y_pct,SH_A,NON_ST,834,0.4776681919562375,-0.60603512777326318,0.41134525334175476,True
formation_diffusion,pit_3y_pct,SZ_A,NON_ST,834,0.53313531328489405,-0.66457228990342354,0.48757582041682124,True
formation_diffusion,pit_3y_pct,CHINEXT_BOARD,NON_ST,831,0.49182238813936846,-0.69372484998441453,0.51238081746086062,True
formation_diffusion,relative_to_all,SH_A,ALL_STATUS,1337,0.12297777900757968,-0.19326212502792542,0.040556404735683227,True
formation_diffusion,relative_to_all,SZ_A,ALL_STATUS,1337,0.21150668606627293,-0.27165237660220698,0.090776646784597625,True
formation_diffusion,relative_to_all,CHINEXT_BOARD,ALL_STATUS,1328,0.22539473863895446,-0.46842851192588381,0.22041038754692344,True
formation_diffusion,relative_to_all,SH_A,NON_ST,1337,0.13962477909569826,-0.20534279256566926,0.047606563216829101,True
formation_diffusion,relative_to_all,SZ_A,NON_ST,1337,0.21896302562164296,-0.29056652352768764,0.10258596194263081,True
formation_diffusion,relative_to_all,CHINEXT_BOARD,NON_ST,1328,0.24428677231656148,-0.46052991846528024,0.21581206323600011,True
formation_leadership_concentration,absolute,ALL_A,ALL_STATUS,1337,-0.09337055796875228,0.1924690780741585,0.036201303920695871,True
formation_leadership_concentration,absolute,SH_A,ALL_STATUS,1337,-0.20789344721518152,0.2723354554570912,0.077903084450092419,True
formation_leadership_concentration,absolute,SZ_A,ALL_STATUS,1337,-0.098432153893236909,0.20028119368689457,0.039276970382528642,True
formation_leadership_concentration,absolute,CHINEXT_BOARD,ALL_STATUS,1328,-0.067117278523715268,0.23294149574999723,0.056260525546122153,True
formation_leadership_concentration,absolute,ALL_A,NON_ST,1337,-0.11366306073506884,0.19862675195480381,0.038012581935870871,True
formation_leadership_concentration,absolute,SH_A,NON_ST,1337,-0.20816524110694593,0.28073511429389397,0.082347340354789189,True
formation_leadership_concentration,absolute,SZ_A,NON_ST,1337,-0.10282856975055647,0.20627573493563006,0.041439822074282429,True
formation_leadership_concentration,absolute,CHINEXT_BOARD,NON_ST,1328,-0.082958512851019961,0.24423558555739902,0.060434108194776459,True
formation_leadership_concentration,pit_3y_pct,ALL_A,ALL_STATUS,834,-0.087540324355893206,0.16581943280497,0.02516084087719328,True
formation_leadership_concentration,pit_3y_pct,SH_A,ALL_STATUS,834,-0.16621967463519027,0.22046083020902824,0.050926207038085258,True
formation_leadership_concentration,pit_3y_pct,SZ_A,ALL_STATUS,834,-0.090303518906943991,0.15362519035572542,0.021321642196553414,True
formation_leadership_concentration,pit_3y_pct,CHINEXT_BOARD,ALL_STATUS,831,-0.071589774727205596,0.20061069707161988,0.038735135131104048,True
formation_leadership_concentration,pit_3y_pct,ALL_A,NON_ST,834,-0.096719758221644372,0.16218263319692972,0.024109923067941019,True
formation_leadership_concentration,pit_3y_pct,SH_A,NON_ST,834,-0.16352814304268079,0.22509600268267363,0.052410613129855177,True
formation_leadership_concentration,pit_3y_pct,SZ_A,NON_ST,834,-0.074552157292609028,0.14959096036124925,0.020044750546132417,True
formation_leadership_concentration,pit_3y_pct,CHINEXT_BOARD,NON_ST,831,-0.087176266607161296,0.21539576565863433,0.044453295219358258,True
formation_leadership_concentration,relative_to_all,SH_A,ALL_STATUS,1337,0.081116344681414113,-0.062943264236685142,0.006730892029278901,True
formation_leadership_concentration,relative_to_all,SZ_A,ALL_STATUS,1337,0.048297323443095008,-0.077331020505011047,0.0051695394041127996,True
formation_leadership_concentration,relative_to_all,CHINEXT_BOARD,ALL_STATUS,1328,0.12378826395141873,0.061544596010109365,0.028074163718338596,True
formation_leadership_concentration,relative_to_all,SH_A,NON_ST,1337,0.072146149594670236,-0.048934112602231752,0.004555082546711553,True
formation_leadership_concentration,relative_to_all,SZ_A,NON_ST,1337,0.063005561377560873,-0.073075195237365734,0.0057373168285992371,True
formation_leadership_concentration,relative_to_all,CHINEXT_BOARD,NON_ST,1328,0.10469734302138073,0.078250777148432551,0.026237411524931309,True
stock_industry_divergence,absolute,ALL_A,ALL_STATUS,1337,0.12767570811968706,-0.090153635780685429,0.015174193231799249,True
stock_industry_divergence,absolute,SH_A,ALL_STATUS,1337,-0.0028372139811582778,-0.011673821501962495,-0.0012432945659270889,True
stock_industry_divergence,absolute,SZ_A,ALL_STATUS,1337,0.15997803880697076,-0.13216827940475906,0.026319211889737182,True
stock_industry_divergence,absolute,CHINEXT_BOARD,ALL_STATUS,1328,0.060639475380309088,-0.15220891369346154,0.022046135533433375,True
stock_industry_divergence,absolute,ALL_A,NON_ST,1337,0.11070986904910823,-0.093205871294971168,0.012093207534632278,True
stock_industry_divergence,absolute,SH_A,NON_ST,1337,-0.012528154504133755,-0.016121859997884458,-0.0006207950728474021,True
stock_industry_divergence,absolute,SZ_A,NON_ST,1337,0.13762597312797556,-0.12839693740741384,0.021167076066321955,True
stock_industry_divergence,absolute,CHINEXT_BOARD,NON_ST,1328,0.050089205879243814,-0.14020929457745257,0.01875887748277838,True
stock_industry_divergence,pit_3y_pct,ALL_A,ALL_STATUS,834,0.076146689449316296,-0.10286960146000496,0.0088031204005482033,True
stock_industry_divergence,pit_3y_pct,SH_A,ALL_STATUS,834,0.00015663747418142608,0.0049223760072940031,-0.0023739747547610879,True
stock_industry_divergence,pit_3y_pct,SZ_A,ALL_STATUS,834,0.14454034784976735,-0.16028619376605963,0.028070140339835015,True
stock_industry_divergence,pit_3y_pct,CHINEXT_BOARD,ALL_STATUS,831,0.14522406579669025,-0.23821187302234878,0.055691310073998301,True
stock_industry_divergence,pit_3y_pct,ALL_A,NON_ST,834,0.069278301454536353,-0.10555046669601835,0.0090001234805282548,True
stock_industry_divergence,pit_3y_pct,SH_A,NON_ST,834,-0.017651358097426038,0.00090367540485033636,-0.0020200826580436537,True
stock_industry_divergence,pit_3y_pct,SZ_A,NON_ST,834,0.15057907721823269,-0.16713950565471192,0.03108191142817418,True
stock_industry_divergence,pit_3y_pct,CHINEXT_BOARD,NON_ST,831,0.13307320932480077,-0.22038746664423933,0.04721419496718271,True
stock_industry_divergence,relative_to_all,SH_A,ALL_STATUS,1337,0.19660191373009578,-0.33573776289652651,0.12150628149744735,True
stock_industry_divergence,relative_to_all,SZ_A,ALL_STATUS,1337,0.069642558996110493,-0.15945278484049213,0.024461708830058271,True
stock_industry_divergence,relative_to_all,CHINEXT_BOARD,ALL_STATUS,1328,-0.16857644187136317,0.27330118189083225,0.077842725888306985,True
stock_industry_divergence,relative_to_all,SH_A,NON_ST,1337,0.168636231783515,-0.30161596584385519,0.096604838367748469,True
stock_industry_divergence,relative_to_all,SZ_A,NON_ST,1337,0.062415080716320952,-0.13183536705059873,0.016519156219542919,True
stock_industry_divergence,relative_to_all,CHINEXT_BOARD,NON_ST,1328,-0.17543649917267207,0.28068107068506598,0.082515435546781202,True
