family,leg,period,horizon,count,signal_dates,mean_return,median_return,positive_fraction,p10,p90,severe_loss_fraction,mean_adverse_excursion,mean_excess_vs_date_control,entry_executable_fraction,median_candidate_count,median_avg_amount20_cny,p10_entry_amount_cny
industry_leadership_acceleration,top,year_2019,20,972,49,0.020566745209277416,0.007853154473391522,0.5267489711934157,-0.1367875837728516,0.20034782944084284,0.18415637860082304,-0.08135650262696013,0.0011979640399263358,0.9989795918367347,1420.0,149489477.548,47006634.198
industry_leadership_acceleration,top,year_2020,5,974,49,-0.0004893843242049233,-0.006080842944792886,0.45585215605749485,-0.08527164053017106,0.08588664381387669,0.07186858316221766,-0.056344372965661166,0.0015459165173416203,0.9959183673469387,2049.0,218992066.78424996,61055068.660000004
industry_leadership_acceleration,top,year_2020,20,970,49,0.01747509373772156,-0.01010462654330091,0.4639175257731959,-0.15343963205413427,0.20623877772019825,0.21855670103092784,-0.10074841522663613,0.012108613904650815,0.9959183673469387,2049.0,218992066.78424996,61101941.980000004
industry_leadership_acceleration,top,year_2021,5,958,48,-0.001721832215045949,-0.005976481479698981,0.46242171189979125,-0.08014606104464507,0.07884498608416968,0.055323590814196244,-0.051954390729830414,0.0011794835388993135,0.9989583333333333,2207.0,215152784.15174997,54912337.696
industry_leadership_acceleration,top,year_2021,20,953,48,0.01764060367218673,-0.002334764746712903,0.48688352570828963,-0.14514149740672513,0.20362110015003274,0.1993704092339979,-0.09394514196824472,0.017097488452307845,0.9989583333333333,2207.0,215152784.15174997,55075971.260000005
industry_leadership_acceleration,top,year_2022,5,977,49,-0.011562671893021037,-0.014403249250627637,0.38792221084953943,-0.09485755134256026,0.06746107238485707,0.08700102354145343,-0.05689958099176589,-0.008485852181267697,0.9979591836734694,2690.0,186428288.64200002,59763356.370000005
industry_leadership_acceleration,top,year_2022,20,970,49,-0.02062272726874296,-0.027439267907024334,0.3804123711340206,-0.1659851224916397,0.13940597338804686,0.28556701030927834,-0.1128271366806214,-0.008048264661836758,0.9979591836734694,2690.0,186428288.64200002,59901002.205
industry_leadership_acceleration,top,year_2023,5,878,44,-0.007777971489738028,-0.015415435535410305,0.3690205011389522,-0.07606281890001519,0.06247928063352268,0.05125284738041002,-0.04848147999700485,-0.002799683171085727,0.915625,2691.5,155806551.43300003,56184144.82400001
industry_leadership_acceleration,top,year_2023,20,876,44,-0.006164458789752969,-0.02098833848551579,0.3904109589041096,-0.125789952003318,0.12375931207465629,0.1643835616438356,-0.08834170923023818,0.00535676972397067,0.915625,2691.5,155806551.43300003,56010712.74
intraday_volatility_contraction,top,early_2018_2020,5,2412,122,-0.006823299304206721,-0.01430505873304011,0.4141791044776119,-0.10950987842902574,0.10370975685051555,0.12354892205638475,-0.0667079336878523,-0.004850875392927046,0.989344262295082,1889.5,170372429.06625,51752082.375
intraday_volatility_contraction,top,early_2018_2020,20,2404,122,-0.010396181723823495,-0.038015923392066775,0.39891846921797003,-0.18771547199909455,0.19354157816274759,0.3099001663893511,-0.12562382568119196,-0.013802746454777057,0.989344262295082,1889.5,170372429.06625,51752808.025
intraday_volatility_contraction,top,full,5,5182,263,-0.005577086718467861,-0.014394196004294924,0.41566962562717097,-0.10768599786727916,0.10363341056511731,0.11925897336935547,-0.06559774697981627,-0.002820604980491369,0.9719101123595506,2473.0,201957734.1545,55648478.697
