trade_date,market_view,denominator,decision_at,available_at,snapshot_id,size_structure_count,eligible_count,view_minimum_count,size_structure_valid,return_population_valid,size_log_value_iqr,size_log_value_p90_p10,size_log_value_mad,size_positive_participation_small30_large30,size_positive_participation_small20_large20,size_positive_participation_small40_large40,size_return_spread1_small30_large30,size_return_spread1_small20_large20,size_return_spread1_small40_large40,size_return_spread20_small30_large30,size_return_spread10_small30_large30,size_return_spread40_small30_large30,size_winner_entropy_top10,size_winner_entropy_top5,size_winner_entropy_top20,size_positive_mass_max_share,size_positive_mass_hhi,size_positive_mass_one_minus_entropy,size_bucket_return_std5,size_bucket_return_range5,size_bucket_return_mean_adjacent_gap5,size_leadership_transition5,size_leadership_transition3,size_leadership_transition10,size_log_value_iqr__pit_3y_pct,size_log_value_iqr__pit_3y_robust_z,size_log_value_iqr__relative_to_all,size_log_value_iqr__relative_view_rank_pct,size_positive_participation_small30_large30__pit_3y_pct,size_positive_participation_small30_large30__pit_3y_robust_z,size_positive_participation_small30_large30__relative_to_all,size_positive_participation_small30_large30__relative_view_rank_pct,size_return_spread1_small30_large30__pit_3y_pct,size_return_spread1_small30_large30__pit_3y_robust_z,size_return_spread1_small30_large30__relative_to_all,size_return_spread1_small30_large30__relative_view_rank_pct,size_return_spread20_small30_large30__pit_3y_pct,size_return_spread20_small30_large30__pit_3y_robust_z,size_return_spread20_small30_large30__relative_to_all,size_return_spread20_small30_large30__relative_view_rank_pct,size_winner_entropy_top10__pit_3y_pct,size_winner_entropy_top10__pit_3y_robust_z,size_winner_entropy_top10__relative_to_all,size_winner_entropy_top10__relative_view_rank_pct,size_positive_mass_max_share__pit_3y_pct,size_positive_mass_max_share__pit_3y_robust_z,size_positive_mass_max_share__relative_to_all,size_positive_mass_max_share__relative_view_rank_pct,size_bucket_return_std5__pit_3y_pct,size_bucket_return_std5__pit_3y_robust_z,size_bucket_return_std5__relative_to_all,size_bucket_return_std5__relative_view_rank_pct,size_leadership_transition5__pit_3y_pct,size_leadership_transition5__pit_3y_robust_z,size_leadership_transition5__relative_to_all,size_leadership_transition5__relative_view_rank_pct
2018-01-03,SH_A,ALL_STATUS,2018-01-03T15:00:00+08:00,2018-01-03T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1251,1250,400,True,True,1.66508903287,3.35397390209,0.828863078754,-0.106666666667,-0.184,-0.09,-0.00603726251255,-0.00727047572269,-0.00425007827519,,,,0.978716069769,0.978923673196,0.98153096089,0.367214649143,0.336867032635,0.00492422883788,0.00292481114052,0.00795766655542,0.00216121434704,,,,,,0.23061696858,1,,,-0.0360144927536,0.5,,,-0.00213437915009,0.5,,,,,,,-0.0151223065293,0.5,,,0.0128933181674,0.75,,,0.000790784992934,0.75,,,,
2018-01-03,SZ_A,ALL_STATUS,2018-01-03T15:00:00+08:00,2018-01-03T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1815,1815,400,True,True,1.27853815338,2.67076852096,0.640565803659,-0.0385321100917,-0.0385674931129,-0.0165289256198,-0.00257745088496,-0.00291247374646,-0.00245032662169,,,,0.996648455484,0.995946156133,0.98740605434,0.353579354669,0.334214342216,0.00120623229022,0.00177404051329,0.00514536567971,0.00184456440324,,,,,,-0.155933910915,0.5,,,0.0321200638213,1,,,0.0013254324775,1,,,,,,,0.00281007918577,1,,,-0.000741976306129,0.25,,,-0.000359985634292,0.25,,,,
2018-01-03,ALL_A,NON_ST,2018-01-03T15:00:00+08:00,2018-01-03T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,3022,3021,1000,True,True,1.44696402204,3.00109744557,0.72351003743,-0.0706401766004,-0.105960264901,-0.0480132450331,-0.00400635727634,-0.00524565951828,-0.00300684324353,,,,0.992839091392,0.998903125691,0.989996823052,0.356868725233,0.334768276462,0.00197714506443,0.00218826963561,0.00628485434593,0.00188383693922,,,,,,0,0.75,,,0,0.75,,,0,0.75,,,,,,,0,0.75,,,0,0.5,,,0,0.5,,,,
2018-01-03,CHINEXT_BOARD,NON_ST,2018-01-03T15:00:00+08:00,2018-01-03T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,635,635,200,True,True,1.24193544108,2.36143493501,0.625128120126,-0.157068062827,-0.212598425197,-0.110236220472,-0.00694423732405,-0.0101839625984,-0.00497835796015,,,,0.963495114842,0.970512890264,0.964563197304,0.401220028999,0.340761344106,0.00994624296009,0.0040664225578,0.0105190873113,0.00488014977403,,,,,,-0.20502858096,0.25,,,-0.0864278862268,0.25,,,-0.00293788004772,0.25,,,,,,,-0.0293439765497,0.25,,,0.0443513037661,1,,,0.00187815292218,1,,,,
2018-01-03,SH_A,NON_ST,2018-01-03T15:00:00+08:00,2018-01-03T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1225,1224,400,True,True,1.68297654734,3.38207080536,0.842978773266,-0.108991825613,-0.187755102041,-0.0938775510204,-0.00609835313141,-0.00712066236071,-0.00448551813874,,,,0.973724427963,0.974239879087,0.97884589496,0.369467768783,0.33742703915,0.00571740336853,0.00297725116349,0.0082090182623,0.00232017282804,,,,,,0.236012525308,1,,,-0.0383516490126,0.5,,,-0.00209199585507,0.5,,,,,,,-0.0191146634287,0.5,,,0.0125990435494,0.75,,,0.000788981527873,0.75,,,,
2018-01-03,SZ_A,NON_ST,2018-01-03T15:00:00+08:00,2018-01-03T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1797,1797,400,True,True,1.28416716199,2.68594328004,0.644288286051,-0.0371057513915,-0.0389972144847,-0.0180806675939,-0.00252173378586,-0.00292629860383,-0.00248020459568,,,,0.996756493496,0.997670894701,0.986957940731,0.356040519084,0.334391485931,0.00144716168591,0.00173891911739,0.00510262941927,0.00182305339788,,,,,,-0.162796860044,0.5,,,0.033534425209,1,,,0.00148462349047,1,,,,,,,0.00391740210391,1,,,-0.000828206149542,0.25,,,-0.000449350518227,0.25,,,,
2018-01-04,ALL_A,ALL_STATUS,2018-01-04T15:00:00+08:00,2018-01-04T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,3065,3065,1000,True,True,1.43015393211,2.99537477908,0.719188654446,-0.191304347826,-0.241435562806,-0.15660685155,-0.00582418026057,-0.00752351036357,-0.00492233419438,,,,0.990988074247,0.988330256607,0.981804588531,0.408293561785,0.341768014718,0.0111518453281,0.00261524855555,0.00752351036357,0.002380101276,,,,,,0,0.75,,,0,0.5,,,0,0.25,,,,,,,0,0.75,,,0,0.5,,,0,0.5,,,,
2018-01-04,CHINEXT_BOARD,ALL_STATUS,2018-01-04T15:00:00+08:00,2018-01-04T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,633,633,200,True,True,1.23388103885,2.36604970251,0.623582734504,-0.184210526316,-0.204724409449,-0.126482213439,-0.0054016752817,-0.00583074604365,-0.00310518058253,,,,0.951344300779,0.978697860412,0.962259972165,0.41460915274,0.346189577658,0.0176657705003,0.00202204123885,0.0056242606748,0.00258977897857,,,,,,-0.196272893256,0.25,,,0.0070938215103,0.75,,,0.000422504978868,1,,,,,,,-0.0396437734685,0.25,,,0.00631559095507,0.75,,,-0.000593207316699,0.25,,,,
2018-01-04,SH_A,ALL_STATUS,2018-01-04T15:00:00+08:00,2018-01-04T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1249,1249,400,True,True,1.67167921214,3.37982118982,0.834070005971,-0.192,-0.26,-0.158,-0.00554592575484,-0.00776910983998,-0.00446613967658,,,,0.996157272656,0.997243778484,0.986741215893,0.381873974956,0.337255450002,0.00529170490447,0.002622135859,0.00775123528868,0.00273176342313,,,,,,0.241525280031,1,,,-0.000695652173913,0.25,,,0.000278254505723,0.5,,,,,,,0.00516919840901,1,,,-0.0264195868288,0.25,,,6.88730345892e-06,0.75,,,,
2018-01-04,SZ_A,ALL_STATUS,2018-01-04T15:00:00+08:00,2018-01-04T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1816,1816,400,True,True,1.27963198108,2.68682531592,0.643476591186,-0.176146788991,-0.220385674931,-0.140495867769,-0.00550429831205,-0.00695798933345,-0.00466978671363,,,,0.967046298211,0.947627095922,0.975454992862,0.445187696547,0.352787850509,0.0256317278388,0.00270473449076,0.0070067293055,0.00302526190128,,,,,,-0.150521951031,0.5,,,0.0151575588353,1,,,0.000319881948514,0.75,,,,,,,-0.0239417760363,0.5,,,0.0368941347622,1,,,8.94859352093e-05,1,,,,
2018-01-04,ALL_A,NON_ST,2018-01-04T15:00:00+08:00,2018-01-04T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,3021,3021,1000,True,True,1.44462111941,3.00696158407,0.723454165054,-0.188741721854,-0.243377483444,-0.152317880795,-0.00566645290619,-0.00773111522084,-0.00476657987127,,,,0.991298476991,0.988441741358,0.982290188985,0.407042221796,0.341483071274,0.0107788303588,0.00266895962704,0.00768836576056,0.00266860293108,,,,,,0,0.75,,,0,0.25,,,0,0.25,,,,,,,0,0.75,,,0,0.5,,,0,0.75,,,,
2018-01-04,CHINEXT_BOARD,NON_ST,2018-01-04T15:00:00+08:00,2018-01-04T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,633,633,200,True,True,1.23388103885,2.36604970251,0.623582734504,-0.184210526316,-0.204724409449,-0.126482213439,-0.0054016752817,-0.00583074604365,-0.00310518058253,,,,0.951344300779,0.978697860412,0.962259972165,0.41460915274,0.346189577658,0.0176657705003,0.00202204123885,0.0056242606748,0.00258977897857,,,,,,-0.210740080556,0.25,,,0.00453119553852,0.5,,,0.000264777624493,0.75,,,,,,,-0.0399541762128,0.25,,,0.00756693094392,0.75,,,-0.000646918388194,0.25,,,,
2018-01-04,SH_A,NON_ST,2018-01-04T15:00:00+08:00,2018-01-04T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1223,1223,400,True,True,1.69584583163,3.40099565745,0.847607661825,-0.182561307902,-0.25306122449,-0.147239263804,-0.00515652136862,-0.00779223133024,-0.00425193673436,,,,0.995038529871,0.996121358864,0.987205087916,0.378609168855,0.336511713405,0.00426398621387,0.00261256750468,0.00779740249444,0.00261355346875,,,,,,0.251224712216,1,,,0.0061804139524,0.75,,,0.000509931537567,1,,,,,,,0.00374005287928,1,,,-0.028433052941,0.25,,,-5.63921223607e-05,0.5,,,,
2018-01-04,SZ_A,NON_ST,2018-01-04T15:00:00+08:00,2018-01-04T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1798,1798,400,True,True,1.28519337872,2.69409957457,0.646764894677,-0.17439703154,-0.219444444444,-0.13769123783,-0.00546571906642,-0.00687394258515,-0.00456412970563,,,,0.969182128943,0.946375669746,0.975790619122,0.444171056995,0.352753565096,0.0256947398094,0.0026906208913,0.00687380429443,0.00307276985454,,,,,,-0.15942774069,0.5,,,0.0143446903144,1,,,0.000200733839776,0.5,,,,,,,-0.022116348048,0.5,,,0.0371288351989,1,,,2.16612642566e-05,1,,,,
2018-01-05,ALL_A,ALL_STATUS,2018-01-05T15:00:00+08:00,2018-01-05T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,3069,3066,1000,True,True,1.4327049837,3.00033428363,0.718917070392,-0.0304347826087,-0.0228384991843,-0.00652528548124,-0.000689742764504,-4.85694472022e-05,0.000511836609732,,,,0.998268436095,0.988296773514,0.997826809115,0.353859104676,0.334059899478,0.000987678440702,0.000973688646639,0.00242937986105,0.00119841561546,,,,,,0,0.75,,,0,0.5,,,0,0.5,,,,,,,0,0.75,,,0,0.5,,,0,0.5,,,,
2018-01-05,CHINEXT_BOARD,ALL_STATUS,2018-01-05T15:00:00+08:00,2018-01-05T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,636,635,200,True,True,1.22981729149,2.34853153569,0.625393856176,0.0366492146597,-0.0393700787402,0.0393700787402,0.000239102453668,-0.00112974020028,0.000376164416565,,,,0.989448900327,0.988700002356,0.99960635181,0.369668714467,0.335320041129,0.00266775551101,0.00128013514789,0.0035051565412,0.00179912649388,,,,,,-0.20288769221,0.25,,,0.0670839972684,0.75,,,0.000928845218172,0.75,,,,,,,-0.00881953576759,0.25,,,0.0158096097912,1,,,0.000306446501246,0.75,,,,
2018-01-05,SH_A,ALL_STATUS,2018-01-05T15:00:00+08:00,2018-01-05T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1251,1250,400,True,True,1.66097921646,3.38146565398,0.838347420372,-0.072,-0.14,-0.068,-0.00192901791165,-0.00264147579658,-0.00126065686971,,,,0.994661906036,0.999311728235,0.993958335761,0.354516621577,0.334571345449,0.00170671980866,0.00174148521855,0.00479471174713,0.00262482310873,,,,,,0.228274232756,1,,,-0.0415652173913,0.25,,,-0.00123927514715,0.25,,,,,,,-0.00360653005898,0.5,,,0.000657516901128,0.75,,,0.000767796571908,1,,,,
2018-01-05,SZ_A,ALL_STATUS,2018-01-05T15:00:00+08:00,2018-01-05T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1818,1816,400,True,True,1.28840014416,2.67398775546,0.643289176192,0.0403669724771,0.0275482093664,0.0316804407713,0.00102334896797,0.000602524549997,0.00107807626921,,,,0.999972469504,0.987805992928,0.998852086915,0.344292096265,0.333535092468,0.000274652409275,0.000663061333396,0.00173617795235,0.000718944834469,,,,,,-0.144304839539,0.5,,,0.0708017550858,1,,,0.00171309173247,1,,,,,,,0.00170403340949,1,,,-0.00956700841113,0.25,,,-0.000310627313243,0.25,,,,
2018-01-05,ALL_A,NON_ST,2018-01-05T15:00:00+08:00,2018-01-05T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,3025,3022,1000,True,True,1.44526389058,3.01058921687,0.724373581055,-0.0297684674752,-0.0264900662252,-0.00744416873449,-0.000669550102658,-0.000118462885043,0.000425544642906,,,,0.998466194556,0.989224058383,0.997582749042,0.354303982654,0.334062725615,0.000989968669446,0.00107654154574,0.00275416109708,0.00134570969697,,,,,,0,0.75,,,0,0.5,,,0,0.5,,,,,,,0,0.75,,,0,0.5,,,0,0.5,,,,
2018-01-05,CHINEXT_BOARD,NON_ST,2018-01-05T15:00:00+08:00,2018-01-05T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,636,635,200,True,True,1.22981729149,2.34853153569,0.625393856176,0.0366492146597,-0.0393700787402,0.0393700787402,0.000239102453668,-0.00112974020028,0.000376164416565,,,,0.989448900327,0.988700002356,0.99960635181,0.369668714467,0.335320041129,0.00266775551101,0.00128013514789,0.0035051565412,0.00179912649388,,,,,,-0.215446599091,0.25,,,0.0664176821349,0.75,,,0.000908652556326,0.75,,,,,,,-0.00901729422853,0.25,,,0.0153647318128,1,,,0.000203593602142,0.75,,,,
2018-01-05,SH_A,NON_ST,2018-01-05T15:00:00+08:00,2018-01-05T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1225,1224,400,True,True,1.68162701457,3.41448957299,0.843186699227,-0.0681198910082,-0.14693877551,-0.0673469387755,-0.00191545771828,-0.00247640110758,-0.001224877673,,,,0.992298897818,0.999761900796,0.99522194223,0.360012000136,0.334842210534,0.00206717729287,0.00164996556527,0.00452523969164,0.00223083087359,,,,,,0.23636312399,1,,,-0.038351423533,0.25,,,-0.00124590761562,0.25,,,,,,,-0.0061672967371,0.5,,,0.00570801748177,0.75,,,0.000573424019527,1,,,,
2018-01-05,SZ_A,NON_ST,2018-01-05T15:00:00+08:00,2018-01-05T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1800,1798,400,True,True,1.29132682178,2.68459805658,0.645893264097,0.0371057513915,0.0222222222222,0.029207232267,0.00097140833936,0.000542506635514,0.00104495189339,,,,0.999915714688,0.987781243812,0.998977519394,0.34375488141,0.33354839105,0.000293632216998,0.000629264847695,0.0016666957897,0.000705945094945,,,,,,-0.153937068802,0.5,,,0.0668742188667,1,,,0.00164095844202,1,,,,,,,0.00144952013226,1,,,-0.0105491012448,0.25,,,-0.000447276698048,0.25,,,,
2018-01-08,ALL_A,ALL_STATUS,2018-01-08T15:00:00+08:00,2018-01-08T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,3071,3071,1000,True,True,1.44033295693,2.99731120359,0.722069105908,-0.169381107492,-0.174267100977,-0.166938110749,-0.00339744969807,-0.00319306741376,-0.00351679981782,,,,0.958755755522,0.964878087387,0.96822668511,0.413063260338,0.349236101082,0.022520376716,0.00329711021221,0.00861668992248,0.0035083612846,,,,,,0,0.75,,,0,0.5,,,0,0.5,,,,,,,0,0.75,,,0,0.5,,,0,0.5,,,,
2018-01-08,CHINEXT_BOARD,ALL_STATUS,2018-01-08T15:00:00+08:00,2018-01-08T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,638,638,200,True,True,1.25202824892,2.34223926447,0.62214626284,0.0418848167539,0.03125,0.0274509803922,0.00597618315047,0.00710839390794,0.0043129032721,,,,0.964332214925,0.92395023587,0.996591470599,0.473759985729,0.362914416903,0.0383066052409,0.00349195265815,0.0102266078779,0.00407424289821,,,,,,-0.18830470801,0.25,,,0.211265924246,1,,,0.00937363284855,1,,,,,,,0.005576459403,1,,,0.0606967253915,1,,,0.000194842445934,1,,,,
2018-01-08,SH_A,ALL_STATUS,2018-01-08T15:00:00+08:00,2018-01-08T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1253,1253,400,True,True,1.6829806104,3.38967225241,0.843132193984,-0.170212765957,-0.0876494023904,-0.175648702595,-0.00360766502949,-0.00113158678782,-0.00416181689989,,,,0.94623338119,0.952684124672,0.976220011851,0.419068264258,0.348200823788,0.0205623618705,0.00336485358387,0.00828581902932,0.00387430426744,,,,,,0.242647653464,1,,,-0.00083165846559,0.25,,,-0.000210215331421,0.25,,,,,,,-0.0125223743322,0.25,,,0.00600500392083,0.75,,,6.77433716545e-05,0.75,,,,
2018-01-08,SZ_A,ALL_STATUS,2018-01-08T15:00:00+08:00,2018-01-08T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,1818,1818,400,True,True,1.29574576659,2.65544624174,0.646355055192,-0.139449541284,-0.162087912088,-0.143053645117,-0.0023190361989,-0.00167112489586,-0.0027344822451,,,,0.950324780733,0.963055315223,0.953875845102,0.405163681344,0.351618677649,0.0265452316219,0.00284950614178,0.00730792569679,0.00323913405713,,,,,,-0.144587190345,0.5,,,0.0299315662075,0.75,,,0.00107841349918,0.75,,,,,,,-0.00843097478914,0.5,,,-0.00789957899361,0.25,,,-0.000447604070436,0.25,,,,
2018-01-08,ALL_A,NON_ST,2018-01-08T15:00:00+08:00,2018-01-08T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,3027,3027,1000,True,True,1.45015181057,3.0178387798,0.726031394313,-0.168502202643,-0.171900826446,-0.16597853014,-0.00331038655751,-0.00279391300166,-0.00336456231983,,,,0.960132578325,0.96265137847,0.968698969413,0.411820057204,0.348897507808,0.0220469533781,0.00315453258994,0.00833305392379,0.00344670281015,,,,,,0,0.75,,,0,0.25,,,0,0.5,,,,,,,0,0.75,,,0,0.5,,,0,0.75,,,,
2018-01-08,CHINEXT_BOARD,NON_ST,2018-01-08T15:00:00+08:00,2018-01-08T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,638,638,200,True,True,1.25202824892,2.34223926447,0.62214626284,0.0418848167539,0.03125,0.0274509803922,0.00597618315047,0.00710839390794,0.0043129032721,,,,0.964332214925,0.92395023587,0.996591470599,0.473759985729,0.362914416903,0.0383066052409,0.00349195265815,0.0102266078779,0.00407424289821,,,,,,-0.198123561652,0.25,,,0.210387019397,1,,,0.00928656970798,1,,,,,,,0.00419963660065,1,,,0.0619399285248,1,,,0.000337420068208,1,,,,
