audit_type,stratum,market_view,denominator,horizon,scope,scope_value,n,partial_rho,low_n,high_n,tail_residual_gap
partial_rank,1,CHINEXT_BOARD,NON_ST,3,cell,CHINEXT_BOARD:NON_ST,700,-0.15455245670105094,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,5,cell,CHINEXT_BOARD:NON_ST,700,-0.18849572049229343,,,
partial_rank,1,SH_A,ALL_STATUS,1,cell,SH_A:ALL_STATUS,814,-0.17461828683223249,,,
partial_rank,1,SH_A,ALL_STATUS,3,cell,SH_A:ALL_STATUS,814,-0.19696115879421064,,,
partial_rank,1,SH_A,ALL_STATUS,5,cell,SH_A:ALL_STATUS,814,-0.19178503661457946,,,
partial_rank,1,SH_A,NON_ST,1,cell,SH_A:NON_ST,813,-0.18800137509164158,,,
partial_rank,1,SH_A,NON_ST,3,cell,SH_A:NON_ST,813,-0.20728310856180954,,,
partial_rank,1,SH_A,NON_ST,5,cell,SH_A:NON_ST,813,-0.20276669483042647,,,
partial_rank,1,SZ_A,ALL_STATUS,1,cell,SZ_A:ALL_STATUS,825,-0.17143881138151582,,,
partial_rank,1,SZ_A,ALL_STATUS,3,cell,SZ_A:ALL_STATUS,825,-0.18260551338612627,,,
partial_rank,1,SZ_A,ALL_STATUS,5,cell,SZ_A:ALL_STATUS,825,-0.18034425633000067,,,
partial_rank,1,SZ_A,NON_ST,1,cell,SZ_A:NON_ST,825,-0.17439735904956422,,,
partial_rank,1,SZ_A,NON_ST,3,cell,SZ_A:NON_ST,825,-0.1851139675546733,,,
partial_rank,1,SZ_A,NON_ST,5,cell,SZ_A:NON_ST,825,-0.18085189073677629,,,
partial_rank,1,ALL_A,ALL_STATUS,3,leave_one_year_out,2020,722,-0.22447093964473017,,,
partial_rank,1,ALL_A,NON_ST,3,leave_one_year_out,2020,722,-0.23561569280590033,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,3,leave_one_year_out,2020,660,-0.15953058990194888,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,3,leave_one_year_out,2020,656,-0.15486106393837326,,,
partial_rank,1,SH_A,ALL_STATUS,3,leave_one_year_out,2020,710,-0.23473889069621132,,,
partial_rank,1,SH_A,NON_ST,3,leave_one_year_out,2020,709,-0.2454502588711594,,,
partial_rank,1,SZ_A,ALL_STATUS,3,leave_one_year_out,2020,718,-0.17621715095735116,,,
partial_rank,1,SZ_A,NON_ST,3,leave_one_year_out,2020,718,-0.18347962070032181,,,
partial_rank,1,ALL_A,ALL_STATUS,3,leave_one_year_out,2021,586,-0.27291310492615406,,,
partial_rank,1,ALL_A,NON_ST,3,leave_one_year_out,2021,586,-0.27673902546903939,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,3,leave_one_year_out,2021,472,-0.1675798810577197,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,3,leave_one_year_out,2021,467,-0.16539916320249759,,,
partial_rank,1,SH_A,ALL_STATUS,3,leave_one_year_out,2021,571,-0.21750461029354001,,,
partial_rank,1,SH_A,NON_ST,3,leave_one_year_out,2021,570,-0.22509945014122065,,,
partial_rank,1,SZ_A,ALL_STATUS,3,leave_one_year_out,2021,582,-0.21973432239255963,,,
partial_rank,1,SZ_A,NON_ST,3,leave_one_year_out,2021,582,-0.22114778068993821,,,
partial_rank,1,ALL_A,ALL_STATUS,3,leave_one_year_out,2022,587,-0.24853805094030595,,,
partial_rank,1,ALL_A,NON_ST,3,leave_one_year_out,2022,587,-0.24406702550059628,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,3,leave_one_year_out,2022,509,-0.18664387534554572,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,3,leave_one_year_out,2022,508,-0.17838219012947343,,,
partial_rank,1,SH_A,ALL_STATUS,3,leave_one_year_out,2022,584,-0.2240251236862264,,,
partial_rank,1,SH_A,NON_ST,3,leave_one_year_out,2022,584,-0.23322688974042133,,,
partial_rank,1,SZ_A,ALL_STATUS,3,leave_one_year_out,2022,587,-0.20665380650120724,,,
partial_rank,1,SZ_A,NON_ST,3,leave_one_year_out,2022,587,-0.20882421624185898,,,
partial_rank,1,ALL_A,ALL_STATUS,3,leave_one_year_out,2023,592,-0.16202972622783779,,,
partial_rank,1,ALL_A,NON_ST,3,leave_one_year_out,2023,592,-0.17285429458233018,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,3,leave_one_year_out,2023,471,-0.11004847501207168,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,3,leave_one_year_out,2023,469,-0.1029290274414017,,,
partial_rank,1,SH_A,ALL_STATUS,3,leave_one_year_out,2023,577,-0.1354586878352938,,,
partial_rank,1,SH_A,NON_ST,3,leave_one_year_out,2023,576,-0.14971475883322713,,,
partial_rank,1,SZ_A,ALL_STATUS,3,leave_one_year_out,2023,588,-0.13732766805918847,,,
partial_rank,1,SZ_A,NON_ST,3,leave_one_year_out,2023,588,-0.13498846953509977,,,
partial_rank,1,ALL_A,ALL_STATUS,3,phase,0,276,-0.21236968947777091,,,
partial_rank,1,ALL_A,ALL_STATUS,5,phase,0,166,-0.26562263098580119,,,
partial_rank,1,ALL_A,NON_ST,3,phase,0,276,-0.2220231650803898,,,
partial_rank,1,ALL_A,NON_ST,5,phase,0,166,-0.27357029364991198,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,3,phase,0,233,-0.19960887050065315,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,5,phase,0,142,-0.16401630136220829,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,3,phase,0,232,-0.19571648896093286,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,5,phase,0,141,-0.15120379819372801,,,
partial_rank,1,SH_A,ALL_STATUS,3,phase,0,272,-0.20914070128023574,,,
partial_rank,1,SH_A,ALL_STATUS,5,phase,0,164,-0.17553653937411692,,,
partial_rank,1,SH_A,NON_ST,3,phase,0,271,-0.23562362786498453,,,
partial_rank,1,SH_A,NON_ST,5,phase,0,163,-0.19194677302559973,,,
partial_rank,1,SZ_A,ALL_STATUS,3,phase,0,275,-0.12361166482613273,,,
partial_rank,1,SZ_A,ALL_STATUS,5,phase,0,165,-0.19738481302767893,,,
partial_rank,1,SZ_A,NON_ST,3,phase,0,275,-0.136300153253887,,,
partial_rank,1,SZ_A,NON_ST,5,phase,0,165,-0.21917304657680195,,,
partial_rank,1,ALL_A,ALL_STATUS,3,phase,1,277,-0.30602065563564962,,,
partial_rank,1,ALL_A,ALL_STATUS,5,phase,1,166,-0.2424673976637837,,,
partial_rank,1,ALL_A,NON_ST,3,phase,1,277,-0.31882559455437925,,,
partial_rank,1,ALL_A,NON_ST,5,phase,1,166,-0.22635172373507378,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,3,phase,1,237,-0.076887772954217976,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,5,phase,1,141,-0.25488580510912595,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,3,phase,1,233,-0.060448758863225288,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,5,phase,1,142,-0.21199357986872414,,,
partial_rank,1,SH_A,ALL_STATUS,3,phase,1,271,-0.18334476200574892,,,
partial_rank,1,SH_A,ALL_STATUS,5,phase,1,159,-0.24097442911337968,,,
partial_rank,1,SH_A,NON_ST,3,phase,1,271,-0.18550326657992589,,,
partial_rank,1,SH_A,NON_ST,5,phase,1,159,-0.2630728070472117,,,
partial_rank,1,SZ_A,ALL_STATUS,3,phase,1,276,-0.27654300303918655,,,
partial_rank,1,SZ_A,ALL_STATUS,5,phase,1,164,-0.14907617721088595,,,
partial_rank,1,SZ_A,NON_ST,3,phase,1,276,-0.27951228328554767,,,
partial_rank,1,SZ_A,NON_ST,5,phase,1,164,-0.13114469465812559,,,
partial_rank,1,ALL_A,ALL_STATUS,3,phase,2,276,-0.12999486320726789,,,
partial_rank,1,ALL_A,ALL_STATUS,5,phase,2,165,-0.18797971954095458,,,
partial_rank,1,ALL_A,NON_ST,3,phase,2,276,-0.12230790478391777,,,
partial_rank,1,ALL_A,NON_ST,5,phase,2,165,-0.16003517092938088,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,3,phase,2,234,-0.19490927122450963,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,5,phase,2,139,-0.20327003538414512,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,3,phase,2,235,-0.19117059302035547,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,5,phase,2,137,-0.20595093290005223,,,
partial_rank,1,SH_A,ALL_STATUS,3,phase,2,271,-0.18675819163688909,,,
partial_rank,1,SH_A,ALL_STATUS,5,phase,2,162,-0.12495691827000488,,,
partial_rank,1,SH_A,NON_ST,3,phase,2,271,-0.19146731029151756,,,
partial_rank,1,SH_A,NON_ST,5,phase,2,162,-0.1528171283943501,,,
partial_rank,1,SZ_A,ALL_STATUS,3,phase,2,274,-0.12561045987517619,,,
partial_rank,1,SZ_A,ALL_STATUS,5,phase,2,164,-0.10747929380687299,,,
partial_rank,1,SZ_A,NON_ST,3,phase,2,274,-0.12132830778671293,,,
partial_rank,1,SZ_A,NON_ST,5,phase,2,164,-0.088567449070406173,,,
partial_rank,1,ALL_A,ALL_STATUS,5,phase,3,166,-0.11073065829623367,,,
partial_rank,1,ALL_A,NON_ST,5,phase,3,166,-0.1354795291289127,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,5,phase,3,139,-0.097068077315654436,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,5,phase,3,138,-0.10661953377377309,,,
partial_rank,1,SH_A,ALL_STATUS,5,phase,3,165,-0.12312947177927479,,,
partial_rank,1,SH_A,NON_ST,5,phase,3,165,-0.14854608227925847,,,
partial_rank,1,SZ_A,ALL_STATUS,5,phase,3,166,-0.12118957543184472,,,
partial_rank,1,SZ_A,NON_ST,5,phase,3,166,-0.13410734796009774,,,
partial_rank,1,ALL_A,ALL_STATUS,5,phase,4,166,-0.29689456753662768,,,
partial_rank,1,ALL_A,NON_ST,5,phase,4,166,-0.30003508735550971,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,5,phase,4,143,-0.28408492827651732,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,5,phase,4,142,-0.28585743950600156,,,
partial_rank,1,SH_A,ALL_STATUS,5,phase,4,164,-0.28503221074794843,,,
partial_rank,1,SH_A,NON_ST,5,phase,4,164,-0.26394859746639365,,,
partial_rank,1,SZ_A,ALL_STATUS,5,phase,4,166,-0.25805303089244469,,,
partial_rank,1,SZ_A,NON_ST,5,phase,4,166,-0.26634090937750926,,,
partial_rank,1,ALL_A,ALL_STATUS,3,year,2020,107,-0.2954855804605796,,,
partial_rank,1,ALL_A,NON_ST,3,year,2020,107,-0.28730364402188613,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,3,year,2020,44,0.022206399302009818,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,3,year,2020,44,0.024212371468902615,,,
partial_rank,1,SH_A,ALL_STATUS,3,year,2020,104,-0.031572113385064562,,,
partial_rank,1,SH_A,NON_ST,3,year,2020,104,-0.035386036843240092,,,
partial_rank,1,SZ_A,ALL_STATUS,3,year,2020,107,-0.29399202683751324,,,
partial_rank,1,SZ_A,NON_ST,3,year,2020,107,-0.27355982808431062,,,
partial_rank,1,ALL_A,ALL_STATUS,3,year,2021,243,-0.10591635700141926,,,
partial_rank,1,ALL_A,NON_ST,3,year,2021,243,-0.1266449978259746,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,3,year,2021,232,-0.063638467102812735,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,3,year,2021,233,-0.042454065561153623,,,
partial_rank,1,SH_A,ALL_STATUS,3,year,2021,243,-0.15446191557099206,,,
partial_rank,1,SH_A,NON_ST,3,year,2021,243,-0.17718443195714476,,,
partial_rank,1,SZ_A,ALL_STATUS,3,year,2021,243,-0.083196813216062579,,,
partial_rank,1,SZ_A,NON_ST,3,year,2021,243,-0.10265182675828866,,,
partial_rank,1,ALL_A,ALL_STATUS,3,year,2022,242,-0.2341911855636144,,,
partial_rank,1,ALL_A,NON_ST,3,year,2022,242,-0.26657699264196072,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,3,year,2022,195,-0.10217253351485076,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,3,year,2022,192,-0.10469989456749698,,,
partial_rank,1,SH_A,ALL_STATUS,3,year,2022,230,-0.20665024589435663,,,
partial_rank,1,SH_A,NON_ST,3,year,2022,229,-0.22201561243336554,,,
partial_rank,1,SZ_A,ALL_STATUS,3,year,2022,238,-0.16417037401861115,,,
partial_rank,1,SZ_A,NON_ST,3,year,2022,238,-0.17288416674195956,,,
partial_rank,1,ALL_A,ALL_STATUS,3,year,2023,237,-0.3217536655731591,,,
partial_rank,1,ALL_A,NON_ST,3,year,2023,237,-0.33250533417933542,,,
partial_rank,1,CHINEXT_BOARD,ALL_STATUS,3,year,2023,233,-0.2817919305746307,,,
partial_rank,1,CHINEXT_BOARD,NON_ST,3,year,2023,231,-0.27929032375760904,,,
partial_rank,1,SH_A,ALL_STATUS,3,year,2023,237,-0.38231242353164069,,,
partial_rank,1,SH_A,NON_ST,3,year,2023,237,-0.38585869396924177,,,
partial_rank,1,SZ_A,ALL_STATUS,3,year,2023,237,-0.26137360597980674,,,
partial_rank,1,SZ_A,NON_ST,3,year,2023,237,-0.26127488593512133,,,
tail_residual_gap,1,ALL_A,ALL_STATUS,3,cell,ALL_A:ALL_STATUS,829,,176,165,-0.0077418174446326005
tail_residual_gap,1,ALL_A,NON_ST,3,cell,ALL_A:NON_ST,829,,177,163,-0.0076192416560827425
tail_residual_gap,1,CHINEXT_BOARD,ALL_STATUS,3,cell,CHINEXT_BOARD:ALL_STATUS,704,,134,176,-0.0070884721647063928
tail_residual_gap,1,CHINEXT_BOARD,NON_ST,3,cell,CHINEXT_BOARD:NON_ST,700,,129,175,-0.0069306927002266774
tail_residual_gap,1,SH_A,ALL_STATUS,3,cell,SH_A:ALL_STATUS,814,,179,141,-0.0065134512749348752
tail_residual_gap,1,SH_A,NON_ST,3,cell,SH_A:NON_ST,813,,174,142,-0.0068537229601450065
tail_residual_gap,1,SZ_A,ALL_STATUS,3,cell,SZ_A:ALL_STATUS,825,,164,190,-0.0072580732894043038
tail_residual_gap,1,SZ_A,NON_ST,3,cell,SZ_A:NON_ST,825,,164,188,-0.0061443863163167575
partial_rank,2,ALL_A,ALL_STATUS,3,block,A,107,-0.19871159163471405,,,
partial_rank,2,ALL_A,NON_ST,3,block,A,107,-0.17774040464115468,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,3,block,A,44,0.066842819350809199,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,3,block,A,44,0.045554038683829602,,,
partial_rank,2,SH_A,ALL_STATUS,3,block,A,104,-0.081568269201814619,,,
partial_rank,2,SH_A,NON_ST,3,block,A,104,-0.054227156309508272,,,
partial_rank,2,SZ_A,ALL_STATUS,3,block,A,107,-0.12330640379844773,,,
partial_rank,2,SZ_A,NON_ST,3,block,A,107,-0.084993701591963677,,,
partial_rank,2,ALL_A,ALL_STATUS,3,block,B,722,-0.094927081355769855,,,
partial_rank,2,ALL_A,NON_ST,3,block,B,722,-0.10123375596197869,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,3,block,B,659,-0.10858655493621115,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,3,block,B,656,-0.099375473920330831,,,
partial_rank,2,SH_A,ALL_STATUS,3,block,B,710,-0.14250431164016009,,,
partial_rank,2,SH_A,NON_ST,3,block,B,709,-0.14867582912141208,,,
partial_rank,2,SZ_A,ALL_STATUS,3,block,B,718,-0.08230647761420401,,,
partial_rank,2,SZ_A,NON_ST,3,block,B,718,-0.088562897563138412,,,
partial_rank,2,ALL_A,ALL_STATUS,1,cell,ALL_A:ALL_STATUS,829,-0.090077231177894374,,,
partial_rank,2,ALL_A,ALL_STATUS,3,cell,ALL_A:ALL_STATUS,829,-0.10246865235572064,,,
partial_rank,2,ALL_A,ALL_STATUS,5,cell,ALL_A:ALL_STATUS,829,-0.077702794776009804,,,
partial_rank,2,ALL_A,NON_ST,1,cell,ALL_A:NON_ST,829,-0.092516680204475329,,,
partial_rank,2,ALL_A,NON_ST,3,cell,ALL_A:NON_ST,829,-0.10739266360334022,,,
partial_rank,2,ALL_A,NON_ST,5,cell,ALL_A:NON_ST,829,-0.08633645548065691,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,1,cell,CHINEXT_BOARD:ALL_STATUS,703,-0.088016046818844798,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,3,cell,CHINEXT_BOARD:ALL_STATUS,703,-0.111105629478255,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,5,cell,CHINEXT_BOARD:ALL_STATUS,703,-0.14126541548805668,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,1,cell,CHINEXT_BOARD:NON_ST,700,-0.078308512483737699,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,3,cell,CHINEXT_BOARD:NON_ST,700,-0.10304740011297281,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,5,cell,CHINEXT_BOARD:NON_ST,700,-0.13582806107173917,,,
partial_rank,2,SH_A,ALL_STATUS,1,cell,SH_A:ALL_STATUS,814,-0.10758410098067493,,,
partial_rank,2,SH_A,ALL_STATUS,3,cell,SH_A:ALL_STATUS,814,-0.12729273144804623,,,
partial_rank,2,SH_A,ALL_STATUS,5,cell,SH_A:ALL_STATUS,814,-0.087841624087011835,,,
partial_rank,2,SH_A,NON_ST,1,cell,SH_A:NON_ST,813,-0.11906712853306142,,,
partial_rank,2,SH_A,NON_ST,3,cell,SH_A:NON_ST,813,-0.12817331569636597,,,
partial_rank,2,SH_A,NON_ST,5,cell,SH_A:NON_ST,813,-0.090730675228203952,,,
partial_rank,2,SZ_A,ALL_STATUS,1,cell,SZ_A:ALL_STATUS,825,-0.066658534126569205,,,
partial_rank,2,SZ_A,ALL_STATUS,3,cell,SZ_A:ALL_STATUS,825,-0.08079635659528614,,,
partial_rank,2,SZ_A,ALL_STATUS,5,cell,SZ_A:ALL_STATUS,825,-0.079691059196216552,,,
partial_rank,2,SZ_A,NON_ST,1,cell,SZ_A:NON_ST,825,-0.07606527157729398,,,
partial_rank,2,SZ_A,NON_ST,3,cell,SZ_A:NON_ST,825,-0.085875011218068203,,,
partial_rank,2,SZ_A,NON_ST,5,cell,SZ_A:NON_ST,825,-0.083154403674874214,,,
partial_rank,2,ALL_A,ALL_STATUS,3,leave_one_year_out,2020,722,-0.094927081355769855,,,
partial_rank,2,ALL_A,NON_ST,3,leave_one_year_out,2020,722,-0.10123375596197869,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,3,leave_one_year_out,2020,659,-0.10858655493621115,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,3,leave_one_year_out,2020,656,-0.099375473920330831,,,
partial_rank,2,SH_A,ALL_STATUS,3,leave_one_year_out,2020,710,-0.14250431164016009,,,
partial_rank,2,SH_A,NON_ST,3,leave_one_year_out,2020,709,-0.14867582912141208,,,
partial_rank,2,SZ_A,ALL_STATUS,3,leave_one_year_out,2020,718,-0.08230647761420401,,,
partial_rank,2,SZ_A,NON_ST,3,leave_one_year_out,2020,718,-0.088562897563138412,,,
partial_rank,2,ALL_A,ALL_STATUS,3,leave_one_year_out,2021,586,-0.14366428223339728,,,
partial_rank,2,ALL_A,NON_ST,3,leave_one_year_out,2021,586,-0.1498778064565417,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,3,leave_one_year_out,2021,471,-0.12759523508072737,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,3,leave_one_year_out,2021,467,-0.099175370733968884,,,
partial_rank,2,SH_A,ALL_STATUS,3,leave_one_year_out,2021,571,-0.1401281237633055,,,
partial_rank,2,SH_A,NON_ST,3,leave_one_year_out,2021,570,-0.14394968010910911,,,
partial_rank,2,SZ_A,ALL_STATUS,3,leave_one_year_out,2021,582,-0.096968902459306672,,,
partial_rank,2,SZ_A,NON_ST,3,leave_one_year_out,2021,582,-0.10503878342507278,,,
partial_rank,2,ALL_A,ALL_STATUS,3,leave_one_year_out,2022,587,-0.13838566095073321,,,
partial_rank,2,ALL_A,NON_ST,3,leave_one_year_out,2022,587,-0.14573757268894111,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,3,leave_one_year_out,2022,509,-0.14596488311001873,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,3,leave_one_year_out,2022,508,-0.15266606969670823,,,
partial_rank,2,SH_A,ALL_STATUS,3,leave_one_year_out,2022,583,-0.16917304957469304,,,
partial_rank,2,SH_A,NON_ST,3,leave_one_year_out,2022,583,-0.17450097439098292,,,
partial_rank,2,SZ_A,ALL_STATUS,3,leave_one_year_out,2022,587,-0.11906256448776915,,,
partial_rank,2,SZ_A,NON_ST,3,leave_one_year_out,2022,587,-0.126979230851335,,,
partial_rank,2,ALL_A,ALL_STATUS,3,leave_one_year_out,2023,592,-0.044715195705718941,,,
partial_rank,2,ALL_A,NON_ST,3,leave_one_year_out,2023,592,-0.045086324115027172,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,3,leave_one_year_out,2023,470,-0.04842843570924589,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,3,leave_one_year_out,2023,469,-0.052526854809334153,,,
partial_rank,2,SH_A,ALL_STATUS,3,leave_one_year_out,2023,578,-0.075643792382869224,,,
partial_rank,2,SH_A,NON_ST,3,leave_one_year_out,2023,577,-0.062121386701716103,,,
partial_rank,2,SZ_A,ALL_STATUS,3,leave_one_year_out,2023,588,-0.03370560129999451,,,
partial_rank,2,SZ_A,NON_ST,3,leave_one_year_out,2023,588,-0.031922396086817961,,,
partial_rank,2,ALL_A,ALL_STATUS,3,phase,0,276,-0.1132147901756846,,,
partial_rank,2,ALL_A,ALL_STATUS,5,phase,0,166,-0.20904549531257308,,,
partial_rank,2,ALL_A,NON_ST,3,phase,0,276,-0.11002360246214221,,,
partial_rank,2,ALL_A,NON_ST,5,phase,0,166,-0.22126501280709848,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,3,phase,0,233,-0.17422748664181362,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,5,phase,0,142,-0.18732560756072511,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,3,phase,0,232,-0.168676262467928,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,5,phase,0,141,-0.17499953948451702,,,
partial_rank,2,SH_A,ALL_STATUS,3,phase,0,272,-0.08385328218596666,,,
partial_rank,2,SH_A,ALL_STATUS,5,phase,0,164,-0.15291477975708037,,,
partial_rank,2,SH_A,NON_ST,3,phase,0,271,-0.10073452179290743,,,
partial_rank,2,SH_A,NON_ST,5,phase,0,163,-0.17543385393875408,,,
partial_rank,2,SZ_A,ALL_STATUS,3,phase,0,275,-0.061701584090924272,,,
partial_rank,2,SZ_A,ALL_STATUS,5,phase,0,165,-0.15413306891472869,,,
partial_rank,2,SZ_A,NON_ST,3,phase,0,275,-0.07740534920400112,,,
partial_rank,2,SZ_A,NON_ST,5,phase,0,165,-0.15972826610691832,,,
partial_rank,2,ALL_A,ALL_STATUS,3,phase,1,277,-0.13009755632539136,,,
partial_rank,2,ALL_A,ALL_STATUS,5,phase,1,166,-0.041912303467819642,,,
partial_rank,2,ALL_A,NON_ST,3,phase,1,277,-0.12890717474006,,,
partial_rank,2,ALL_A,NON_ST,5,phase,1,166,-0.080598225035813972,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,3,phase,1,237,-0.063173333393284486,,,
partial_rank,2,CHINEXT_BOARD,ALL_STATUS,5,phase,1,140,-0.078167341139954424,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,3,phase,1,233,-0.029624683517055952,,,
partial_rank,2,CHINEXT_BOARD,NON_ST,5,phase,1,142,-0.07350595039340467,,,
partial_rank,2,SH_A,ALL_STATUS,3,phase,1,270,-0.099992673965088485,,,
partial_rank,2,SH_A,ALL_STATUS,5,phase,1,159,-0.15826178033737742,,,
partial_rank,2,SH_A,NON_ST,3,phase,1,270,-0.096396873281621734,,,
partial_rank,2,SH_A,NON_ST,5,phase,1,159,-0.16731854840127999,,,
partial_rank,2,SZ_A,ALL_STATUS,3,phase,1,276,-0.12015742915185279,,,
partial_rank,2,SZ_A,ALL_STATUS,5,phase,1,164,0.0024633363263190824,,,
partial_rank,2,SZ_A,NON_ST,3,phase,1,276,-0.10774977923580188,,,
partial_rank,2,SZ_A,NON_ST,5,phase,1,164,-0.0042902637845462681,,,
partial_rank,2,ALL_A,ALL_STATUS,3,phase,2,276,-0.050671757290914207,,,
partial_rank,2,ALL_A,ALL_STATUS,5,phase,2,165,-0.067817159820541942,,,
partial_rank,2,ALL_A,NON_ST,3,phase,2,276,-0.067877396003041324,,,
partial_rank,2,ALL_A,NON_ST,5,phase,2,165,-0.081743254389374048,,,
