year,view,name,cell,decision_dates,mean_cohort_payoff,relative_to_industry,relative_to_broad
2022,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,MEDIUM×MEDIUM,1,0.05845436414,-0.01500135509,0.04585979884
2022,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,HIGH×HIGH,10,-0.004650031353,0.02751752239,0.0651271546
2022,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,HIGH×LOW,3,0.104057689,-0.002005761589,0.1114712133
2022,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,HIGH×MEDIUM,6,-0.01015919146,-0.005336176079,0.0529305002
2022,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,LOW×HIGH,2,0.02032648135,0.06246602235,0.01819431738
2022,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,LOW×LOW,3,0.01899941232,-0.008083050816,0.03190240739
2022,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,LOW×MEDIUM,2,0.01586033755,0.03455084673,0.02168595028
2022,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,MEDIUM×HIGH,6,-0.04142492716,-0.004856164857,0.05185195377
2022,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,MEDIUM×LOW,10,-0.0005304811174,0.02121454651,0.06493064076
2022,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,MEDIUM×MEDIUM,7,-0.02157108662,0.01467095051,0.05669013735
2023,dimension,ABSOLUTE_MARKET_STATE,LOW,8,-0.00170267232,0.01641688614,0.022475177
2023,dimension,ABSOLUTE_MARKET_STATE,MEDIUM,18,0.03379654242,0.01579583822,0.07311234191
2023,dimension,ABSOLUTE_MARKET_STATE,HIGH,18,0.0003237924573,0.008418087364,0.05267983052
2023,dimension,CROSS_SECTIONAL_DISPERSION,LOW,35,0.01664889594,0.01549416439,0.05864924384
2023,dimension,CROSS_SECTIONAL_DISPERSION,MEDIUM,7,0.01488089739,0.006047255938,0.05986750527
2023,dimension,CROSS_SECTIONAL_DISPERSION,HIGH,2,-0.04316649515,-0.008720397778,-0.01386777578
2023,dimension,SYNCHRONIZATION,LOW,17,0.01318619086,0.006526514485,0.06197934676
2023,dimension,SYNCHRONIZATION,MEDIUM,17,0.02217046454,0.01592554857,0.05693675822
2023,dimension,SYNCHRONIZATION,HIGH,10,-5.184925042e-05,0.01855006777,0.04224867351
2023,dimension,INDUSTRY_PERSISTENCE,LOW,21,0.01768271755,0.01321275057,0.05330905896
2023,dimension,INDUSTRY_PERSISTENCE,MEDIUM,14,-0.005618135616,0.00785379394,0.03782642399
2023,dimension,INDUSTRY_PERSISTENCE,HIGH,9,0.03420683104,0.0199738747,0.08833337174
2023,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,HIGH×LOW,14,-0.007243650722,0.005746834126,0.04730602903
2023,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,HIGH×MEDIUM,4,0.02680984358,0.01776747369,0.07148813572
2023,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,LOW×HIGH,2,-0.04316649515,-0.008720397778,-0.01386777578
2023,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,LOW×LOW,5,0.01119150459,0.02052963894,0.03405404849
2023,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,LOW×MEDIUM,1,0.01675408879,0.04612768996,0.03726672513
2023,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,MEDIUM×LOW,16,0.03926030906,0.02244949257,0.07626055535
2023,map,ABSOLUTE_MARKET_STATE_X_CROSS_SECTIONAL_DISPERSION,MEDIUM×MEDIUM,2,-0.009913590678,-0.03743339658,0.04792663444
2023,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,HIGH×HIGH,6,0.007408597264,0.01559478606,0.06408832042
2023,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,HIGH×LOW,7,0.003353526575,0.004780206796,0.04848231976
2023,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,HIGH×MEDIUM,5,-0.01241960108,0.004899081723,0.0448661577
2023,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,LOW×HIGH,4,-0.01124251902,0.02298299033,0.009489203151
2023,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,LOW×MEDIUM,4,0.007837174382,0.009850781946,0.03546115085
2023,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,MEDIUM×LOW,10,0.02006905586,0.007748929868,0.07142726565
2023,map,ABSOLUTE_MARKET_STATE_X_SYNCHRONIZATION,MEDIUM×MEDIUM,8,0.05095590062,0.02585447365,0.07521868723
2023,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,HIGH×HIGH,1,-0.02867622053,-0.0152377582,7.122743687e-05
2023,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,HIGH×MEDIUM,1,-0.05765676978,-0.002203037351,-0.027806779
2023,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,LOW×HIGH,4,0.0590935332,0.04608531609,0.1154890434
2023,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,LOW×LOW,19,0.01776032312,0.01295741828,0.05404814197
2023,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,LOW×MEDIUM,12,0.0007409238105,0.009313628496,0.04698772196
2023,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,MEDIUM×HIGH,4,0.02504089177,0.002665341547,0.08324323616
2023,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,MEDIUM×LOW,2,0.01694546463,0.01563840741,0.04628777042
2023,map,CROSS_SECTIONAL_DISPERSION_X_INDUSTRY_PERSISTENCE,MEDIUM×MEDIUM,1,-0.02988821458,0.0003926105625,-0.00647594858
