role,family,replicate,null_statistic,empirical_p,bh_q
closing_acceptance,level,46,0.0021382294998713502,,
closing_acceptance,level,47,0.0028145221691426173,,
closing_acceptance,level,48,0.0017327658662054267,,
closing_acceptance,level,49,0.00077145536938031181,,
closing_acceptance,level,50,0.00020890177941101088,,
closing_acceptance,level,51,0.00037390393767480073,,
closing_acceptance,level,52,0.00070333430164176355,,
closing_acceptance,level,53,0.00070461321198024476,,
closing_acceptance,level,54,0.00079273856392437082,,
closing_acceptance,level,55,0.00063143576900759086,,
closing_acceptance,level,56,0.00059661941451021267,,
closing_acceptance,level,57,0.00033321797508554726,,
closing_acceptance,level,58,0.0007182347695172185,,
closing_acceptance,level,59,0.0015658352290310912,,
closing_acceptance,level,60,0.00099265645419371645,,
closing_acceptance,level,61,0.0002379923256356567,,
closing_acceptance,level,62,0.0021465764741522534,,
closing_acceptance,level,63,0.0010535924077209537,,
closing_acceptance,level,64,0.0010655910338093072,,
closing_acceptance,level,65,0.0013010555563033092,,
closing_acceptance,level,66,0.00034902897225437464,,
closing_acceptance,level,67,0.00062727697023118962,,
closing_acceptance,level,68,0.0018178897250483682,,
closing_acceptance,level,69,0.0012396270607444235,,
closing_acceptance,level,70,0.00038715223764574134,,
closing_acceptance,level,71,0.0015560843305943883,,
closing_acceptance,level,72,0.00078853002998869118,,
closing_acceptance,level,73,0.00025281602751924919,,
closing_acceptance,level,74,0.00068943380388882501,,
closing_acceptance,level,75,0.0011429473400173223,,
closing_acceptance,level,76,0.0017622838227448023,,
closing_acceptance,level,77,0.00011424218071152265,,
closing_acceptance,level,78,0.00098560321052403249,,
closing_acceptance,level,79,0.0011866948067168661,,
closing_acceptance,level,80,0.00093398541692041705,,
closing_acceptance,level,81,0.00061251059765112664,,
closing_acceptance,level,82,0.0010714379006551782,,
closing_acceptance,level,83,0.0013901152400918916,,
closing_acceptance,level,84,0.0013251244022416853,,
closing_acceptance,level,85,0.00061636700521946336,,
closing_acceptance,level,86,0.0011757500370916003,,
closing_acceptance,level,87,0.0016217181500011687,,
closing_acceptance,level,88,0.0020926622380998926,,
closing_acceptance,level,89,0.0012572464113485198,,
closing_acceptance,level,90,0.00092121733013403968,,
closing_acceptance,level,91,0.0006244770850465319,,
closing_acceptance,level,92,0.0011660927583287718,,
closing_acceptance,level,93,0.00092852345295857614,,
closing_acceptance,level,94,0.00073828150622580967,,
closing_acceptance,level,95,0.00047752897529693486,,
closing_acceptance,level,96,0.00032657430110197917,,
closing_acceptance,level,97,0.0009862069922037032,,
closing_acceptance,level,98,0.0010509898305307525,,
closing_acceptance,level,99,0.0017796861060514362,,
closing_acceptance,level,100,0.00025552613055861498,,
closing_acceptance,level,101,0.00051357412801220103,,
closing_acceptance,level,102,0.0008754606921402969,,
closing_acceptance,level,103,0.0017723875663204847,,
closing_acceptance,level,104,0.0017712847986134682,,
closing_acceptance,level,105,0.0010374706374637083,,
closing_acceptance,level,106,0.00066004827423795168,,
closing_acceptance,level,107,0.0010192238385915396,,
closing_acceptance,level,108,2.2964508105263043e-05,,
closing_acceptance,level,109,0.00068097031677490896,,
closing_acceptance,level,110,0.0016732224534083513,,
closing_acceptance,level,111,0.0018533732985149085,,
closing_acceptance,level,112,0.00058252455679885101,,
closing_acceptance,level,113,0.0016954775141830164,,
closing_acceptance,level,114,0.0012795788098265122,,
closing_acceptance,level,115,0.00037380803192832044,,
closing_acceptance,level,116,0.000925185636662177,,
closing_acceptance,level,117,0.00018966453719366952,,
closing_acceptance,level,118,0.0013149734824386573,,
closing_acceptance,level,119,0.00055025854293971443,,
closing_acceptance,level,120,0.000166446572453785,,
closing_acceptance,level,121,0.00054365418368398553,,
closing_acceptance,level,122,0.0010736410788670296,,
closing_acceptance,level,123,0.0011124309422206062,,
closing_acceptance,level,124,0.0013134113638863989,,
closing_acceptance,level,125,0.00026579472102733004,,
closing_acceptance,level,126,0.0015294224428297962,,
closing_acceptance,level,127,0.00052638148992736888,,
closing_acceptance,level,128,0.00066098988349636185,,
closing_acceptance,level,129,0.0012298495167603291,,
closing_acceptance,level,130,0.00062197406496474969,,
closing_acceptance,level,131,0.001024982905859087,,
closing_acceptance,level,132,6.3100075629750254e-05,,
closing_acceptance,level,133,0.0017460202169833335,,
closing_acceptance,level,134,0.00093443089240497846,,
closing_acceptance,level,135,0.0011311383580779877,,
closing_acceptance,level,136,0.00081901102131655759,,
closing_acceptance,level,137,0.00089355995685134115,,
closing_acceptance,level,138,0.00042383632619188451,,
closing_acceptance,level,139,0.00017822595784040422,,
closing_acceptance,level,140,0.001306129356951254,,
closing_acceptance,level,141,0.0014611732869879331,,
closing_acceptance,level,142,0.00065216967526631245,,
closing_acceptance,level,143,0.0022083903606902079,,
closing_acceptance,level,144,0.00080576282337853702,,
closing_acceptance,level,145,0.0016484227229524033,,
closing_acceptance,level,146,0.0012689484803195912,,
closing_acceptance,level,147,0.0010444857756514569,,
closing_acceptance,level,148,0.0004030110249493708,,
closing_acceptance,level,149,0.0016086131515713324,,
closing_acceptance,level,150,0.00067921176946384929,,
closing_acceptance,level,151,0.00057004553646743811,,
closing_acceptance,level,152,0.00073318919039948305,,
closing_acceptance,level,153,0.0012386192173422968,,
closing_acceptance,level,154,0.0018427117943382639,,
closing_acceptance,level,155,0.0018990946918739085,,
closing_acceptance,level,156,0.00040006820249307087,,
closing_acceptance,level,157,0.00071658070002108491,,
closing_acceptance,level,158,0.0012508176344365326,,
closing_acceptance,level,159,0.00074155153747601575,,
closing_acceptance,level,160,0.0011656392715131162,,
closing_acceptance,level,161,0.0004768117523560253,,
closing_acceptance,level,162,0.0010366706489666295,,
closing_acceptance,level,163,0.00080964259356392952,,
closing_acceptance,level,164,0.00061125474342216442,,
closing_acceptance,level,165,0.0005976810140786114,,
closing_acceptance,level,166,0.001499342089866737,,
closing_acceptance,level,167,0.00079641920313475341,,
closing_acceptance,level,168,0.00072553590400156352,,
closing_acceptance,level,169,0.00084472460301402525,,
closing_acceptance,level,170,0.00015601032303216205,,
closing_acceptance,level,171,0.00068895981614899848,,
closing_acceptance,level,172,0.0012769590690071776,,
closing_acceptance,level,173,6.7777773550036348e-05,,
closing_acceptance,level,174,0.0007756377760991728,,
closing_acceptance,level,175,0.00082596954205770012,,
closing_acceptance,level,176,0.00056849595437263173,,
closing_acceptance,level,177,0.0016344642151427406,,
closing_acceptance,level,178,0.0014255962178798523,,
closing_acceptance,level,179,0.00088615572836519586,,
closing_acceptance,level,180,0.00095614866358586376,,
closing_acceptance,level,181,0.0015427094673414077,,
closing_acceptance,level,182,0.00043716236578220525,,
closing_acceptance,level,183,0.0010321271365324963,,
closing_acceptance,level,184,0.00080117708780599525,,
closing_acceptance,level,185,0.00069746460905074383,,
closing_acceptance,level,186,0.0010034312279502582,,
closing_acceptance,level,187,0.0022985255120676427,,
closing_acceptance,level,188,0.00046448548012335042,,
closing_acceptance,level,189,0.00027880492039915149,,
closing_acceptance,level,190,0.0027133460094429856,,
closing_acceptance,level,191,0.0012774653379411458,,
closing_acceptance,level,192,0.0021619911494171061,,
closing_acceptance,level,193,0.0021329754105279897,,
closing_acceptance,level,194,4.8980087453261655e-05,,
closing_acceptance,level,195,0.0015249378514560637,,
closing_acceptance,level,196,0.00042108969277091955,,
closing_acceptance,level,197,0.00064112202629397312,,
closing_acceptance,level,198,0.00090932905404180267,,
closing_acceptance,level,199,0.0012359305834369096,,
closing_acceptance,level_summary,-1,,0.63681592039800994,0.74295190713101167
closing_rejection_depth,level,0,0.0011331520815655539,,
closing_rejection_depth,level,1,0.001448743014716215,,
closing_rejection_depth,level,2,0.0026205508851028791,,
closing_rejection_depth,level,3,0.00092809535297615209,,
closing_rejection_depth,level,4,0.00079379708879265959,,
closing_rejection_depth,level,5,0.0017375125340715857,,
closing_rejection_depth,level,6,0.0021692816695335366,,
closing_rejection_depth,level,7,0.0018654651115006596,,
closing_rejection_depth,level,8,0.0018559670412237386,,
closing_rejection_depth,level,9,0.0016556437860687709,,
closing_rejection_depth,level,10,0.0017164849082934516,,
closing_rejection_depth,level,11,0.0019584624483189508,,
closing_rejection_depth,level,12,0.0019454005099713446,,
closing_rejection_depth,level,13,0.001754666185558874,,
closing_rejection_depth,level,14,0.002714685664076729,,
closing_rejection_depth,level,15,0.0017412627314710057,,
closing_rejection_depth,level,16,0.0023842018218885024,,
closing_rejection_depth,level,17,0.0021327370383040986,,
closing_rejection_depth,level,18,0.0026899845836055218,,
closing_rejection_depth,level,19,0.0027877883113897745,,
closing_rejection_depth,level,20,0.0016693616838123117,,
closing_rejection_depth,level,21,0.0012924220053246883,,
closing_rejection_depth,level,22,0.0026392351541862369,,
closing_rejection_depth,level,23,0.0032060591423384525,,
closing_rejection_depth,level,24,0.0012655351637241921,,
closing_rejection_depth,level,25,0.0016824916828469677,,
closing_rejection_depth,level,26,0.0014211817211878565,,
closing_rejection_depth,level,27,0.0013059963287386997,,
closing_rejection_depth,level,28,0.0010551985004354676,,
closing_rejection_depth,level,29,0.0022455551346562269,,
closing_rejection_depth,level,30,0.0018809178718390638,,
closing_rejection_depth,level,31,0.0026124746470131167,,
closing_rejection_depth,level,32,0.0020652764299901333,,
closing_rejection_depth,level,33,0.0015945343941323065,,
closing_rejection_depth,level,34,0.0017465391723073577,,
closing_rejection_depth,level,35,0.00072903962460344265,,
closing_rejection_depth,level,36,0.0022562825478546558,,
closing_rejection_depth,level,37,0.0017088629023043721,,
closing_rejection_depth,level,38,0.0017752888654546251,,
closing_rejection_depth,level,39,0.0014715418199894139,,
closing_rejection_depth,level,40,0.0026418257483028611,,
closing_rejection_depth,level,41,0.0014668962764933201,,
closing_rejection_depth,level,42,0.0029472005910360886,,
closing_rejection_depth,level,43,0.0021097824957630497,,
closing_rejection_depth,level,44,0.0033806235918633974,,
closing_rejection_depth,level,45,0.0014372916205111601,,
closing_rejection_depth,level,46,0.001553017708192477,,
closing_rejection_depth,level,47,0.0015356801327135461,,
closing_rejection_depth,level,48,0.0019310896012275924,,
closing_rejection_depth,level,49,0.0029365341776171582,,
closing_rejection_depth,level,50,0.0014230006920354669,,
closing_rejection_depth,level,51,0.0010897606676184834,,
closing_rejection_depth,level,52,0.0019035068404742624,,
closing_rejection_depth,level,53,0.0036851058957718813,,
closing_rejection_depth,level,54,0.0022382549048049413,,
closing_rejection_depth,level,55,0.0018530364206146635,,
closing_rejection_depth,level,56,0.0016425255926253691,,
closing_rejection_depth,level,57,0.0012437951519022709,,
closing_rejection_depth,level,58,0.0024405623046839485,,
closing_rejection_depth,level,59,0.0021433582075475258,,
closing_rejection_depth,level,60,0.0024005898121637718,,
closing_rejection_depth,level,61,0.0014346116022530397,,
closing_rejection_depth,level,62,0.0022955435630744869,,
closing_rejection_depth,level,63,0.0017937120689879571,,
closing_rejection_depth,level,64,0.0018985872799423473,,
closing_rejection_depth,level,65,0.002533876474181674,,
closing_rejection_depth,level,66,0.0021730870421175011,,
closing_rejection_depth,level,67,0.00055155749551664274,,
closing_rejection_depth,level,68,0.0024242501661309139,,
closing_rejection_depth,level,69,0.0010644619955204569,,
closing_rejection_depth,level,70,0.0023262394085765805,,
closing_rejection_depth,level,71,0.00077966594019623567,,
closing_rejection_depth,level,72,0.0023697995127136421,,
closing_rejection_depth,level,73,0.0012970663939347073,,
closing_rejection_depth,level,74,0.0028475283174848008,,
closing_rejection_depth,level,75,0.0022012517970800716,,
closing_rejection_depth,level,76,0.0015558845352696379,,
closing_rejection_depth,level,77,0.0016800180017403112,,
closing_rejection_depth,level,78,0.0025836637724741679,,
closing_rejection_depth,level,79,0.0013488011197935333,,
closing_rejection_depth,level,80,0.0026465748189948082,,
closing_rejection_depth,level,81,0.001080482690963518,,
closing_rejection_depth,level,82,0.0018775415804510372,,
closing_rejection_depth,level,83,0.0015436985383409894,,
closing_rejection_depth,level,84,0.001401362443031455,,
closing_rejection_depth,level,85,0.0013124258565124676,,
closing_rejection_depth,level,86,0.00159666385559969,,
closing_rejection_depth,level,87,0.0020007476425952849,,
closing_rejection_depth,level,88,0.00077639216836073929,,
closing_rejection_depth,level,89,0.0015126987506568594,,
closing_rejection_depth,level,90,0.0028098738444103377,,
closing_rejection_depth,level,91,0.0023689417021761708,,
closing_rejection_depth,level,92,0.0024927263230590767,,
closing_rejection_depth,level,93,0.0012632278452699708,,
closing_rejection_depth,level,94,0.0020717395609003743,,
closing_rejection_depth,level,95,0.0022262924527145364,,
closing_rejection_depth,level,96,0.0025679688096023269,,
closing_rejection_depth,level,97,0.0012689807902622127,,
closing_rejection_depth,level,98,0.0016929975557946329,,
closing_rejection_depth,level,99,0.0024195409656716967,,
closing_rejection_depth,level,100,0.00071925928739970417,,
closing_rejection_depth,level,101,0.0021027594542698353,,
closing_rejection_depth,level,102,0.0029680436112581032,,
closing_rejection_depth,level,103,0.0018801954302507719,,
closing_rejection_depth,level,104,0.0016464669637473416,,
closing_rejection_depth,level,105,0.0017809486362705251,,
closing_rejection_depth,level,106,0.0017893110375137855,,
closing_rejection_depth,level,107,0.0014541923404292854,,
closing_rejection_depth,level,108,0.0036550209210287378,,
closing_rejection_depth,level,109,0.0014877375202162653,,
closing_rejection_depth,level,110,0.0013961980107389232,,
closing_rejection_depth,level,111,0.0026588854983429309,,
closing_rejection_depth,level,112,0.0019049753895467973,,
closing_rejection_depth,level,113,0.0021276929563462769,,
closing_rejection_depth,level,114,0.0022135317249850767,,
closing_rejection_depth,level,115,0.0023571686414935759,,
closing_rejection_depth,level,116,0.0017386870492350978,,
closing_rejection_depth,level,117,0.0015063281506209752,,
closing_rejection_depth,level,118,0.0020286714460912951,,
closing_rejection_depth,level,119,0.0012766807157763814,,
closing_rejection_depth,level,120,0.0014688492721681053,,
closing_rejection_depth,level,121,0.0017919087929095731,,
closing_rejection_depth,level,122,0.0029555166437479317,,
closing_rejection_depth,level,123,0.0020787430839901474,,
closing_rejection_depth,level,124,0.0022900083786785109,,
closing_rejection_depth,level,125,0.0010086297217381177,,
closing_rejection_depth,level,126,0.0013494924984160037,,
closing_rejection_depth,level,127,0.0021059799987328265,,
closing_rejection_depth,level,128,0.0027459624416763988,,
closing_rejection_depth,level,129,0.0024683683489889734,,
closing_rejection_depth,level,130,0.0014275698226930682,,
closing_rejection_depth,level,131,0.001347535405964332,,
closing_rejection_depth,level,132,0.0022795852301769719,,
closing_rejection_depth,level,133,0.0026634155706010227,,
closing_rejection_depth,level,134,0.001661011498003892,,
closing_rejection_depth,level,135,0.0028712448130962871,,
closing_rejection_depth,level,136,0.0017531557976192338,,
closing_rejection_depth,level,137,0.0025357385004668512,,
closing_rejection_depth,level,138,0.00106747452101154,,
closing_rejection_depth,level,139,0.0024152689937968173,,
closing_rejection_depth,level,140,0.0010793709170774692,,
closing_rejection_depth,level,141,0.0013858332340373519,,
closing_rejection_depth,level,142,0.0011098732822973321,,
closing_rejection_depth,level,143,0.0021927366169104956,,
closing_rejection_depth,level,144,0.0026618165540367618,,
closing_rejection_depth,level,145,0.0029372689598125661,,
closing_rejection_depth,level,146,0.0018067735874341771,,
closing_rejection_depth,level,147,0.0019970637145486445,,
closing_rejection_depth,level,148,0.0016058961544241079,,
closing_rejection_depth,level,149,0.0015920249056321605,,
closing_rejection_depth,level,150,0.00094441497136654891,,
closing_rejection_depth,level,151,0.0015033646393404106,,
closing_rejection_depth,level,152,0.0012123619900268657,,
closing_rejection_depth,level,153,0.0014988542199817559,,
closing_rejection_depth,level,154,0.001311638663140545,,
closing_rejection_depth,level,155,0.0028160004978977412,,
closing_rejection_depth,level,156,0.0028857920903595773,,
closing_rejection_depth,level,157,0.0019773396577516581,,
closing_rejection_depth,level,158,0.0021637113380271349,,
closing_rejection_depth,level,159,0.0020281335802388653,,
closing_rejection_depth,level,160,0.0034207518559661396,,
closing_rejection_depth,level,161,0.0018844032612322335,,
closing_rejection_depth,level,162,0.001967789643652568,,
closing_rejection_depth,level,163,0.0020202793543296176,,
closing_rejection_depth,level,164,0.00098448792626937981,,
closing_rejection_depth,level,165,0.0011807252346314871,,
closing_rejection_depth,level,166,0.0017060520373760649,,
closing_rejection_depth,level,167,0.0014360616944316083,,
closing_rejection_depth,level,168,0.00094518837605373288,,
closing_rejection_depth,level,169,0.0016138766760712478,,
closing_rejection_depth,level,170,0.0024248965596215897,,
closing_rejection_depth,level,171,0.0017908636640356322,,
closing_rejection_depth,level,172,0.0029620596115529814,,
closing_rejection_depth,level,173,0.0020332906599323038,,
closing_rejection_depth,level,174,0.0017145828854549794,,
closing_rejection_depth,level,175,0.0018149964502729037,,
closing_rejection_depth,level,176,0.002567213050708235,,
closing_rejection_depth,level,177,0.0021843957520751335,,
closing_rejection_depth,level,178,0.0025179985659814566,,
closing_rejection_depth,level,179,0.002122162390449548,,
closing_rejection_depth,level,180,0.0018286391125500526,,
closing_rejection_depth,level,181,0.0013231401580597896,,
closing_rejection_depth,level,182,0.0011647881642378941,,
closing_rejection_depth,level,183,0.0022208692567932467,,
closing_rejection_depth,level,184,0.0015909025069824733,,
closing_rejection_depth,level,185,0.0023295937054744718,,
closing_rejection_depth,level,186,0.0012126490382954806,,
closing_rejection_depth,level,187,0.0012824211509001313,,
closing_rejection_depth,level,188,0.0015374497088908382,,
closing_rejection_depth,level,189,0.0014572209742009373,,
closing_rejection_depth,level,190,0.0022340223343883126,,
closing_rejection_depth,level,191,0.0023236570091959945,,
closing_rejection_depth,level,192,0.0023288487867803367,,
closing_rejection_depth,level,193,0.0015141002626159854,,
closing_rejection_depth,level,194,0.0014907381978344807,,
closing_rejection_depth,level,195,0.002914656308579535,,
closing_rejection_depth,level,196,0.0023070487207161212,,
closing_rejection_depth,level,197,0.0010741635765059432,,
closing_rejection_depth,level,198,0.0030530820684891869,,
closing_rejection_depth,level,199,0.0014656350787410569,,
closing_rejection_depth,level_summary,-1,,0.0049751243781094526,0.0087064676616915426
formation_depth,level,0,0.0039579045092582119,,
formation_depth,level,1,0.0020847420942012793,,
formation_depth,level,2,0.0052824958213223659,,
formation_depth,level,3,0.0049736700298250187,,
formation_depth,level,4,0.0039303177461460555,,
formation_depth,level,5,0.0029068755158124602,,
formation_depth,level,6,0.0038366634619491132,,
formation_depth,level,7,0.0016969127025277409,,
formation_depth,level,8,0.0041947370559250029,,
formation_depth,level,9,0.0028130256104189483,,
formation_depth,level,10,0.0016983553817603789,,
formation_depth,level,11,0.0032686814776337475,,
formation_depth,level,12,0.0037295663041171361,,
formation_depth,level,13,0.0025159565592712298,,
formation_depth,level,14,0.0036928767289360941,,
formation_depth,level,15,0.0031502238323670093,,
formation_depth,level,16,0.0024781328150804537,,
formation_depth,level,17,0.0022421620429921556,,
formation_depth,level,18,0.0045210615312103533,,
formation_depth,level,19,0.0029918006919680798,,
formation_depth,level,20,0.0033161603271525866,,
formation_depth,level,21,0.0030600053665819308,,
formation_depth,level,22,0.0037591059491311873,,
formation_depth,level,23,0.0032489799109950016,,
formation_depth,level,24,0.0032269296387439877,,
formation_depth,level,25,0.0039608484425262564,,
formation_depth,level,26,0.0020285953155582907,,
formation_depth,level,27,0.0019345203430562816,,
formation_depth,level,28,0.001905379925856019,,
formation_depth,level,29,0.0038953356218714504,,
formation_depth,level,30,0.0015407467654450502,,
formation_depth,level,31,0.0025947401153871433,,
formation_depth,level,32,0.0033874142520154641,,
formation_depth,level,33,0.0024982753611607067,,
formation_depth,level,34,0.0026693179176806164,,
formation_depth,level,35,0.0034491903090187737,,
formation_depth,level,36,0.0039751507270003386,,
formation_depth,level,37,0.0036238213580515495,,
formation_depth,level,38,0.0034479704201348556,,
formation_depth,level,39,0.0029183787196663483,,
formation_depth,level,40,0.0027522489852105127,,
formation_depth,level,41,0.0034203281473712908,,
formation_depth,level,42,0.0022059675367969017,,
formation_depth,level,43,0.0036161173154217615,,
formation_depth,level,44,0.0026860811099689318,,
formation_depth,level,45,0.0020807381995348057,,
formation_depth,level,46,0.0020953784162554591,,
formation_depth,level,47,0.0031504355147484835,,
formation_depth,level,48,0.0023343625744569711,,
formation_depth,level,49,0.0037688865785435056,,
formation_depth,level,50,0.003448092193801182,,
formation_depth,level,51,0.0026117123874255447,,
formation_depth,level,52,0.0020220222543103038,,
formation_depth,level,53,0.003153769395901616,,
formation_depth,level,54,0.0022383041022379889,,
formation_depth,level,55,0.0026847226886536017,,
formation_depth,level,56,0.0030561659968109914,,
formation_depth,level,57,0.0024989714251281714,,
formation_depth,level,58,0.0034954676713286805,,
formation_depth,level,59,0.0014094073080766455,,
formation_depth,level,60,0.0028346100909274856,,
formation_depth,level,61,0.0038295625175710692,,
formation_depth,level,62,0.0021226336697895338,,
formation_depth,level,63,0.0044502509036584165,,
formation_depth,level,64,0.0035448647187339595,,
formation_depth,level,65,0.0036209815071099865,,
formation_depth,level,66,0.0031673629613696193,,
formation_depth,level,67,0.002386383738528456,,
formation_depth,level,68,0.0028847858011655046,,
formation_depth,level,69,0.0024452002125603459,,
formation_depth,level,70,0.0041519142047615329,,
formation_depth,level,71,0.0032175002682007531,,
formation_depth,level,72,0.0028151095459234138,,
formation_depth,level,73,0.0024135536528191674,,
formation_depth,level,74,0.00512446480910775,,
formation_depth,level,75,0.002590233943827399,,
formation_depth,level,76,0.0028281757530997462,,
formation_depth,level,77,0.0017527423909756094,,
formation_depth,level,78,0.0027755085930378427,,
formation_depth,level,79,0.0023665548493650782,,
formation_depth,level,80,0.0027862435707274634,,
formation_depth,level,81,0.0037930284713863492,,
formation_depth,level,82,0.0036249209214032838,,
formation_depth,level,83,0.0030555479720410948,,
formation_depth,level,84,0.0021151855759341288,,
formation_depth,level,85,0.0036347465855389241,,
formation_depth,level,86,0.0035184726350656319,,
formation_depth,level,87,0.0023499279031086381,,
formation_depth,level,88,0.0020182058067192473,,
formation_depth,level,89,0.0020526083451562491,,
formation_depth,level,90,0.0019114473144788181,,
formation_depth,level,91,0.0026766268009267395,,
formation_depth,level,92,0.001810383717736487,,
formation_depth,level,93,0.0031245082104218412,,
formation_depth,level,94,0.0016700588921275622,,
formation_depth,level,95,0.0032117359512170191,,
formation_depth,level,96,0.00081222217090772919,,
formation_depth,level,97,0.0033162729917952053,,
formation_depth,level,98,0.0026421546853698397,,
formation_depth,level,99,0.002906718181744903,,
formation_depth,level,100,0.0038298404481124579,,
formation_depth,level,101,0.0026398599777443885,,
formation_depth,level,102,0.0037365214759690693,,
formation_depth,level,103,0.0019985497146571569,,
formation_depth,level,104,0.0027229567187380069,,
formation_depth,level,105,0.0019042420899669198,,
formation_depth,level,106,0.0025450033689054154,,
formation_depth,level,107,0.0017946263418262623,,
formation_depth,level,108,0.0018386963961380259,,
formation_depth,level,109,0.0030897665114214944,,
formation_depth,level,110,0.0032869168658808505,,
formation_depth,level,111,0.0024255946064777349,,
formation_depth,level,112,0.002617977026676932,,
formation_depth,level,113,0.0021982952127699781,,
formation_depth,level,114,0.002289699001036555,,
formation_depth,level,115,0.0030885377086406502,,
formation_depth,level,116,0.0026712796732991065,,
formation_depth,level,117,0.0024112660764086472,,
formation_depth,level,118,0.0024419418814241069,,
formation_depth,level,119,0.0020389998315959619,,
formation_depth,level,120,0.0030585845498699391,,
formation_depth,level,121,0.0026519878078606618,,
formation_depth,level,122,0.0029633737230902683,,
formation_depth,level,123,0.0022424138309304342,,
formation_depth,level,124,0.001530418208677168,,
formation_depth,level,125,0.0030573644576280031,,
formation_depth,level,126,0.0032197946489866073,,
formation_depth,level,127,0.0018523028788983639,,
formation_depth,level,128,0.0021136853198171664,,
formation_depth,level,129,0.0030714227633091198,,
formation_depth,level,130,0.0021831619828225277,,
formation_depth,level,131,0.0033667670108086193,,
formation_depth,level,132,0.0042273099267957966,,
formation_depth,level,133,0.0015428749344781434,,
formation_depth,level,134,0.0020122086920154117,,
formation_depth,level,135,0.0042273476927363694,,
formation_depth,level,136,0.0017562934207944435,,
formation_depth,level,137,0.0012109376797752654,,
formation_depth,level,138,0.004374593857238809,,
formation_depth,level,139,0.0034736738593309537,,
formation_depth,level,140,0.0013117083185017757,,
formation_depth,level,141,0.0024858587185422974,,
formation_depth,level,142,0.0029574481057503405,,
formation_depth,level,143,0.0045846856537612359,,
formation_depth,level,144,0.0032161119255482012,,
formation_depth,level,145,0.0048887908354128904,,
formation_depth,level,146,0.003043981554718547,,
formation_depth,level,147,0.0028868122547746882,,
formation_depth,level,148,0.0027964398030496693,,
formation_depth,level,149,0.0033781183058190778,,
formation_depth,level,150,0.0029066750386490831,,
formation_depth,level,151,0.0025139762950567249,,
formation_depth,level,152,0.002058322266915413,,
formation_depth,level,153,0.0018008162736587847,,
formation_depth,level,154,0.0039787054019955513,,
formation_depth,level,155,0.002601991190752734,,
formation_depth,level,156,0.0026540900206528089,,
formation_depth,level,157,0.0024953688655576459,,
formation_depth,level,158,0.0022722656451466105,,
formation_depth,level,159,0.0015040485466622996,,
formation_depth,level,160,0.0033216265156050043,,
formation_depth,level,161,0.0023588986221984628,,
formation_depth,level,162,0.0030728517880885178,,
formation_depth,level,163,0.002138499338107995,,
formation_depth,level,164,0.0027897252384650705,,
formation_depth,level,165,0.0027436239421505752,,
formation_depth,level,166,0.0015484990275824728,,
formation_depth,level,167,0.0026465963357348373,,
formation_depth,level,168,0.0025504653121748416,,
formation_depth,level,169,0.0025845058514896166,,
formation_depth,level,170,0.0024464196281527729,,
formation_depth,level,171,0.0023723384638087673,,
formation_depth,level,172,0.0024360451813934744,,
formation_depth,level,173,0.0032868616371663998,,
formation_depth,level,174,0.0025309267958355218,,
formation_depth,level,175,0.0023891565393591931,,
formation_depth,level,176,0.0038434563816389846,,
