group,profit,invested,trades,dimension,net_pnl_share
600702.SH,70487.36209,875322.2616,3,security,0.005757142238
600703.SH,-20322.31453,562612.9536,1,security,-0.001659850105
600706.SH,-67500.0682,486881.6075,1,security,-0.005513151325
600707.SH,-36261.84769,562612.9536,1,security,-0.002961731135
600708.SH,-20225.19386,266580.8913,1,security,-0.001651917655
600710.SH,-63319.44038,615662.6972,2,security,-0.005171693391
600711.SH,2821.395744,494170.1868,1,security,0.0002304409773
600713.SH,-39430.79382,284308.3567,1,security,-0.003220558719
600716.SH,-2928.505381,457317.6105,1,security,-0.000239189289
600720.SH,-40403.74887,430512.7937,1,security,-0.003300026023
600724.SH,15819.52929,495907.4653,1,security,0.001292079567
600727.SH,-46511.52764,377512.311,1,security,-0.003798886387
600728.SH,-7007.40131,887522.7651,2,security,-0.0005723381449
600733.SH,426771.7164,2196809.455,6,security,0.03485710632
600737.SH,344.0877788,202469.1007,1,security,2.810379373e-05
600739.SH,-53805.29917,1250956.092,4,security,-0.004394614173
600740.SH,-58986.7795,1556682.275,3,security,-0.00481781797
600745.SH,60950.72602,430512.7937,1,security,0.004978225724
600749.SH,71778.73986,971985.9931,2,security,0.005862617109
600750.SH,-13759.10606,483156.3894,1,security,-0.001123791958
600751.SH,7476.198797,852235.5188,3,security,0.0006106277579
600754.SH,-70747.81617,2950633.791,6,security,-0.005778415146
600755.SH,2184.030869,426750.8021,1,security,0.000178383415
600757.SH,869325.1653,2713626.196,5,security,0.0710032051
600758.SH,-59480.235,951116.9614,2,security,-0.004858121557
600760.SH,-30501.22208,250000,1,security,-0.002491224934
600761.SH,-82235.59468,2112468.669,8,security,-0.006716693624
600763.SH,44543.83866,319773.9707,1,security,0.003638172963
600764.SH,18734.2705,267572.1227,1,security,0.00153014465
600765.SH,-19351.25395,249566.2749,1,security,-0.001580537535
600770.SH,22904.04668,852225.8685,3,security,0.001870716262
600773.SH,-40408.45646,220883.0237,1,security,-0.003300410521
600779.SH,92909.49847,1601665.481,4,security,0.007588497882
600782.SH,-49374.79866,231071.1448,1,security,-0.004032747579
600792.SH,5746.52334,434587.5208,1,security,0.0004693543815
600803.SH,-161450.3214,1382586.974,5,security,-0.01318665413
600805.SH,35444.67128,677325.0749,2,security,0.002894987244
600808.SH,366999.7668,1447739.496,4,security,0.02997515861
600809.SH,131761.4416,2886956.166,8,security,0.01076177826
600810.SH,-32337.12121,449505.5414,1,security,-0.002641174259
600820.SH,2176.896559,405459.5343,1,security,0.0001778007114
600839.SH,88114.83302,1986448.177,4,security,0.007196887667
600855.SH,-13552.99665,249971.9974,1,security,-0.001106957718
600859.SH,-9401.297372,287501.3405,1,security,-0.0007678625584
600867.SH,69116.90665,259388.5743,1,security,0.005645208599
600871.SH,-97763.8341,1969338.29,4,security,-0.007984981732
600872.SH,76225.19885,2703003.449,9,security,0.006225787132
600876.SH,44118.15167,774441.8211,2,security,0.003603404453
600877.SH,-47701.1477,430512.7937,1,security,-0.003896050072
600879.SH,-27597.09072,3619810.552,7,security,-0.002254026423
600880.SH,-7905.75492,1588135.923,3,security,-0.000645712284
600881.SH,-50013.0435,301568.0432,1,security,-0.004084877014
600887.SH,45547.39817,704211.6618,2,security,0.003720139924
600892.SH,-41463.74003,512715.532,1,security,-0.003386602109
600893.SH,-45189.73193,900931.5129,4,security,-0.003690927092
600901.SH,913.8515261,501768.7887,1,security,7.463995054e-05
600903.SH,131736.579,1436331.045,3,security,0.01075974757
600908.SH,-30175.49669,663309.2727,1,security,-0.00246462091
600916.SH,-2353.657976,1089866.878,2,security,-0.0001922379182
600918.SH,-41211.62919,585454.4297,1,security,-0.003366010644
600919.SH,18430.1031,276187.3273,1,security,0.001505301402
600925.SH,-23217.17411,554078.0324,1,security,-0.001896291332
600926.SH,27974.11337,276187.3273,1,security,0.002284820213
600958.SH,-28326.56212,202469.1007,1,security,-0.002313606899
600959.SH,-22568.41644,4827552.887,12,security,-0.001843303248
600963.SH,-11470.7871,202469.1007,1,security,-0.0009368906844
600965.SH,-25463.8794,953120.7531,2,security,-0.002079793757
600966.SH,-22526.77576,421340.1414,1,security,-0.001839902195
600967.SH,-63824.23374,8386437.562,18,security,-0.005212923011
600968.SH,24417.98669,931590.3434,2,security,0.00199436918
600970.SH,-10442.29006,289089.4954,1,security,-0.0008528869202
600971.SH,34520.52583,2021267.986,4,security,0.002819506525
600975.SH,17420.56767,970672.6251,2,security,0.001422846351
600977.SH,75214.76689,992862.3186,2,security,0.006143258855
600981.SH,-25967.14893,463113.0448,1,security,-0.002120898916
600984.SH,-16662.50887,284308.3567,1,security,-0.001360930964
600985.SH,9369.363897,888867.1018,2,security,0.0007652543524
600987.SH,55422.26958,551235.8746,1,security,0.004526682225
600988.SH,-19622.22511,396870.959,2,security,-0.001602669438
600990.SH,-45267.61903,461433.0235,1,security,-0.003697288617
600996.SH,-64724.93169,519703.3982,1,security,-0.005286488628
600997.SH,-9726.287702,715583.1363,2,security,-0.0007944065444
600998.SH,80539.9293,1149963.988,3,security,0.006578198063
600999.SH,25019.48048,793494.2351,2,security,0.002043496927
601000.SH,47431.62883,240117.7256,1,security,0.003874036787
601003.SH,57929.72842,1795529.369,4,security,0.004731482019
601005.SH,-14169.48418,2842304.126,6,security,-0.001157310097
601006.SH,25331.47422,1827659.536,4,security,0.002068979401
601007.SH,-60551.57731,1407685.299,3,security,-0.004945624761
601008.SH,-101559.1793,1384303.875,3,security,-0.008294971232
601009.SH,-65915.51408,856830.8902,2,security,-0.005383730912
601011.SH,-2370.56476,875101.6045,2,security,-0.0001936188007
601012.SH,52001.2866,420377.7985,1,security,0.004247269221
601015.SH,46895.11246,739060.2392,2,security,0.00383021615
601018.SH,-35062.16356,949705.0868,2,security,-0.002863745455
601019.SH,560628.3668,2733659.144,5,security,0.04579001334
601021.SH,131206.4285,2039575.017,5,security,0.01071644688
601061.SH,16228.57663,579421.4957,1,security,0.001325489013
601068.SH,-45939.76099,550407.2264,2,security,-0.003752186641
601069.SH,-112208.296,2446056.046,8,security,-0.00916475097
601088.SH,242486.9427,6231604.569,13,security,0.01980542013
601098.SH,36144.0749,2322094.781,6,security,0.002952111897
601100.SH,447.6928339,541535.3334,2,security,3.656586439e-05
601101.SH,-16701.05427,569724.7122,1,security,-0.001364079206
601108.SH,13756.00973,393719.2249,2,security,0.001123539061
601111.SH,63271.48753,1345322.968,3,security,0.005167776783
601117.SH,25101.73606,839496.7218,3,security,0.002050215253
601118.SH,-98028.90368,2101213.432,6,security,-0.008006631617
601127.SH,611235.4716,724700.481,2,security,0.04992341104
601137.SH,-11768.67255,667367.3243,2,security,-0.0009612208456
601139.SH,54376.32003,2229468.466,5,security,0.004441253006
601162.SH,-22476.74486,461433.0235,1,security,-0.001835815859
601166.SH,2450.272748,193521.6176,1,security,0.0002001290488
601169.SH,-3618.433637,440216.1012,2,security,-0.0002955400302
601198.SH,-15829.89366,461433.0235,1,security,-0.001292926089
601200.SH,-9207.625447,876335.2285,2,security,-0.0007520441651
601211.SH,-30999.26024,3905336.71,8,security,-0.002531902814
601212.SH,7891.300514,439623.9834,1,security,0.0006445317026
601222.SH,24928.6759,199356.912,1,security,0.002036080351
601225.SH,106498.19,971570.3329,2,security,0.008698371025
601228.SH,16135.91853,731239.1809,2,security,0.001317921048
601229.SH,-93927.49175,3446658.589,6,security,-0.007671643739
601231.SH,53349.68841,534870.6716,1,security,0.004357401602
601238.SH,-23955.65427,4135543.156,9,security,-0.001956607609
601288.SH,4079.066326,1884340.497,5,security,0.0003331627733
601298.SH,-84222.7336,1972220.198,4,security,-0.006878995647
601311.SH,36144.77217,415706.3677,1,security,0.002952168848
601328.SH,-66334.6277,2076960.876,7,security,-0.005417962534
601333.SH,255.4252685,496156.8623,1,security,2.086217384e-05
601360.SH,263967.0476,494170.1868,1,security,0.02155983419
601377.SH,15014.1337,393719.2249,2,security,0.001226297889
601398.SH,-14664.58342,1299430.446,3,security,-0.001197747938
601518.SH,-39140.13125,577261.5716,1,security,-0.003196818495
601606.SH,-46118.71036,2609900.02,5,security,-0.003766802551
601607.SH,226067.484,2420532.552,7,security,0.01846434058
601609.SH,19725.74884,893497.7892,2,security,0.001611124866
601615.SH,-33347.5601,845178.7432,2,security,-0.002723703102
601618.SH,-47053.63686,551134.3181,2,security,-0.003843163826
601633.SH,42857.43114,2333778.651,6,security,0.003500433548
601636.SH,140620.0196,345831.7858,1,security,0.01148531354
601668.SH,42014.57619,965434.9254,2,security,0.003431592331
601688.SH,31112.97882,669472.8289,2,security,0.00254119092
601698.SH,-68743.34018,1419850.857,3,security,-0.005614697097
601699.SH,-27434.77191,462703.0179,1,security,-0.002240768834
601702.SH,69218.28561,439623.9834,1,security,0.005653488851
601727.SH,-2128.619588,278844.0785,1,security,-0.0001738576303
601766.SH,2298.608498,2410591.85,6,security,0.0001877416842
601801.SH,147214.4309,3538611.01,7,security,0.01202392022
601811.SH,-35771.91318,588290.4013,1,security,-0.00292171513
601816.SH,-9975.423711,1022156.962,2,security,-0.0008147550353
601857.SH,39777.20117,1216444.047,5,security,0.003248851967
601858.SH,-24170.44607,698523.5842,1,security,-0.001974150995
601866.SH,-21099.39625,461087.2705,1,security,-0.001723319213
601869.SH,26472.01552,491989.863,1,security,0.002162134518
601872.SH,8332.634726,277875.5108,1,security,0.0006805782187
601877.SH,24787.19109,199356.912,1,security,0.002024524405
601878.SH,-64607.73176,1154515.544,2,security,-0.005276916178
601880.SH,-37140.29918,1549872.429,3,security,-0.003033479744
601881.SH,4757.578173,194461.8491,1,security,0.0003885810652
601886.SH,1727.882783,204705.6565,1,security,0.0001411269574
601898.SH,6541.692884,1554258.052,4,security,0.0005343008348
601899.SH,959.7219511,204452.8059,1,security,7.838647408e-05
601900.SH,584253.5478,530963.8197,1,security,0.04771962914
601901.SH,41096.24562,600167.3419,1,security,0.003356586549
601918.SH,-32097.80566,1451543.274,3,security,-0.002621627867
601919.SH,31626.99867,205350.2311,1,security,0.002583174125
601921.SH,100463.8933,1799529.518,3,security,0.008205512398
601928.SH,39130.64908,1761067.701,3,security,0.003196044027
601929.SH,121441.3394,1462893.216,3,security,0.00991887118
601939.SH,-12501.48737,283482.239,1,security,-0.0010210744
601952.SH,-153516.1096,1275004.756,3,security,-0.0125386176
601956.SH,-1386.298439,598044.3318,1,security,-0.0001132276349
601958.SH,-47597.53834,4108642.202,10,security,-0.00388758765
601965.SH,79770.43166,468540.0583,1,security,0.006515348395
601975.SH,283628.3406,453363.6701,1,security,0.02316569454
601988.SH,-3496.683688,3237295.339,11,security,-0.000285595953
601990.SH,-132466.5308,2979034.823,5,security,-0.01081936729
601992.SH,-33469.68875,5534592.156,12,security,-0.00273367811
601998.SH,25049.88234,276187.3273,1,security,0.002045980036
603000.SH,75640.59786,1340715.242,3,security,0.006178039125
603002.SH,-24612.26194,300040.6616,1,security,-0.00201023685
603026.SH,21111.39673,202469.1007,1,security,0.001724299367
603027.SH,189671.0821,1294652.969,5,security,0.01549161957
603032.SH,-39952.12054,310540.0997,1,security,-0.003263138722
603043.SH,111677.3057,1368041.725,5,security,0.009121381689
603045.SH,68837.55863,266622.5623,1,security,0.005622392505
603053.SH,-33112.9357,517536.245,1,security,-0.002704539864
603055.SH,-57495.02404,377428.3053,1,security,-0.004695977002
603063.SH,11831.9761,353039.8669,1,security,0.0009663912412
603069.SH,39971.82246,577261.5716,1,security,0.0032647479
603077.SH,21442.34967,310540.0997,1,security,0.001751330356
603080.SH,3140.285968,1328796.487,5,security,0.0002564867297
603096.SH,-110197.5711,1286813.986,2,security,-0.009000522539
603099.SH,-134299.265,1494904.241,3,security,-0.01096905812
603103.SH,4253.86504,518676.6928,1,security,0.0003474396739
603108.SH,-16685.27627,374675.703,1,security,-0.001362790519
603111.SH,8016.291795,259262.4334,1,security,0.0006547405196
603126.SH,38891.77818,1038300.067,2,security,0.003176533952
603156.SH,-54357.66726,731665.9807,2,security,-0.004439729518
603167.SH,-39685.9103,453363.6701,1,security,-0.003241395672
603183.SH,-48918.84893,304472.7184,1,security,-0.003995507323
603198.SH,-44419.08874,1752140.49,5,security,-0.00362798386
603215.SH,145073.2056,588596.8015,1,security,0.011849033
603222.SH,-4445.70408,254413.0203,1,security,-0.0003631083641
603225.SH,-210003.2742,1358341.146,3,security,-0.01715227643
603228.SH,-7154.833498,249566.2749,1,security,-0.0005843798507
603230.SH,-57728.00973,1689979.792,3,security,-0.004715006396
603233.SH,-62907.80303,467402.4857,1,security,-0.005138072403
603288.SH,146809.0244,1365669.902,5,security,0.01199080814
603298.SH,-37178.57425,284308.3567,1,security,-0.003036605908
603309.SH,-3269.089034,533538.5792,2,security,-0.0002670068789
603317.SH,76580.15791,1089947.313,4,security,0.006254778851
603323.SH,-40632.57628,663309.2727,1,security,-0.003318715784
603328.SH,62080.1325,252409.965,1,security,0.005070471392
603332.SH,-221001.2414,415847.4598,1,security,-0.01805054897
603338.SH,13217.4049,506986.6725,2,security,0.001079547847
603345.SH,54153.74107,279579.3634,1,security,0.004423073595
603359.SH,-33416.7371,538876.214,1,security,-0.002729353219
603363.SH,-28054.77573,535640.9055,2,security,-0.002291408411
603366.SH,14151.62442,388393.0056,1,security,0.001155851379
603368.SH,151367.8519,1208673.63,3,security,0.012363156
603369.SH,188827.3174,4818483.564,13,security,0.01542270405
603378.SH,43094.5154,268460.1368,1,security,0.003519797698
603386.SH,-56965.95332,300040.6616,1,security,-0.004652764499
603393.SH,155335.4053,2175545.636,6,security,0.01268721082
603396.SH,31009.67505,725116.0888,2,security,0.002532753457
603399.SH,136173.8303,1749278.426,4,security,0.01112216555
603444.SH,-127951.7648,1073507.14,2,security,-0.0104506182
603466.SH,85003.53866,728502.3308,2,security,0.006942768863
603486.SH,-70956.34993,468540.0583,1,security,-0.005795447398
603500.SH,23241.59995,261819.42,1,security,0.001898286342
603506.SH,1846.354494,261819.42,1,security,0.0001508032806
603507.SH,28691.29058,388393.0056,1,security,0.002343396546
603517.SH,7719.165472,530628.4756,2,security,0.0006304723607
603519.SH,-37369.96364,567018.9212,1,security,-0.003052237873
603529.SH,130120.447,839251.6126,2,security,0.010627748
603568.SH,48772.44154,277710.7294,1,security,0.003983549319
603588.SH,16906.99524,463113.0448,1,security,0.001380899689
603589.SH,-122636.495,4898061.758,14,security,-0.01001648699
603600.SH,10943.62167,374675.703,1,security,0.0008938337974
603605.SH,126841.4935,785999.1564,2,security,0.01035993543
603616.SH,-13905.92483,277881.8343,1,security,-0.001135783562
603619.SH,-194017.5914,892708.2395,3,security,-0.01584662608
603638.SH,-86678.90958,538876.214,1,security,-0.007079606849
603668.SH,-10856.14272,755431.1706,2,security,-0.0008866888467
603689.SH,-24483.50744,496898.5904,2,security,-0.001999720668
603690.SH,-11309.39173,288908.4865,1,security,-0.0009237085187
603696.SH,-27686.37634,547619.7452,2,security,-0.002261318936
603706.SH,-43075.04243,982948.0658,2,security,-0.003518207219
603721.SH,-32523.85174,522736.4312,1,security,-0.002656425706
603727.SH,59567.42755,567018.9212,1,security,0.004865243116
603728.SH,-18764.92041,360756.0114,1,security,-0.001532648019
603733.SH,4595.973373,421340.1414,1,security,0.0003753817939
603737.SH,48986.05495,283569.6837,1,security,0.004000996457
603766.SH,56739.15837,738647.7849,2,security,0.004634240742
603776.SH,45354.79346,319773.9707,1,security,0.003704408696
603799.SH,68413.16689,3453123.057,8,security,0.005587729786
603825.SH,-147542.9645,2039895.886,4,security,-0.0120507536
603856.SH,103488.7427,283569.6837,1,security,0.008452570704
603863.SH,-52182.24438,305122.5975,1,security,-0.004262049171
603866.SH,-1108.584812,326625.7209,1,security,-9.054503182e-05
603883.SH,-37224.7047,467402.4857,1,security,-0.003040373669
603885.SH,29702.53064,1111613.058,3,security,0.002425990825
603886.SH,20891.21317,1132406.995,4,security,0.001706315603
603888.SH,-48137.46994,572175.5937,1,security,-0.00393168723
603896.SH,-75701.44701,483156.3894,1,security,-0.006183009055
603899.SH,10912.89862,1005566.238,3,security,0.0008913244549
603916.SH,78206.07223,537502.9906,2,security,0.006387577409
603919.SH,-75562.24688,1037857.329,3,security,-0.006171639712
603976.SH,37439.54581,279645.1247,1,security,0.003057921082
603978.SH,106329.2394,556467.6259,2,security,0.008684571773
603983.SH,42553.33338,1287267.102,4,security,0.003475595989
603987.SH,58650.71919,279125.559,1,security,0.00479036983
603988.SH,-28553.54139,360756.0114,1,security,-0.002332145711
605006.SH,22522.35727,439956.7276,1,security,0.001839541309
605055.SH,1617.505794,551235.8746,1,security,0.0001321117807
605108.SH,20882.74581,1407685.299,3,security,0.00170562402
605368.SH,65406.07961,492584.8583,1,security,0.005342122224
688016.SH,5302.684155,279125.559,1,security,0.0004331032687
688029.SH,44989.24142,533538.5792,2,security,0.003674551783
688139.SH,2566.708029,430073.8202,1,security,0.000209639044
688256.SH,-96161.80422,430512.7937,1,security,-0.007854133966
688301.SH,-46265.98526,430073.8202,1,security,-0.00377883141
688303.SH,100030.4766,420377.7985,1,security,0.008170112553
688317.SH,-3586.395475,430073.8202,1,security,-0.0002929232738
688399.SH,-42330.51144,430073.8202,1,security,-0.003457396732
688510.SH,-4363.623648,454957.99,1,security,-0.0003564043435
688536.SH,94140.89441,430512.7937,1,security,0.007689073664
688538.SH,-6491.164392,562612.9536,1,security,-0.0005301738579
688609.SH,204329.2644,552588.2191,1,security,0.01668884469
688739.SH,-17276.75484,579817.8043,1,security,-0.00141110026
2018,-1899940.618,52444353.74,240,year,-0.1551799934
2019,3640790.095,129893580.1,490,year,0.2973660215
2020,5522084.528,164585834.9,478,year,0.4510230647
2021,3166674.368,220722326.8,490,year,0.2586420348
2022,-939811.3805,227788372,479,year,-0.07676025367
2023,2753666.723,251653358,448,year,0.224909126
