audit_id,cohort,market_view,symbol,source_symbol,trade_date,target_year,market_sequence_rank,relative_day,action_selection_rank
MARKET|2018|ALL_A|05|000852.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,000852.SZ,000852,2018-06-08,2018,5,-5,
MARKET|2018|ALL_A|05|000852.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,000852.SZ,000852,2018-06-11,2018,5,-4,
MARKET|2018|ALL_A|05|000852.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,000852.SZ,000852,2018-06-12,2018,5,-3,
MARKET|2018|ALL_A|05|000852.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,000852.SZ,000852,2018-06-13,2018,5,-2,
MARKET|2018|ALL_A|05|000852.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,000852.SZ,000852,2018-06-14,2018,5,-1,
MARKET|2018|ALL_A|06|300707.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,300707.SZ,300707,2018-06-08,2018,6,-5,
MARKET|2018|ALL_A|06|300707.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,300707.SZ,300707,2018-06-11,2018,6,-4,
MARKET|2018|ALL_A|06|300707.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,300707.SZ,300707,2018-06-12,2018,6,-3,
MARKET|2018|ALL_A|06|300707.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,300707.SZ,300707,2018-06-13,2018,6,-2,
MARKET|2018|ALL_A|06|300707.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,300707.SZ,300707,2018-06-14,2018,6,-1,
MARKET|2018|ALL_A|07|002550.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002550.SZ,002550,2018-06-08,2018,7,-5,
MARKET|2018|ALL_A|07|002550.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002550.SZ,002550,2018-06-11,2018,7,-4,
MARKET|2018|ALL_A|07|002550.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002550.SZ,002550,2018-06-12,2018,7,-3,
MARKET|2018|ALL_A|07|002550.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002550.SZ,002550,2018-06-13,2018,7,-2,
MARKET|2018|ALL_A|07|002550.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002550.SZ,002550,2018-06-14,2018,7,-1,
MARKET|2018|ALL_A|08|002523.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002523.SZ,002523,2018-06-08,2018,8,-5,
MARKET|2018|ALL_A|08|002523.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002523.SZ,002523,2018-06-11,2018,8,-4,
MARKET|2018|ALL_A|08|002523.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002523.SZ,002523,2018-06-12,2018,8,-3,
MARKET|2018|ALL_A|08|002523.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002523.SZ,002523,2018-06-13,2018,8,-2,
MARKET|2018|ALL_A|08|002523.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002523.SZ,002523,2018-06-14,2018,8,-1,
MARKET|2018|ALL_A|09|300408.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,300408.SZ,300408,2018-06-08,2018,9,-5,
MARKET|2018|ALL_A|09|300408.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,300408.SZ,300408,2018-06-11,2018,9,-4,
MARKET|2018|ALL_A|09|300408.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,300408.SZ,300408,2018-06-12,2018,9,-3,
MARKET|2018|ALL_A|09|300408.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,300408.SZ,300408,2018-06-13,2018,9,-2,
MARKET|2018|ALL_A|09|300408.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,300408.SZ,300408,2018-06-14,2018,9,-1,
MARKET|2018|ALL_A|10|002486.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002486.SZ,002486,2018-06-08,2018,10,-5,
MARKET|2018|ALL_A|10|002486.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002486.SZ,002486,2018-06-11,2018,10,-4,
MARKET|2018|ALL_A|10|002486.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002486.SZ,002486,2018-06-12,2018,10,-3,
MARKET|2018|ALL_A|10|002486.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002486.SZ,002486,2018-06-13,2018,10,-2,
MARKET|2018|ALL_A|10|002486.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,ALL_A,002486.SZ,002486,2018-06-14,2018,10,-1,
MARKET|2018|CHINEXT_BOARD|01|300132.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300132.SZ,300132,2018-06-08,2018,1,-5,
MARKET|2018|CHINEXT_BOARD|01|300132.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300132.SZ,300132,2018-06-11,2018,1,-4,
MARKET|2018|CHINEXT_BOARD|01|300132.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300132.SZ,300132,2018-06-12,2018,1,-3,
MARKET|2018|CHINEXT_BOARD|01|300132.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300132.SZ,300132,2018-06-13,2018,1,-2,
MARKET|2018|CHINEXT_BOARD|01|300132.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300132.SZ,300132,2018-06-14,2018,1,-1,
MARKET|2018|CHINEXT_BOARD|02|300444.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300444.SZ,300444,2018-06-08,2018,2,-5,
MARKET|2018|CHINEXT_BOARD|02|300444.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300444.SZ,300444,2018-06-11,2018,2,-4,
MARKET|2018|CHINEXT_BOARD|02|300444.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300444.SZ,300444,2018-06-12,2018,2,-3,
MARKET|2018|CHINEXT_BOARD|02|300444.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300444.SZ,300444,2018-06-13,2018,2,-2,
MARKET|2018|CHINEXT_BOARD|02|300444.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300444.SZ,300444,2018-06-14,2018,2,-1,
MARKET|2018|CHINEXT_BOARD|03|300626.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300626.SZ,300626,2018-06-08,2018,3,-5,
MARKET|2018|CHINEXT_BOARD|03|300626.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300626.SZ,300626,2018-06-11,2018,3,-4,
MARKET|2018|CHINEXT_BOARD|03|300626.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300626.SZ,300626,2018-06-12,2018,3,-3,
MARKET|2018|CHINEXT_BOARD|03|300626.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300626.SZ,300626,2018-06-13,2018,3,-2,
MARKET|2018|CHINEXT_BOARD|03|300626.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300626.SZ,300626,2018-06-14,2018,3,-1,
MARKET|2018|CHINEXT_BOARD|04|300183.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300183.SZ,300183,2018-06-08,2018,4,-5,
MARKET|2018|CHINEXT_BOARD|04|300183.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300183.SZ,300183,2018-06-11,2018,4,-4,
MARKET|2018|CHINEXT_BOARD|04|300183.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300183.SZ,300183,2018-06-12,2018,4,-3,
MARKET|2018|CHINEXT_BOARD|04|300183.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300183.SZ,300183,2018-06-13,2018,4,-2,
MARKET|2018|CHINEXT_BOARD|04|300183.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300183.SZ,300183,2018-06-14,2018,4,-1,
MARKET|2018|CHINEXT_BOARD|05|300669.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300669.SZ,300669,2018-06-08,2018,5,-5,
MARKET|2018|CHINEXT_BOARD|05|300669.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300669.SZ,300669,2018-06-11,2018,5,-4,
MARKET|2018|CHINEXT_BOARD|05|300669.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300669.SZ,300669,2018-06-12,2018,5,-3,
MARKET|2018|CHINEXT_BOARD|05|300669.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300669.SZ,300669,2018-06-13,2018,5,-2,
MARKET|2018|CHINEXT_BOARD|05|300669.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300669.SZ,300669,2018-06-14,2018,5,-1,
MARKET|2018|CHINEXT_BOARD|06|300152.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300152.SZ,300152,2018-06-08,2018,6,-5,
MARKET|2018|CHINEXT_BOARD|06|300152.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300152.SZ,300152,2018-06-11,2018,6,-4,
MARKET|2018|CHINEXT_BOARD|06|300152.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300152.SZ,300152,2018-06-12,2018,6,-3,
MARKET|2018|CHINEXT_BOARD|06|300152.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300152.SZ,300152,2018-06-13,2018,6,-2,
MARKET|2018|CHINEXT_BOARD|06|300152.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300152.SZ,300152,2018-06-14,2018,6,-1,
MARKET|2018|CHINEXT_BOARD|07|300040.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300040.SZ,300040,2018-06-08,2018,7,-5,
MARKET|2018|CHINEXT_BOARD|07|300040.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300040.SZ,300040,2018-06-11,2018,7,-4,
MARKET|2018|CHINEXT_BOARD|07|300040.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300040.SZ,300040,2018-06-12,2018,7,-3,
MARKET|2018|CHINEXT_BOARD|07|300040.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300040.SZ,300040,2018-06-13,2018,7,-2,
MARKET|2018|CHINEXT_BOARD|07|300040.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300040.SZ,300040,2018-06-14,2018,7,-1,
MARKET|2018|CHINEXT_BOARD|08|300468.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300468.SZ,300468,2018-06-08,2018,8,-5,
MARKET|2018|CHINEXT_BOARD|08|300468.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300468.SZ,300468,2018-06-11,2018,8,-4,
MARKET|2018|CHINEXT_BOARD|08|300468.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300468.SZ,300468,2018-06-12,2018,8,-3,
MARKET|2018|CHINEXT_BOARD|08|300468.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300468.SZ,300468,2018-06-13,2018,8,-2,
MARKET|2018|CHINEXT_BOARD|08|300468.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300468.SZ,300468,2018-06-14,2018,8,-1,
MARKET|2018|CHINEXT_BOARD|09|300422.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300422.SZ,300422,2018-06-08,2018,9,-5,
MARKET|2018|CHINEXT_BOARD|09|300422.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300422.SZ,300422,2018-06-11,2018,9,-4,
MARKET|2018|CHINEXT_BOARD|09|300422.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300422.SZ,300422,2018-06-12,2018,9,-3,
MARKET|2018|CHINEXT_BOARD|09|300422.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300422.SZ,300422,2018-06-13,2018,9,-2,
MARKET|2018|CHINEXT_BOARD|09|300422.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300422.SZ,300422,2018-06-14,2018,9,-1,
MARKET|2018|CHINEXT_BOARD|10|300173.SZ|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300173.SZ,300173,2018-06-08,2018,10,-5,
MARKET|2018|CHINEXT_BOARD|10|300173.SZ|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300173.SZ,300173,2018-06-11,2018,10,-4,
MARKET|2018|CHINEXT_BOARD|10|300173.SZ|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300173.SZ,300173,2018-06-12,2018,10,-3,
MARKET|2018|CHINEXT_BOARD|10|300173.SZ|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300173.SZ,300173,2018-06-13,2018,10,-2,
MARKET|2018|CHINEXT_BOARD|10|300173.SZ|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,CHINEXT_BOARD,300173.SZ,300173,2018-06-14,2018,10,-1,
MARKET|2018|SH_A|01|603129.SH|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603129.SH,603129,2018-06-08,2018,1,-5,
MARKET|2018|SH_A|01|603129.SH|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603129.SH,603129,2018-06-11,2018,1,-4,
MARKET|2018|SH_A|01|603129.SH|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603129.SH,603129,2018-06-12,2018,1,-3,
MARKET|2018|SH_A|01|603129.SH|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603129.SH,603129,2018-06-13,2018,1,-2,
MARKET|2018|SH_A|01|603129.SH|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603129.SH,603129,2018-06-14,2018,1,-1,
MARKET|2018|SH_A|02|603477.SH|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603477.SH,603477,2018-06-08,2018,2,-5,
MARKET|2018|SH_A|02|603477.SH|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603477.SH,603477,2018-06-11,2018,2,-4,
MARKET|2018|SH_A|02|603477.SH|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603477.SH,603477,2018-06-12,2018,2,-3,
MARKET|2018|SH_A|02|603477.SH|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603477.SH,603477,2018-06-13,2018,2,-2,
MARKET|2018|SH_A|02|603477.SH|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603477.SH,603477,2018-06-14,2018,2,-1,
MARKET|2018|SH_A|03|603619.SH|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603619.SH,603619,2018-06-08,2018,3,-5,
MARKET|2018|SH_A|03|603619.SH|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603619.SH,603619,2018-06-11,2018,3,-4,
MARKET|2018|SH_A|03|603619.SH|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603619.SH,603619,2018-06-12,2018,3,-3,
MARKET|2018|SH_A|03|603619.SH|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603619.SH,603619,2018-06-13,2018,3,-2,
MARKET|2018|SH_A|03|603619.SH|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603619.SH,603619,2018-06-14,2018,3,-1,
MARKET|2018|SH_A|04|600748.SH|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600748.SH,600748,2018-06-08,2018,4,-5,
MARKET|2018|SH_A|04|600748.SH|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600748.SH,600748,2018-06-11,2018,4,-4,
MARKET|2018|SH_A|04|600748.SH|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600748.SH,600748,2018-06-12,2018,4,-3,
MARKET|2018|SH_A|04|600748.SH|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600748.SH,600748,2018-06-13,2018,4,-2,
MARKET|2018|SH_A|04|600748.SH|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600748.SH,600748,2018-06-14,2018,4,-1,
MARKET|2018|SH_A|05|603926.SH|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603926.SH,603926,2018-06-08,2018,5,-5,
MARKET|2018|SH_A|05|603926.SH|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603926.SH,603926,2018-06-11,2018,5,-4,
MARKET|2018|SH_A|05|603926.SH|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603926.SH,603926,2018-06-12,2018,5,-3,
MARKET|2018|SH_A|05|603926.SH|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603926.SH,603926,2018-06-13,2018,5,-2,
MARKET|2018|SH_A|05|603926.SH|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,603926.SH,603926,2018-06-14,2018,5,-1,
MARKET|2018|SH_A|06|600416.SH|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600416.SH,600416,2018-06-08,2018,6,-5,
MARKET|2018|SH_A|06|600416.SH|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600416.SH,600416,2018-06-11,2018,6,-4,
MARKET|2018|SH_A|06|600416.SH|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600416.SH,600416,2018-06-12,2018,6,-3,
MARKET|2018|SH_A|06|600416.SH|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600416.SH,600416,2018-06-13,2018,6,-2,
MARKET|2018|SH_A|06|600416.SH|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600416.SH,600416,2018-06-14,2018,6,-1,
MARKET|2018|SH_A|07|600737.SH|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600737.SH,600737,2018-06-08,2018,7,-5,
MARKET|2018|SH_A|07|600737.SH|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600737.SH,600737,2018-06-11,2018,7,-4,
MARKET|2018|SH_A|07|600737.SH|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600737.SH,600737,2018-06-12,2018,7,-3,
MARKET|2018|SH_A|07|600737.SH|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600737.SH,600737,2018-06-13,2018,7,-2,
MARKET|2018|SH_A|07|600737.SH|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600737.SH,600737,2018-06-14,2018,7,-1,
MARKET|2018|SH_A|08|600218.SH|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600218.SH,600218,2018-06-08,2018,8,-5,
MARKET|2018|SH_A|08|600218.SH|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600218.SH,600218,2018-06-11,2018,8,-4,
MARKET|2018|SH_A|08|600218.SH|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600218.SH,600218,2018-06-12,2018,8,-3,
MARKET|2018|SH_A|08|600218.SH|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600218.SH,600218,2018-06-13,2018,8,-2,
MARKET|2018|SH_A|08|600218.SH|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600218.SH,600218,2018-06-14,2018,8,-1,
MARKET|2018|SH_A|09|600869.SH|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600869.SH,600869,2018-06-08,2018,9,-5,
MARKET|2018|SH_A|09|600869.SH|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600869.SH,600869,2018-06-11,2018,9,-4,
MARKET|2018|SH_A|09|600869.SH|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600869.SH,600869,2018-06-12,2018,9,-3,
MARKET|2018|SH_A|09|600869.SH|2018-06-13,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600869.SH,600869,2018-06-13,2018,9,-2,
MARKET|2018|SH_A|09|600869.SH|2018-06-14,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600869.SH,600869,2018-06-14,2018,9,-1,
MARKET|2018|SH_A|10|600375.SH|2018-06-08,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600375.SH,600375,2018-06-08,2018,10,-5,
MARKET|2018|SH_A|10|600375.SH|2018-06-11,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600375.SH,600375,2018-06-11,2018,10,-4,
MARKET|2018|SH_A|10|600375.SH|2018-06-12,COORDINATE_ELIGIBLE_MARKET_SEQUENCE,SH_A,600375.SH,600375,2018-06-12,2018,10,-3,
