role,primitive,coordinate,scope,block,year,index_symbol,market_view,n,response_unique,state_unique,partial_spearman,support_pass
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,A,,sz399001,CHINEXT_BOARD,59,53,59,0.028727205935324227,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,A,,sz399001,SH_A,55,47,55,0.32724104350952227,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,A,,sz399001,SZ_A,50,40,50,-0.14834759238626494,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,A,,sz399006,ALL_A,51,48,51,0.045354035432262761,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,A,,sz399006,CHINEXT_BOARD,59,53,59,0.075408890898634909,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,A,,sz399006,SH_A,55,47,55,0.34520557710406247,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,A,,sz399006,SZ_A,50,40,50,-0.12700275740509592,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,csi000300,ALL_A,75,61,75,-0.1562449237976993,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,csi000300,CHINEXT_BOARD,62,56,62,0.09263410147864537,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,csi000300,SH_A,63,57,63,-0.057390499579717057,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,csi000300,SZ_A,65,57,65,0.24401019108473176,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,csi000852,ALL_A,75,61,75,-0.14611444960594941,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,csi000852,CHINEXT_BOARD,62,56,62,0.098618008064497636,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,csi000852,SH_A,63,57,63,0.048226795668576607,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,csi000852,SZ_A,65,57,65,0.34884593790809598,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,csi000905,ALL_A,75,61,75,-0.19949544040801273,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,csi000905,CHINEXT_BOARD,62,56,62,0.16145067893524317,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,csi000905,SH_A,63,57,63,0.058645221928236457,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,csi000905,SZ_A,65,57,65,0.33181165062436618,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,sh000001,ALL_A,75,61,75,-0.21149053664225337,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,sh000001,CHINEXT_BOARD,62,56,62,0.16566112321713691,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,sh000001,SH_A,63,57,63,-0.039175029352056828,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,sh000001,SZ_A,65,57,65,0.24668083287665052,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,sz399001,ALL_A,75,61,75,-0.17221960519357757,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,sz399001,CHINEXT_BOARD,62,56,62,0.15281081125037463,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,sz399001,SH_A,63,57,63,-0.089353187789427302,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,sz399001,SZ_A,65,57,65,0.31575885691545463,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,sz399006,ALL_A,75,61,75,-0.13993007769230947,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,sz399006,CHINEXT_BOARD,62,56,62,0.1527841802225183,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,sz399006,SH_A,63,57,63,-0.010517332465109322,True
below_level_close_fraction,A_direction,absolute,BLOCK_CELL,B,,sz399006,SZ_A,65,57,65,0.32149136181156851,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2018,csi000300,ALL_VIEWS,34,31,16,-0.102591046874578,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2018,csi000852,ALL_VIEWS,34,31,16,0.1025509015821249,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2018,csi000905,ALL_VIEWS,34,31,16,-0.041156723795402174,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2018,sh000001,ALL_VIEWS,34,31,16,-0.22354430315754378,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2018,sz399001,ALL_VIEWS,34,31,16,-0.037611862493878531,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2018,sz399006,ALL_VIEWS,34,31,16,0.045657170265952632,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2019,csi000300,ALL_VIEWS,80,66,38,0.1289020829930978,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2019,csi000852,ALL_VIEWS,80,66,38,0.17545900890599886,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2019,csi000905,ALL_VIEWS,80,66,38,0.18433435019757005,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2019,sh000001,ALL_VIEWS,80,66,38,0.22457768298726163,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2019,sz399001,ALL_VIEWS,80,66,38,0.075044167036212001,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2019,sz399006,ALL_VIEWS,80,66,38,0.011859895540400605,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2020,csi000300,ALL_VIEWS,101,90,38,0.13231296388486494,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2020,csi000852,ALL_VIEWS,101,90,38,0.10880377111626856,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2020,csi000905,ALL_VIEWS,101,90,38,0.15528564454737492,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2020,sh000001,ALL_VIEWS,101,90,38,0.13196344210802011,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2020,sz399001,ALL_VIEWS,101,90,38,0.16155247998708608,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2020,sz399006,ALL_VIEWS,101,90,38,0.1636918308038402,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2021,csi000300,ALL_VIEWS,96,80,36,-0.12247596210223853,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2021,csi000852,ALL_VIEWS,96,80,36,0.11307664980283623,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2021,csi000905,ALL_VIEWS,96,80,36,0.11119114391664996,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2021,sh000001,ALL_VIEWS,96,80,36,-0.081774940591428119,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2021,sz399001,ALL_VIEWS,96,80,36,-0.10441747569528766,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2021,sz399006,ALL_VIEWS,96,80,36,-0.0066320331825676674,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2022,csi000300,ALL_VIEWS,81,74,33,-0.014170074737600133,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2022,csi000852,ALL_VIEWS,81,74,33,0.016314507577620093,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2022,csi000905,ALL_VIEWS,81,74,33,0.018762202300460318,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2022,sh000001,ALL_VIEWS,81,74,33,-0.00097648402501005014,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2022,sz399001,ALL_VIEWS,81,74,33,0.051674687995993666,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2022,sz399006,ALL_VIEWS,81,74,33,-0.0034352872683503545,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2023,csi000300,ALL_VIEWS,88,74,38,-0.079226981061963353,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2023,csi000852,ALL_VIEWS,88,74,38,0.048255504407936016,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2023,csi000905,ALL_VIEWS,88,74,38,-0.075280889863672429,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2023,sh000001,ALL_VIEWS,88,74,38,-0.088875934976902451,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2023,sz399001,ALL_VIEWS,88,74,38,-0.028587774861862144,True
below_level_close_fraction,A_direction,absolute,YEAR_INDEX,,2023,sz399006,ALL_VIEWS,88,74,38,-0.05532458969720503,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,csi000300,ALL_A,13,13,13,0.47089904600543592,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,csi000300,CHINEXT_BOARD,10,10,9,-0.13345155749348245,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,csi000300,SH_A,16,16,16,0.45424867059899676,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,csi000300,SZ_A,11,11,10,0.0063453269800976837,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,csi000852,ALL_A,13,13,13,0.33479591369539557,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,csi000852,CHINEXT_BOARD,10,10,10,-0.28305526430670325,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,csi000852,SH_A,16,16,16,0.78628877715625689,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,csi000852,SZ_A,11,11,11,-0.7475457373078005,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,csi000905,ALL_A,13,13,11,0.49638277446920581,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,csi000905,CHINEXT_BOARD,10,10,9,-0.20664164578144686,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,csi000905,SH_A,16,16,14,0.82497003796123425,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,csi000905,SZ_A,11,11,10,-0.7420189994551939,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,sh000001,ALL_A,13,13,12,0.49407541493153517,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,sh000001,CHINEXT_BOARD,10,10,9,-0.31717097113634729,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,sh000001,SH_A,16,16,16,0.55245440606493101,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,sh000001,SZ_A,11,11,10,-0.2397360022429407,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,sz399001,ALL_A,13,13,13,0.51863689541568858,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,sz399001,CHINEXT_BOARD,10,10,9,-0.28649512846905406,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,sz399001,SH_A,16,16,16,0.53219820174982124,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,sz399001,SZ_A,11,11,10,-0.18847348644178244,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,sz399006,ALL_A,13,13,13,0.41944012869163544,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,sz399006,CHINEXT_BOARD,10,10,10,-0.32707427856370469,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,sz399006,SH_A,16,16,16,0.51488837655403641,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,A,,sz399006,SZ_A,11,11,11,-0.19118368705785901,False
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,csi000300,ALL_A,75,61,70,-0.16542348341802132,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,csi000300,CHINEXT_BOARD,62,56,59,0.11352575155794496,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,csi000300,SH_A,63,57,62,-0.048875908464826083,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,csi000300,SZ_A,65,57,63,0.24870028722018805,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,csi000852,ALL_A,75,61,72,-0.14975223341460689,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,csi000852,CHINEXT_BOARD,62,56,60,0.14650285174145772,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,csi000852,SH_A,63,57,62,0.049581225626006462,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,csi000852,SZ_A,65,57,63,0.34727675854134094,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,csi000905,ALL_A,75,61,73,-0.20831334392326961,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,csi000905,CHINEXT_BOARD,62,56,62,0.19966928873169015,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,csi000905,SH_A,63,57,62,0.080236780808350033,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,csi000905,SZ_A,65,57,65,0.3350321390965495,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,sh000001,ALL_A,75,61,71,-0.2406844161596185,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,sh000001,CHINEXT_BOARD,62,56,60,0.19971518760447171,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,sh000001,SH_A,63,57,59,0.001206904170809827,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,sh000001,SZ_A,65,57,61,0.24689032139172679,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,sz399001,ALL_A,75,61,67,-0.17635801148983885,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,sz399001,CHINEXT_BOARD,62,56,55,0.173848551019089,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,sz399001,SH_A,63,57,57,-0.1094464165941056,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,sz399001,SZ_A,65,57,59,0.32720131364975341,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,sz399006,ALL_A,75,61,69,-0.13664283637440885,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,sz399006,CHINEXT_BOARD,62,56,59,0.1582155902374571,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,sz399006,SH_A,63,57,56,-0.085958931198161448,True
below_level_close_fraction,A_direction,pit,BLOCK_CELL,B,,sz399006,SZ_A,65,57,57,0.32919692089374419,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2018,csi000300,ALL_VIEWS,0,0,0,,False
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2018,csi000852,ALL_VIEWS,0,0,0,,False
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2018,csi000905,ALL_VIEWS,0,0,0,,False
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2018,sh000001,ALL_VIEWS,0,0,0,,False
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2018,sz399001,ALL_VIEWS,0,0,0,,False
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2018,sz399006,ALL_VIEWS,0,0,0,,False
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2019,csi000300,ALL_VIEWS,0,0,0,,False
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2019,csi000852,ALL_VIEWS,0,0,0,,False
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2019,csi000905,ALL_VIEWS,0,0,0,,False
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2019,sh000001,ALL_VIEWS,0,0,0,,False
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2019,sz399001,ALL_VIEWS,0,0,0,,False
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2019,sz399006,ALL_VIEWS,0,0,0,,False
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2020,csi000300,ALL_VIEWS,50,48,17,0.17177852402667232,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2020,csi000852,ALL_VIEWS,50,48,18,0.1147629771205682,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2020,csi000905,ALL_VIEWS,50,48,15,0.23055833046854007,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2020,sh000001,ALL_VIEWS,50,48,17,0.24341622055533274,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2020,sz399001,ALL_VIEWS,50,48,17,0.24416725440576176,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2020,sz399006,ALL_VIEWS,50,48,18,0.17326359068691871,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2021,csi000300,ALL_VIEWS,96,80,34,-0.11549431478489272,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2021,csi000852,ALL_VIEWS,96,80,36,0.14101417021118576,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2021,csi000905,ALL_VIEWS,96,80,36,0.15286074766589675,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2021,sh000001,ALL_VIEWS,96,80,34,-0.077999139624287589,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2021,sz399001,ALL_VIEWS,96,80,32,-0.04657454825559082,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2021,sz399006,ALL_VIEWS,96,80,35,0.0015256462856756835,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2022,csi000300,ALL_VIEWS,81,74,31,0.016209874873685033,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2022,csi000852,ALL_VIEWS,81,74,32,0.0068839552224939683,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2022,csi000905,ALL_VIEWS,81,74,33,0.0081684978868324168,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2022,sh000001,ALL_VIEWS,81,74,33,0.0077938160247305252,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2022,sz399001,ALL_VIEWS,81,74,30,0.04305552182106042,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2022,sz399006,ALL_VIEWS,81,74,31,-0.0087390360742900589,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2023,csi000300,ALL_VIEWS,88,74,36,-0.094776286872110649,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2023,csi000852,ALL_VIEWS,88,74,38,0.054094087510673301,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2023,csi000905,ALL_VIEWS,88,74,38,-0.078934275223048536,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2023,sh000001,ALL_VIEWS,88,74,33,-0.11066639970104149,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2023,sz399001,ALL_VIEWS,88,74,36,-0.019600948418282589,True
below_level_close_fraction,A_direction,pit,YEAR_INDEX,,2023,sz399006,ALL_VIEWS,88,74,31,-0.06025959574834381,True
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,csi000300,ALL_A,51,48,6,0.096295180507362521,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,csi000300,CHINEXT_BOARD,59,53,6,-0.046199291003432695,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,csi000300,SH_A,55,47,6,-0.26483645940341849,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,csi000300,SZ_A,50,40,6,0.23476757909391122,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,csi000852,ALL_A,51,48,5,-0.17128451708201947,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,csi000852,CHINEXT_BOARD,59,53,6,0.078517171247862061,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,csi000852,SH_A,55,47,5,0.2502654708518709,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,csi000852,SZ_A,50,40,6,-0.23293392391446618,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,csi000905,ALL_A,51,48,3,-0.042625869693939965,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,csi000905,CHINEXT_BOARD,59,53,5,0.13345573267785041,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,csi000905,SH_A,55,47,5,0.028346761995195306,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,csi000905,SZ_A,50,40,5,0.018921663400806567,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,sh000001,ALL_A,51,48,6,0.048602622423067079,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,sh000001,CHINEXT_BOARD,59,53,6,-0.039272532628557871,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,sh000001,SH_A,55,47,6,-0.17559559587036724,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,sh000001,SZ_A,50,40,5,0.080758806463162858,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,sz399001,ALL_A,51,48,5,0.072359306093439019,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,sz399001,CHINEXT_BOARD,59,53,5,-0.071728064558025759,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,sz399001,SH_A,55,47,5,0.0032398269384710425,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,sz399001,SZ_A,50,40,5,0.05961358643162043,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,sz399006,ALL_A,51,48,6,-0.04742613339075763,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,sz399006,CHINEXT_BOARD,59,53,6,-0.016041841811502342,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,sz399006,SH_A,55,47,6,0.30652009318219176,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,A,,sz399006,SZ_A,50,40,5,-0.29465218758868067,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,csi000300,ALL_A,75,61,6,0.014026873678405806,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,csi000300,CHINEXT_BOARD,62,56,6,0.002324631331339751,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,csi000300,SH_A,63,57,6,0.0092683635378856197,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,csi000300,SZ_A,65,57,6,-0.13406935086012917,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,csi000852,ALL_A,75,61,6,0.0387683224666137,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,csi000852,CHINEXT_BOARD,62,56,6,-0.0099763974418209701,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,csi000852,SH_A,63,57,6,0.039357785826206582,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,csi000852,SZ_A,65,57,6,0.11846520917957828,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,csi000905,ALL_A,75,61,6,-0.066588428151487661,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,csi000905,CHINEXT_BOARD,62,56,6,-0.048482140893929007,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,csi000905,SH_A,63,57,6,0.12277256796426364,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,csi000905,SZ_A,65,57,6,0.0001374617926379738,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,sh000001,ALL_A,75,61,5,0.087099898746097915,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,sh000001,CHINEXT_BOARD,62,56,5,-0.091117480777710771,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,sh000001,SH_A,63,57,5,0.076168881534640992,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,sh000001,SZ_A,65,57,5,-0.20630281966161512,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,sz399001,ALL_A,75,61,6,-0.14547730849577581,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,sz399001,CHINEXT_BOARD,62,56,5,0.042738018832475688,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,sz399001,SH_A,63,57,6,-0.27565163537071263,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,sz399001,SZ_A,65,57,6,0.12266491105559064,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,sz399006,ALL_A,75,61,6,-0.021288832276742629,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,sz399006,CHINEXT_BOARD,62,56,6,0.085482105595023616,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,sz399006,SH_A,63,57,6,-0.042027706139979554,False
below_level_close_fraction,A_direction,relative,BLOCK_CELL,B,,sz399006,SZ_A,65,57,6,0.1275717927388057,False
below_level_close_fraction,A_direction,relative,YEAR_INDEX,,2018,csi000300,ALL_VIEWS,34,31,2,0.035220640909456438,True
below_level_close_fraction,A_direction,relative,YEAR_INDEX,,2018,csi000852,ALL_VIEWS,34,31,3,-0.24391686793168646,True
below_level_close_fraction,A_direction,relative,YEAR_INDEX,,2018,csi000905,ALL_VIEWS,34,31,3,0.062482002666260174,True
below_level_close_fraction,A_direction,relative,YEAR_INDEX,,2018,sh000001,ALL_VIEWS,34,31,2,-0.035220640909456279,True
below_level_close_fraction,A_direction,relative,YEAR_INDEX,,2018,sz399001,ALL_VIEWS,34,31,3,0.032142834937117788,True
below_level_close_fraction,A_direction,relative,YEAR_INDEX,,2018,sz399006,ALL_VIEWS,34,31,4,0.064759722592124425,True
below_level_close_fraction,A_direction,relative,YEAR_INDEX,,2019,csi000300,ALL_VIEWS,80,66,5,-0.062052752076446289,True
below_level_close_fraction,A_direction,relative,YEAR_INDEX,,2019,csi000852,ALL_VIEWS,80,66,5,0.1279121549008069,True
