role,operator,neighbor,scope,group,n,spearman
formation_participation,change,change_neighbor_theilsen5,FULL,CHINEXT_BOARD:ALL_STATUS,1412,0.876484400544
formation_participation,change,change_neighbor_theilsen5,PHASE_ZERO,CHINEXT_BOARD:ALL_STATUS,283,0.842214023938
formation_participation,change,change_neighbor_theilsen5,BLOCK_A,CHINEXT_BOARD:ALL_STATUS,685,0.870315232073
formation_participation,change,change_neighbor_theilsen5,BLOCK_B,CHINEXT_BOARD:ALL_STATUS,727,0.882990345806
formation_participation,change,change_neighbor_h3,FULL,CHINEXT_BOARD:NON_ST,1412,0.620743589464
formation_participation,change,change_neighbor_h3,PHASE_ZERO,CHINEXT_BOARD:NON_ST,283,0.587818240924
formation_participation,change,change_neighbor_h3,BLOCK_A,CHINEXT_BOARD:NON_ST,685,0.604658880616
formation_participation,change,change_neighbor_h3,BLOCK_B,CHINEXT_BOARD:NON_ST,727,0.637947235301
formation_participation,change,change_neighbor_h10,FULL,CHINEXT_BOARD:NON_ST,1407,0.532752361663
formation_participation,change,change_neighbor_h10,PHASE_ZERO,CHINEXT_BOARD:NON_ST,282,0.581474220893
formation_participation,change,change_neighbor_h10,BLOCK_A,CHINEXT_BOARD:NON_ST,680,0.542042291627
formation_participation,change,change_neighbor_h10,BLOCK_B,CHINEXT_BOARD:NON_ST,727,0.521835673393
formation_participation,change,change_neighbor_ols5,FULL,CHINEXT_BOARD:NON_ST,1412,0.925634649701
formation_participation,change,change_neighbor_ols5,PHASE_ZERO,CHINEXT_BOARD:NON_ST,283,0.894833174674
formation_participation,change,change_neighbor_ols5,BLOCK_A,CHINEXT_BOARD:NON_ST,685,0.922280824958
formation_participation,change,change_neighbor_ols5,BLOCK_B,CHINEXT_BOARD:NON_ST,727,0.930187013187
formation_participation,change,change_neighbor_theilsen5,FULL,CHINEXT_BOARD:NON_ST,1412,0.876150436628
formation_participation,change,change_neighbor_theilsen5,PHASE_ZERO,CHINEXT_BOARD:NON_ST,283,0.841828052746
formation_participation,change,change_neighbor_theilsen5,BLOCK_A,CHINEXT_BOARD:NON_ST,685,0.870293279355
formation_participation,change,change_neighbor_theilsen5,BLOCK_B,CHINEXT_BOARD:NON_ST,727,0.882080634087
formation_participation,change,change_neighbor_h3,FULL,SH_A:ALL_STATUS,1412,0.625773508626
formation_participation,change,change_neighbor_h3,PHASE_ZERO,SH_A:ALL_STATUS,283,0.567598433243
formation_participation,change,change_neighbor_h3,BLOCK_A,SH_A:ALL_STATUS,685,0.615964311195
formation_participation,change,change_neighbor_h3,BLOCK_B,SH_A:ALL_STATUS,727,0.635970413231
formation_participation,change,change_neighbor_h10,FULL,SH_A:ALL_STATUS,1407,0.578505546212
formation_participation,change,change_neighbor_h10,PHASE_ZERO,SH_A:ALL_STATUS,282,0.584398037126
formation_participation,change,change_neighbor_h10,BLOCK_A,SH_A:ALL_STATUS,680,0.599592597837
formation_participation,change,change_neighbor_h10,BLOCK_B,SH_A:ALL_STATUS,727,0.55659168267
formation_participation,change,change_neighbor_ols5,FULL,SH_A:ALL_STATUS,1412,0.935915633874
formation_participation,change,change_neighbor_ols5,PHASE_ZERO,SH_A:ALL_STATUS,283,0.924362882808
formation_participation,change,change_neighbor_ols5,BLOCK_A,SH_A:ALL_STATUS,685,0.939579060865
formation_participation,change,change_neighbor_ols5,BLOCK_B,SH_A:ALL_STATUS,727,0.932548506889
formation_participation,change,change_neighbor_theilsen5,FULL,SH_A:ALL_STATUS,1412,0.883564773911
formation_participation,change,change_neighbor_theilsen5,PHASE_ZERO,SH_A:ALL_STATUS,283,0.86809897805
formation_participation,change,change_neighbor_theilsen5,BLOCK_A,SH_A:ALL_STATUS,685,0.876354483939
formation_participation,change,change_neighbor_theilsen5,BLOCK_B,SH_A:ALL_STATUS,727,0.892606676396
formation_participation,change,change_neighbor_h3,FULL,SH_A:NON_ST,1412,0.624450031681
formation_participation,change,change_neighbor_h3,PHASE_ZERO,SH_A:NON_ST,283,0.558750745205
formation_participation,change,change_neighbor_h3,BLOCK_A,SH_A:NON_ST,685,0.615774172282
formation_participation,change,change_neighbor_h3,BLOCK_B,SH_A:NON_ST,727,0.634268694916
formation_participation,change,change_neighbor_h10,FULL,SH_A:NON_ST,1407,0.579636638295
formation_participation,change,change_neighbor_h10,PHASE_ZERO,SH_A:NON_ST,282,0.583351905952
formation_participation,change,change_neighbor_h10,BLOCK_A,SH_A:NON_ST,680,0.599147375013
formation_participation,change,change_neighbor_h10,BLOCK_B,SH_A:NON_ST,727,0.558746430511
formation_participation,change,change_neighbor_ols5,FULL,SH_A:NON_ST,1412,0.935272697518
formation_participation,change,change_neighbor_ols5,PHASE_ZERO,SH_A:NON_ST,283,0.923287034439
formation_participation,change,change_neighbor_ols5,BLOCK_A,SH_A:NON_ST,685,0.939063807291
formation_participation,change,change_neighbor_ols5,BLOCK_B,SH_A:NON_ST,727,0.931659655837
formation_participation,change,change_neighbor_theilsen5,FULL,SH_A:NON_ST,1412,0.882763905408
formation_participation,change,change_neighbor_theilsen5,PHASE_ZERO,SH_A:NON_ST,283,0.865934044989
formation_participation,change,change_neighbor_theilsen5,BLOCK_A,SH_A:NON_ST,685,0.874802997343
formation_participation,change,change_neighbor_theilsen5,BLOCK_B,SH_A:NON_ST,727,0.892590747159
formation_participation,change,change_neighbor_h3,FULL,SZ_A:ALL_STATUS,1412,0.628220154459
formation_participation,change,change_neighbor_h3,PHASE_ZERO,SZ_A:ALL_STATUS,283,0.595983993579
formation_participation,change,change_neighbor_h3,BLOCK_A,SZ_A:ALL_STATUS,685,0.601250444747
formation_participation,change,change_neighbor_h3,BLOCK_B,SZ_A:ALL_STATUS,727,0.656823200558
formation_participation,change,change_neighbor_h10,FULL,SZ_A:ALL_STATUS,1407,0.551271219943
formation_participation,change,change_neighbor_h10,PHASE_ZERO,SZ_A:ALL_STATUS,282,0.58576362626
formation_participation,change,change_neighbor_h10,BLOCK_A,SZ_A:ALL_STATUS,680,0.560710402513
formation_participation,change,change_neighbor_h10,BLOCK_B,SZ_A:ALL_STATUS,727,0.54004561151
formation_participation,change,change_neighbor_ols5,FULL,SZ_A:ALL_STATUS,1412,0.93834700245
formation_participation,change,change_neighbor_ols5,PHASE_ZERO,SZ_A:ALL_STATUS,283,0.915413539806
formation_participation,change,change_neighbor_ols5,BLOCK_A,SZ_A:ALL_STATUS,685,0.934772690702
formation_participation,change,change_neighbor_ols5,BLOCK_B,SZ_A:ALL_STATUS,727,0.941120933587
formation_participation,change,change_neighbor_theilsen5,FULL,SZ_A:ALL_STATUS,1412,0.891014556308
formation_participation,change,change_neighbor_theilsen5,PHASE_ZERO,SZ_A:ALL_STATUS,283,0.881260648622
formation_participation,change,change_neighbor_theilsen5,BLOCK_A,SZ_A:ALL_STATUS,685,0.88326698101
formation_participation,change,change_neighbor_theilsen5,BLOCK_B,SZ_A:ALL_STATUS,727,0.899080786949
formation_participation,change,change_neighbor_h3,FULL,SZ_A:NON_ST,1412,0.624625253375
formation_participation,change,change_neighbor_h3,PHASE_ZERO,SZ_A:NON_ST,283,0.591873850425
formation_participation,change,change_neighbor_h3,BLOCK_A,SZ_A:NON_ST,685,0.597987931246
formation_participation,change,change_neighbor_h3,BLOCK_B,SZ_A:NON_ST,727,0.653925906015
formation_participation,change,change_neighbor_h10,FULL,SZ_A:NON_ST,1407,0.549905591969
formation_participation,change,change_neighbor_h10,PHASE_ZERO,SZ_A:NON_ST,282,0.58245399899
formation_participation,change,change_neighbor_h10,BLOCK_A,SZ_A:NON_ST,680,0.557624450389
formation_participation,change,change_neighbor_h10,BLOCK_B,SZ_A:NON_ST,727,0.540220127503
formation_participation,change,change_neighbor_ols5,FULL,SZ_A:NON_ST,1412,0.937688835727
formation_participation,change,change_neighbor_ols5,PHASE_ZERO,SZ_A:NON_ST,283,0.91428051052
formation_participation,change,change_neighbor_ols5,BLOCK_A,SZ_A:NON_ST,685,0.934190533686
formation_participation,change,change_neighbor_ols5,BLOCK_B,SZ_A:NON_ST,727,0.940834955966
formation_participation,change,change_neighbor_theilsen5,FULL,SZ_A:NON_ST,1412,0.890581041599
formation_participation,change,change_neighbor_theilsen5,PHASE_ZERO,SZ_A:NON_ST,283,0.880517296698
formation_participation,change,change_neighbor_theilsen5,BLOCK_A,SZ_A:NON_ST,685,0.883400858274
formation_participation,change,change_neighbor_theilsen5,BLOCK_B,SZ_A:NON_ST,727,0.897832747915
formation_participation,acceleration,acceleration_neighbor_h3,FULL,ALL_A:ALL_STATUS,1407,0.137427218437
formation_participation,acceleration,acceleration_neighbor_h3,PHASE_ZERO,ALL_A:ALL_STATUS,282,0.104844015421
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_A,ALL_A:ALL_STATUS,680,0.146923340843
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_B,ALL_A:ALL_STATUS,727,0.127547018444
formation_participation,acceleration,acceleration_neighbor_h10,FULL,ALL_A:ALL_STATUS,1397,-0.0391719182655
formation_participation,acceleration,acceleration_neighbor_h10,PHASE_ZERO,ALL_A:ALL_STATUS,280,-0.0393536360704
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_A,ALL_A:ALL_STATUS,670,-0.00348875472537
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_B,ALL_A:ALL_STATUS,727,-0.0798487182444
formation_participation,acceleration,acceleration_neighbor_ols5,FULL,ALL_A:ALL_STATUS,1407,0.947092961257
formation_participation,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,ALL_A:ALL_STATUS,282,0.936566458359
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_A,ALL_A:ALL_STATUS,680,0.937786312127
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_B,ALL_A:ALL_STATUS,727,0.956373937429
formation_participation,acceleration,acceleration_neighbor_theilsen5,FULL,ALL_A:ALL_STATUS,1407,0.896721263578
formation_participation,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,ALL_A:ALL_STATUS,282,0.869433197568
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,ALL_A:ALL_STATUS,680,0.88011033329
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,ALL_A:ALL_STATUS,727,0.915541478168
formation_participation,acceleration,acceleration_neighbor_h3,FULL,ALL_A:NON_ST,1407,0.135869421735
formation_participation,acceleration,acceleration_neighbor_h3,PHASE_ZERO,ALL_A:NON_ST,282,0.099758908235
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_A,ALL_A:NON_ST,680,0.147248041321
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_B,ALL_A:NON_ST,727,0.124152701119
formation_participation,acceleration,acceleration_neighbor_h10,FULL,ALL_A:NON_ST,1397,-0.0412321454758
formation_participation,acceleration,acceleration_neighbor_h10,PHASE_ZERO,ALL_A:NON_ST,280,-0.0375781032192
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_A,ALL_A:NON_ST,670,-0.0076917943813
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_B,ALL_A:NON_ST,727,-0.0789203293893
formation_participation,acceleration,acceleration_neighbor_ols5,FULL,ALL_A:NON_ST,1407,0.946948527749
formation_participation,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,ALL_A:NON_ST,282,0.935762194853
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_A,ALL_A:NON_ST,680,0.938897804455
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_B,ALL_A:NON_ST,727,0.955729058987
formation_participation,acceleration,acceleration_neighbor_theilsen5,FULL,ALL_A:NON_ST,1407,0.897420280837
formation_participation,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,ALL_A:NON_ST,282,0.869294070149
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,ALL_A:NON_ST,680,0.881609660336
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,ALL_A:NON_ST,727,0.914936144648
formation_participation,acceleration,acceleration_neighbor_h3,FULL,CHINEXT_BOARD:ALL_STATUS,1407,0.115417300953
formation_participation,acceleration,acceleration_neighbor_h3,PHASE_ZERO,CHINEXT_BOARD:ALL_STATUS,282,0.141985150288
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_A,CHINEXT_BOARD:ALL_STATUS,680,0.12730437922
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_B,CHINEXT_BOARD:ALL_STATUS,727,0.102867246546
formation_participation,acceleration,acceleration_neighbor_h10,FULL,CHINEXT_BOARD:ALL_STATUS,1397,-0.0412221146526
formation_participation,acceleration,acceleration_neighbor_h10,PHASE_ZERO,CHINEXT_BOARD:ALL_STATUS,280,-0.0456051735354
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_A,CHINEXT_BOARD:ALL_STATUS,670,-0.0188509578311
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_B,CHINEXT_BOARD:ALL_STATUS,727,-0.0647269137015
formation_participation,acceleration,acceleration_neighbor_ols5,FULL,CHINEXT_BOARD:ALL_STATUS,1407,0.940327402781
formation_participation,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,CHINEXT_BOARD:ALL_STATUS,282,0.923626003022
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_A,CHINEXT_BOARD:ALL_STATUS,680,0.930770293494
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_B,CHINEXT_BOARD:ALL_STATUS,727,0.952216815322
formation_participation,acceleration,acceleration_neighbor_theilsen5,FULL,CHINEXT_BOARD:ALL_STATUS,1407,0.890204292453
formation_participation,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,CHINEXT_BOARD:ALL_STATUS,282,0.859657891026
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,CHINEXT_BOARD:ALL_STATUS,680,0.876108656277
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,CHINEXT_BOARD:ALL_STATUS,727,0.907368924932
formation_participation,acceleration,acceleration_neighbor_h3,FULL,CHINEXT_BOARD:NON_ST,1407,0.115574086165
formation_participation,acceleration,acceleration_neighbor_h3,PHASE_ZERO,CHINEXT_BOARD:NON_ST,282,0.140299032984
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_A,CHINEXT_BOARD:NON_ST,680,0.127099666789
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_B,CHINEXT_BOARD:NON_ST,727,0.102811312734
formation_participation,acceleration,acceleration_neighbor_h10,FULL,CHINEXT_BOARD:NON_ST,1397,-0.0417472429915
formation_participation,acceleration,acceleration_neighbor_h10,PHASE_ZERO,CHINEXT_BOARD:NON_ST,280,-0.0445113184753
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_A,CHINEXT_BOARD:NON_ST,670,-0.0191626059021
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_B,CHINEXT_BOARD:NON_ST,727,-0.0655865017813
formation_participation,acceleration,acceleration_neighbor_ols5,FULL,CHINEXT_BOARD:NON_ST,1407,0.940241388911
formation_participation,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,CHINEXT_BOARD:NON_ST,282,0.923851817526
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_A,CHINEXT_BOARD:NON_ST,680,0.93068465317
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_B,CHINEXT_BOARD:NON_ST,727,0.952151168826
formation_participation,acceleration,acceleration_neighbor_theilsen5,FULL,CHINEXT_BOARD:NON_ST,1407,0.890279778198
formation_participation,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,CHINEXT_BOARD:NON_ST,282,0.85940639146
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,CHINEXT_BOARD:NON_ST,680,0.876020687939
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,CHINEXT_BOARD:NON_ST,727,0.907327287599
formation_participation,acceleration,acceleration_neighbor_h3,FULL,SH_A:ALL_STATUS,1407,0.146639995373
formation_participation,acceleration,acceleration_neighbor_h3,PHASE_ZERO,SH_A:ALL_STATUS,282,0.0922797392217
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_A,SH_A:ALL_STATUS,680,0.156608559224
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_B,SH_A:ALL_STATUS,727,0.135114260505
formation_participation,acceleration,acceleration_neighbor_h10,FULL,SH_A:ALL_STATUS,1397,-0.0400132398063
formation_participation,acceleration,acceleration_neighbor_h10,PHASE_ZERO,SH_A:ALL_STATUS,280,-0.0418370861144
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_A,SH_A:ALL_STATUS,670,-0.000991420700857
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_B,SH_A:ALL_STATUS,727,-0.0846310748149
formation_participation,acceleration,acceleration_neighbor_ols5,FULL,SH_A:ALL_STATUS,1407,0.939135767101
formation_participation,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,SH_A:ALL_STATUS,282,0.925555058205
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_A,SH_A:ALL_STATUS,680,0.927082225778
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_B,SH_A:ALL_STATUS,727,0.950156352338
formation_participation,acceleration,acceleration_neighbor_theilsen5,FULL,SH_A:ALL_STATUS,1407,0.889486953715
formation_participation,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,SH_A:ALL_STATUS,282,0.8401618587
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,SH_A:ALL_STATUS,680,0.86972301117
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,SH_A:ALL_STATUS,727,0.909941173462
formation_participation,acceleration,acceleration_neighbor_h3,FULL,SH_A:NON_ST,1407,0.14338467736
formation_participation,acceleration,acceleration_neighbor_h3,PHASE_ZERO,SH_A:NON_ST,282,0.0869714930593
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_A,SH_A:NON_ST,680,0.154107358007
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_B,SH_A:NON_ST,727,0.131307825599
formation_participation,acceleration,acceleration_neighbor_h10,FULL,SH_A:NON_ST,1397,-0.0417665431932
formation_participation,acceleration,acceleration_neighbor_h10,PHASE_ZERO,SH_A:NON_ST,280,-0.0413729766961
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_A,SH_A:NON_ST,670,-0.00492310988547
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_B,SH_A:NON_ST,727,-0.0845142103114
formation_participation,acceleration,acceleration_neighbor_ols5,FULL,SH_A:NON_ST,1407,0.938997434051
formation_participation,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,SH_A:NON_ST,282,0.9248685179
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_A,SH_A:NON_ST,680,0.928472316307
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_B,SH_A:NON_ST,727,0.949166408182
formation_participation,acceleration,acceleration_neighbor_theilsen5,FULL,SH_A:NON_ST,1407,0.888708829884
formation_participation,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,SH_A:NON_ST,282,0.836408093898
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,SH_A:NON_ST,680,0.869564049237
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,SH_A:NON_ST,727,0.909273246906
formation_participation,acceleration,acceleration_neighbor_h3,FULL,SZ_A:ALL_STATUS,1407,0.136759089062
formation_participation,acceleration,acceleration_neighbor_h3,PHASE_ZERO,SZ_A:ALL_STATUS,282,0.125510323388
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_A,SZ_A:ALL_STATUS,680,0.144430115931
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_B,SZ_A:ALL_STATUS,727,0.129072315705
formation_participation,acceleration,acceleration_neighbor_h10,FULL,SZ_A:ALL_STATUS,1397,-0.0379273699563
formation_participation,acceleration,acceleration_neighbor_h10,PHASE_ZERO,SZ_A:ALL_STATUS,280,-0.0452006494252
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_A,SZ_A:ALL_STATUS,670,-0.0115270087181
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_B,SZ_A:ALL_STATUS,727,-0.0694544919879
formation_participation,acceleration,acceleration_neighbor_ols5,FULL,SZ_A:ALL_STATUS,1407,0.949169473509
formation_participation,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,SZ_A:ALL_STATUS,282,0.938774303487
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_A,SZ_A:ALL_STATUS,680,0.941793203044
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_B,SZ_A:ALL_STATUS,727,0.957039146923
formation_participation,acceleration,acceleration_neighbor_theilsen5,FULL,SZ_A:ALL_STATUS,1407,0.897928226998
formation_participation,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,SZ_A:ALL_STATUS,282,0.885146034293
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,SZ_A:ALL_STATUS,680,0.882581272727
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,SZ_A:ALL_STATUS,727,0.915123027925
formation_participation,acceleration,acceleration_neighbor_h3,FULL,SZ_A:NON_ST,1407,0.135468333868
formation_participation,acceleration,acceleration_neighbor_h3,PHASE_ZERO,SZ_A:NON_ST,282,0.123321206952
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_A,SZ_A:NON_ST,680,0.144652689179
formation_participation,acceleration,acceleration_neighbor_h3,BLOCK_B,SZ_A:NON_ST,727,0.125244925139
formation_participation,acceleration,acceleration_neighbor_h10,FULL,SZ_A:NON_ST,1397,-0.0401836009483
formation_participation,acceleration,acceleration_neighbor_h10,PHASE_ZERO,SZ_A:NON_ST,280,-0.0471352586494
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_A,SZ_A:NON_ST,670,-0.0166123264173
formation_participation,acceleration,acceleration_neighbor_h10,BLOCK_B,SZ_A:NON_ST,727,-0.0686588639571
formation_participation,acceleration,acceleration_neighbor_ols5,FULL,SZ_A:NON_ST,1407,0.948870783722
formation_participation,acceleration,acceleration_neighbor_ols5,PHASE_ZERO,SZ_A:NON_ST,282,0.937124038248
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_A,SZ_A:NON_ST,680,0.942132596715
formation_participation,acceleration,acceleration_neighbor_ols5,BLOCK_B,SZ_A:NON_ST,727,0.956258165993
formation_participation,acceleration,acceleration_neighbor_theilsen5,FULL,SZ_A:NON_ST,1407,0.897113662932
formation_participation,acceleration,acceleration_neighbor_theilsen5,PHASE_ZERO,SZ_A:NON_ST,282,0.881166990093
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_A,SZ_A:NON_ST,680,0.883805979015
formation_participation,acceleration,acceleration_neighbor_theilsen5,BLOCK_B,SZ_A:NON_ST,727,0.912517858182
formation_depth,change,change_neighbor_h3,FULL,ALL_A:ALL_STATUS,1412,0.584616583463
formation_depth,change,change_neighbor_h3,PHASE_ZERO,ALL_A:ALL_STATUS,283,0.554875679156
formation_depth,change,change_neighbor_h3,BLOCK_A,ALL_A:ALL_STATUS,685,0.561180285736
